"","pert_iname","mean","n","median","sd","sRGES"
"1928","zacopride",-0.717116811850104,1,-0.717116811850104,NA,-0.717116811850104
"1777","tiratricol",-0.643437680247496,1,-0.643437680247496,NA,-0.643437680247496
"427","cyclizine",-0.630951954212853,2,-0.630951954212853,0.169500217618075,-0.630951954212853
"603","esomeprazole",-0.57223715163302,1,-0.57223715163302,NA,-0.57223715163302
"622","ethoxyquin",-0.571109785474979,1,-0.571109785474979,NA,-0.571109785474979
"1875","vatalanib",-0.567537098211945,1,-0.567537098211945,NA,-0.567537098211945
"585","epiandrosterone",-0.564922380514568,1,-0.564922380514568,NA,-0.564922380514568
"243","BU-224",-0.558937654029679,2,-0.558937654029679,0.0837212055958908,-0.558937654029679
"1353","phenylbutazone",-0.557141733522102,2,-0.557141733522102,0.0885227539239095,-0.557141733522102
"1084","miglitol",-0.55361543705102,1,-0.55361543705102,NA,-0.55361543705102
"890","JTC-801",-0.541963233772534,5,-0.622778039955954,0.199153993619414,-0.541963233772534
"1915","xylometazoline",-0.526303535147257,1,-0.526303535147257,NA,-0.526303535147257
"1399","PNU-22394",-0.52509045147082,1,-0.52509045147082,NA,-0.52509045147082
"1885","vigabatrin",-0.521135093041616,2,-0.521135093041616,0.126948684296074,-0.521135093041616
"1312","pefloxacin",-0.518910110575918,1,-0.518910110575918,NA,-0.518910110575918
"811","hydroquinidine",-0.509052211147466,1,-0.509052211147466,NA,-0.509052211147466
"794","hexetidine",-0.506142033390663,1,-0.506142033390663,NA,-0.506142033390663
"1421","prenylamine",-0.493442523171133,4,-0.521148201950431,0.157193233075356,-0.493442523171133
"1259","osthol",-0.489939014407145,5,-0.514190903402723,0.157108205004921,-0.489939014407145
"646","fananserin",-0.485006940349047,2,-0.485006940349047,0.172119182991992,-0.485006940349047
"500","dihydrostreptomycin",-0.481673745477426,1,-0.481673745477426,NA,-0.481673745477426
"1063","meticrane",-0.480029087032318,1,-0.480029087032318,NA,-0.480029087032318
"654","fendiline",-0.478317864820933,2,-0.478317864820933,0.0862424819380161,-0.478317864820933
"659","fenoprofen",-0.477662419380211,1,-0.477662419380211,NA,-0.477662419380211
"760","guaiacol",-0.474418474059741,2,-0.474418474059741,0.313898904594689,-0.474418474059741
"1954","ZM-39923",-0.473181527254179,3,-0.521944313355356,0.239816215790368,-0.473181527254179
"1807","tranexamic-acid",-0.471946935137119,1,-0.471946935137119,NA,-0.471946935137119
"1684","sulfamonomethoxine",-0.455987348266653,1,-0.455987348266653,NA,-0.455987348266653
"1509","ribostamycin",-0.4521262650097,1,-0.4521262650097,NA,-0.4521262650097
"51","alosetron",-0.450774032454046,3,-0.500314613811546,0.111063883503868,-0.450774032454046
"98","anastrozole",-0.449485329494695,1,-0.449485329494695,NA,-0.449485329494695
"1695","sumatriptan",-0.448305527701397,2,-0.448305527701397,0.052094018539516,-0.448305527701397
"1462","pyrantel",-0.444713686686243,1,-0.444713686686243,NA,-0.444713686686243
"430","cyclopentolate",-0.443805639945292,2,-0.443805639945292,0.00933000975516387,-0.443805639945292
"406","CNQX",-0.440571271500882,1,-0.440571271500882,NA,-0.440571271500882
"1783","todralazine",-0.43534686172723,1,-0.43534686172723,NA,-0.43534686172723
"1494","rebamipide",-0.43165721350707,1,-0.43165721350707,NA,-0.43165721350707
"1069","metrifonate",-0.431073357453726,1,-0.431073357453726,NA,-0.431073357453726
"487","didanosine",-0.427769912432489,1,-0.427769912432489,NA,-0.427769912432489
"1317","penciclovir",-0.424453698243173,3,-0.415847869476867,0.242541116585616,-0.424453698243173
"1277","oxyphenbutazone",-0.422667524482023,4,-0.467182356394176,0.179144014709799,-0.422667524482023
"261","BVT-948",-0.419617787807456,10,-0.438286789334417,0.205873398679645,-0.419617787807456
"880","itopride",-0.419439710492021,1,-0.419439710492021,NA,-0.419439710492021
"74","aminocaproic-acid",-0.416791710911506,2,-0.416791710911506,0.119056151978921,-0.416791710911506
"1384","pirfenidone",-0.414910072885533,2,-0.414910072885533,0.0937506945744946,-0.414910072885533
"1958","zolpidem",-0.41118109793893,1,-0.41118109793893,NA,-0.41118109793893
"1261","oxandrolone",-0.408132767028472,1,-0.408132767028472,NA,-0.408132767028472
"949","levobunolol",-0.404986628913009,1,-0.404986628913009,NA,-0.404986628913009
"994","lymecycline",-0.404705296984601,1,-0.404705296984601,NA,-0.404705296984601
"1417","prednicarbate",-0.404501026944176,7,-0.405413178060581,0.166998319110893,-0.404501026944176
"858","iohexol",-0.403722128823519,2,-0.403722128823519,0.0792533556072693,-0.403722128823519
"1270","oxolinic-acid",-0.400739342457134,1,-0.400739342457134,NA,-0.400739342457134
"155","bambuterol",-0.39929971717605,3,-0.439915826060161,0.0970867429991233,-0.39929971717605
"602","esmolol",-0.397311872413263,1,-0.397311872413263,NA,-0.397311872413263
"136","ATPA",-0.396913895771823,3,-0.423024487441665,0.0654301913771953,-0.396913895771823
"956","levopropoxyphene",-0.395109575732438,1,-0.395109575732438,NA,-0.395109575732438
"1301","PD-0325901",-0.392905462127371,66,-0.487126905954552,0.281528623092468,-0.392905462127371
"1524","rivastigmine",-0.389708705300893,1,-0.389708705300893,NA,-0.389708705300893
"128","aspirin",-0.386352824644399,1,-0.386352824644399,NA,-0.386352824644399
"1254","ornidazole",-0.376152327570395,4,-0.473894117707164,0.283151159330622,-0.376152327570395
"1051","methenamine",-0.373007955471309,1,-0.373007955471309,NA,-0.373007955471309
"400","clorsulon",-0.36883225840281,1,-0.36883225840281,NA,-0.36883225840281
"66","AM-630",-0.367629770824637,2,-0.367629770824637,0.0680794562860265,-0.367629770824637
"1315","pempidine",-0.366689461422753,1,-0.366689461422753,NA,-0.366689461422753
"1299","PCA-4248",-0.365928133321526,9,-0.51495122011396,0.392923537628514,-0.365928133321526
"458","DCEBIO",-0.36133631724946,3,-0.514190903402723,0.274452024347995,-0.36133631724946
"566","eliprodil",-0.357683301326505,3,-0.332468145351581,0.117243071932823,-0.357683301326505
"976","lomerizine",-0.356066535906058,3,-0.387499344554559,0.163039582566857,-0.356066535906058
"1221","NSC-663284",-0.35605894651016,23,-0.367266253410588,0.276813870043306,-0.35605894651016
"63","AM-281",-0.355763586565815,10,-0.436316920979498,0.205943225523653,-0.355763586565815
"1037","mercaptopurine",-0.352598640852516,4,-0.408644014472236,0.246131820774569,-0.352598640852516
"697","fluvastatin",-0.35090465060449,15,-0.224188558544387,0.26862993699566,-0.35090465060449
"1057","methyldopa",-0.347648261758691,1,-0.347648261758691,NA,-0.347648261758691
"380","clebopride",-0.345791035146348,5,-0.300804085721427,0.18938602225452,-0.345791035146348
"275","candesartan",-0.345249768255167,7,-0.412229810644084,0.174467569642303,-0.345249768255167
"118","aripiprazole",-0.343573555025007,7,-0.370569698431825,0.203832620686367,-0.343573555025007
"624","etidronic-acid",-0.33800716893678,1,-0.33800716893678,NA,-0.33800716893678
"507","dimethadione",-0.337836753122193,2,-0.337836753122193,0.229565918709901,-0.337836753122193
"295","carteolol",-0.336244923903239,5,-0.421379828996557,0.231602284407531,-0.336244923903239
"106","apafant",-0.333546607907119,2,-0.333546607907119,0.202077878351372,-0.333546607907119
"1774","tioguanine",-0.332112189865823,3,-0.449084998164753,0.233577317047775,-0.332112189865823
"1673","sulbactam",-0.330849704724101,1,-0.330849704724101,NA,-0.330849704724101
"237","bromfenac",-0.330587526547812,1,-0.330587526547812,NA,-0.330587526547812
"718","gaboxadol",-0.330220477101008,1,-0.330220477101008,NA,-0.330220477101008
"1113","montelukast",-0.326993919516281,4,-0.376583155544894,0.137409441305704,-0.326993919516281
"72","amifostine",-0.326747905726065,4,-0.320717377851134,0.17547089843011,-0.326747905726065
"478","DH-97",-0.325907306360326,3,-0.1670599339311,0.311994542179344,-0.325907306360326
"1677","sulfachlorpyridazine",-0.324557428493174,1,-0.324557428493174,NA,-0.324557428493174
"357","cilnidipine",-0.323784575215822,7,-0.257668711656442,0.207567589398411,-0.323784575215822
"623","eticlopride",-0.323225108232133,4,-0.457019420030238,0.311986779050071,-0.323225108232133
"369","ciprofloxacin",-0.322980827402689,2,-0.322980827402689,0.264664855785323,-0.322980827402689
"923","L-701252",-0.321917637663568,7,-0.363431387971265,0.30754934330014,-0.321917637663568
"247","bufexamac",-0.320617691783336,2,-0.320617691783336,0.285794088898637,-0.320617691783336
"1318","penfluridol",-0.319956901329114,23,-0.353154003460752,0.280774080003467,-0.319956901329114
"1453","PSB-1115",-0.319716709107895,2,-0.319716709107895,0.0348764715158231,-0.319716709107895
"422","CS-110266",-0.319244788390575,4,-0.254273504273504,0.178301685535275,-0.319244788390575
"1219","NSC-3852",-0.318713028566198,19,-0.371768653977243,0.257006622574679,-0.318713028566198
"315","cefuroxime",-0.318707323129184,2,-0.318707323129184,0.185541271754486,-0.318707323129184
"32","actinomycin-d",-0.316792245098026,3,-0.439856326359394,0.249798993113139,-0.316792245098026
"223","bortezomib",-0.316710496451078,87,-0.432760081128657,0.282284308363789,-0.316710496451078
"893","JX-401",-0.313964964246362,10,-0.353367278034537,0.252907758460365,-0.313964964246362
"1752","thiocolchicoside",-0.313574580844004,5,-0.35871218079807,0.299753605072934,-0.313574580844004
"1392","pivmecillinam",-0.312206010763777,5,-0.362120497089822,0.1592107104731,-0.312206010763777
"341","chlormezanone",-0.311389019977977,1,-0.311389019977977,NA,-0.311389019977977
"1618","selamectin",-0.309993697893602,15,-0.352288815478999,0.267024279572405,-0.309993697893602
"831","idelalisib",-0.309946894418712,2,-0.309946894418712,0.221845436505968,-0.309946894418712
"309","ceforanide",-0.308113309859356,6,-0.38573670593012,0.334916206890005,-0.308113309859356
"222","BNTX",-0.308003201600282,13,-0.373401222735742,0.241679871804255,-0.308003201600282
"1145","naltriben",-0.307935332116477,1,-0.307935332116477,NA,-0.307935332116477
"1672","SU-4312",-0.307429501313382,16,-0.326100747700522,0.313370718642285,-0.307429501313382
"116","arcyriaflavin-a",-0.306865818234361,8,-0.409870207057487,0.252741116740618,-0.306865818234361
"1172","nicergoline",-0.305560936581818,9,-0.396334749095485,0.231747393268651,-0.305560936581818
"1764","tianeptine",-0.302907759819482,5,-0.303523674689319,0.236714529677441,-0.302907759819482
"1637","sitagliptin",-0.301817071499484,7,-0.368393619568629,0.267055540204515,-0.301817071499484
