"","pert_iname","mean","n","median","sd","sRGES"
"151","neratinib",-1.15811747330152,1,-1.15811747330152,NA,-1.15811747330152
"43","CD-437",-1.11656441717791,1,-1.11656441717791,NA,-1.11656441717791
"18","AT-7519",-1.0897807316519,1,-1.0897807316519,NA,-1.0897807316519
"267","WYE-125132",-1.07529538741195,1,-1.07529538741195,NA,-1.07529538741195
"271","YM-155",-0.985145421495115,1,-0.985145421495115,NA,-0.985145421495115
"102","floxuridine",-0.938820722563054,1,-0.938820722563054,NA,-0.938820722563054
"86","erlotinib",-0.887837991365599,1,-0.887837991365599,NA,-0.887837991365599
"261","vemurafenib",-0.884600090888435,1,-0.884600090888435,NA,-0.884600090888435
"165","OSI-027",-0.867657918654851,2,-0.867657918654851,0.744562874884369,-0.867657918654851
"61","CYT387",-0.855970234037719,1,-0.855970234037719,NA,-0.855970234037719
"169","parbendazole",-0.844211542831175,1,-0.844211542831175,NA,-0.844211542831175
"39","camptothecin",-0.811520109066121,1,-0.811520109066121,NA,-0.811520109066121
"76","doramapimod",-0.809617132469894,1,-0.809617132469894,NA,-0.809617132469894
"174","PF-04217903",-0.803822994773916,1,-0.803822994773916,NA,-0.803822994773916
"159","nutlin-3",-0.792689161554192,2,-0.792689161554192,0.223049531693303,-0.792689161554192
"201","RO-28-1675",-0.759713701431493,1,-0.759713701431493,NA,-0.759713701431493
"167","PAC-1",-0.752897068847989,1,-0.752897068847989,NA,-0.752897068847989
"176","PHA-793887",-0.752385821404226,1,-0.752385821404226,NA,-0.752385821404226
"275","ZM-336372",-0.750596455351056,2,-0.750596455351056,0.120381675938201,-0.750596455351056
"22","AZ-628",-0.746250852079073,1,-0.746250852079073,NA,-0.746250852079073
"126","lasalocid",-0.73227675528289,1,-0.73227675528289,NA,-0.73227675528289
"127","lonidamine",-0.7280163599182,1,-0.7280163599182,NA,-0.7280163599182
"67","daunorubicin",-0.715576005453306,1,-0.715576005453306,NA,-0.715576005453306
"208","ryuvidine",-0.697341513292434,1,-0.697341513292434,NA,-0.697341513292434
"54","closantel",-0.697171097477846,1,-0.697171097477846,NA,-0.697171097477846
"128","loratadine",-0.693592365371506,1,-0.693592365371506,NA,-0.693592365371506
"16","antimycin-a",-0.688650306748466,1,-0.688650306748466,NA,-0.688650306748466
"134","methylene-blue",-0.680640763462849,1,-0.680640763462849,NA,-0.680640763462849
"117","irinotecan",-0.673312883435583,1,-0.673312883435583,NA,-0.673312883435583
"224","suloctidil",-0.672119972733469,2,-0.672119972733469,0.172800123418798,-0.672119972733469
"143","mitoxantrone",-0.671949556918882,2,-0.671949556918882,0.0494058930276903,-0.671949556918882
"173","perhexiline",-0.671779141104294,1,-0.671779141104294,NA,-0.671779141104294
"172","PD-0325901",-0.671438309475119,1,-0.671438309475119,NA,-0.671438309475119
"243","tosedostat",-0.664962508520791,1,-0.664962508520791,NA,-0.664962508520791
"75","donepezil",-0.661554192229039,1,-0.661554192229039,NA,-0.661554192229039
"82","entinostat",-0.656271301976823,1,-0.656271301976823,NA,-0.656271301976823
"197","pyrvinium-pamoate",-0.637866394001363,2,-0.637866394001363,0.0303665488853122,-0.637866394001363
"68","dequalinium",-0.63667348329925,1,-0.63667348329925,NA,-0.63667348329925
"84","enzastaurin",-0.63529122169204,3,-0.483441263349239,0.450992352141419,-0.63529122169204
"191","promazine",-0.634458077709611,1,-0.634458077709611,NA,-0.634458077709611
"240","topotecan",-0.633094751192911,3,-0.584355828220859,0.0989251693955953,-0.633094751192911
"114","IKK-2-inhibitor-V",-0.624744376278119,1,-0.624744376278119,NA,-0.624744376278119
"136","MG-132",-0.621833106112247,2,-0.621833106112247,0.801560405133387,-0.621833106112247
"13","amsacrine",-0.621506475800954,1,-0.621506475800954,NA,-0.621506475800954
"146","MNITMT",-0.600034083162918,1,-0.600034083162918,NA,-0.600034083162918
"34","bromperidol",-0.596966598500341,1,-0.596966598500341,NA,-0.596966598500341
"181","pifithrin-alpha",-0.594239945466939,1,-0.594239945466939,NA,-0.594239945466939
"77","doxorubicin",-0.590235173824131,2,-0.590235173824131,0.020364868101658,-0.590235173824131
"241","torin-1",-0.584497841399682,1,-0.584497841399682,NA,-0.584497841399682
"58","crizotinib",-0.580436264485344,1,-0.580436264485344,NA,-0.580436264485344
"223","stavudine",-0.579413769597819,1,-0.579413769597819,NA,-0.579413769597819
"96","ezetimibe",-0.57788002726653,1,-0.57788002726653,NA,-0.57788002726653
"29","bisacodyl",-0.576857532379005,1,-0.576857532379005,NA,-0.576857532379005
"131","mepacrine",-0.575153374233129,3,-0.485514655760054,0.244744106585831,-0.575153374233129
"164","olvanil",-0.571574642126789,1,-0.571574642126789,NA,-0.571574642126789
