"","log2FoldChange","logCPM","LR","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"3354",-10.3403511557985,2.51181954142261,464.242000409117,5.73809610449178e-103,3.36126193608919e-98,"USP9Y",9606,8287,"NULL","Y","Yq11.2","ubiquitin specific peptidase 9, Y-linked","protein-coding","USP9Y","ubiquitin specific peptidase 9, Y-linked","O","deubiquitinating enzyme FAF-Y|fat facets",-10.3403511557985,"down"
"29194",-10.0749927635254,3.0558750776949,420.297064370605,2.10274566702578e-93,1.23170430191702e-88,"KDM5D",9606,8284,"NULL","Y","Yq11","lysine (K)-specific demethylase 5D","protein-coding","KDM5D","lysine (K)-specific demethylase 5D","O","H-Y|Jumonji, AT rich interactive domain ",-10.0749927635254,"down"
"43720",-9.94504113127384,3.0898945454981,367.174055438648,7.71784629877443e-82,4.52049693411816e-77,"DDX3Y",9606,8653,"NULL","Y","Yq11","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked","protein-coding","DDX3Y","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked","O","ATP-dependent RNA helicase DDX3Y|DEAD bo",-9.94504113127384,"down"
"1577",-9.66064202220464,1.1704495108764,562.035982824417,3.03197562795299e-124,1.77616164261114e-119,"UTY",9606,7404,"NULL","Y","Yq11","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked","protein-coding","UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked","O","histone demethylase UTY|ubiquitous TPR m",-9.66064202220464,"down"
"26712",-9.55201190839237,0.643979920492091,438.367707647514,2.4529993073648e-97,1.43689340427508e-92,"TTTY15",9606,64595,"NULL","Y","Yq11.1","testis-specific transcript, Y-linked 15 (non-protein coding)","miscRNA","TTTY15","testis-specific transcript, Y-linked 15 (non-protein coding)","O","NULL",-9.55201190839237,"down"
"6545",-9.33953748798754,4.01428674530415,270.838742071778,7.44920807931764e-61,4.36270320373317e-56,"RPS4Y1",9606,6192,"PRO2646","Y","Yp11.3","ribosomal protein S4, Y-linked 1","protein-coding","RPS4Y1","ribosomal protein S4, Y-linked 1","O","40S ribosomal protein S4, Y|40S ribosoma",-9.33953748798754,"down"
"30053",-9.32971585197257,1.48814709264505,373.251504130425,3.6664783395066e-83,2.1476030225826e-78,"EIF1AY",9606,9086,"NULL","Y","Yq11.223","eukaryotic translation initiation factor 1A, Y-linked","protein-coding","EIF1AY","eukaryotic translation initiation factor 1A, Y-linked","O","eIF-1A Y isoform|eIF-4C|eukaryotic trans",-9.32971585197257,"down"
"44954",-9.32216259606831,1.65000635251734,375.676079571805,1.08732826805328e-83,6.36902533012211e-79,"TXLNGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.32216259606831,"down"
"39379",-9.16935317479836,0.699260748165204,464.528339920296,4.97114762897471e-103,2.9120485695771e-98,"ZFY",9606,7544,"NULL","Y","Yp11.3","zinc finger protein, Y-linked","protein-coding","ZFY","zinc finger protein, Y-linked","O","zinc finger Y-chromosomal protein",-9.16935317479836,"down"
"26711",-8.93951309686277,-0.64402982525607,474.085920295117,4.13666813329081e-105,2.42326019248175e-100,"TTTY14",9606,83869,"NULL","Y","Yq11.222","testis-specific transcript, Y-linked 14 (non-protein coding)","miscRNA","TTTY14","testis-specific transcript, Y-linked 14 (non-protein coding)","O","NULL",-8.93951309686277,"down"
