"","database","category","pval","qval","genes"
"160","GO_Biological_Process_2017","lipid transport (GO:0006869)",0.000148971532247944,0.0508552254015556,"ABCA10,ABCA6,ABCA9,ABCA8"
"161","GO_Biological_Process_2017","myelination (GO:0042552)",0.000224760177051096,0.0508552254015556,"NFASC,MPZ,MAL,ACSBG1"
"159","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",0.000257277700176504,0.0508552254015556,"COL16A1,ITGA10,COL5A3,COL7A1,COL6A1,COL4A3,COL9A1,ITGA7,ITGA5"
"163","GO_Biological_Process_2017","endodermal cell differentiation (GO:0035987)",0.000529880092581943,0.0628437789802185,"COL7A1,COL6A1,ITGA7,ITGA5"
"164","GO_Biological_Process_2017","regulation of heart contraction (GO:0008016)",0.000529880092581943,0.0628437789802185,"KCNIP2,TNNT2,HSPB7,TBX2"
"203","GO_Biological_Process_2017","drug catabolic process (GO:0042737)",0.00209144835836719,0.125485773841348,"CYP2D6,CYP3A5"
"207","GO_Biological_Process_2017","cobalamin transport (GO:0015889)",0.00209144835836719,0.125485773841348,"CUBN,AMN"
"214","GO_Biological_Process_2017","inhibitory postsynaptic potential (GO:0060080)",0.00209144835836719,0.125485773841348,"NPAS4,DRD4"
"240","GO_Biological_Process_2017","iron ion transport (GO:0006826)",0.00209144835836719,0.125485773841348,"TTYH1,SLC11A1"
"158","GO_Biological_Process_2017","signal transduction (GO:0007165)",0.00211611760272088,0.125485773841348,"CD274,CNTFR,MPP3,TNFSF14,EDN3,KCNIP2,KCNIP3,ADCY4,RASGRP2,ESR2,WISP2,FGF17,POMC,CXCL10,IL1RL1,P2RX6,SCUBE1,DLG4,SFRP5,P2RX1,GNRH1,IGFBP6,INHA,IL18R1"
"162","GO_Biological_Process_2017","apoptotic process (GO:0006915)",0.00245005991823074,0.132080502864621,"ACTC1,TNFSF14,PDE1B,SFRP5,PLAGL1,CAPN3,MAL,NLRP1,BNIPL"
"234","GO_Biological_Process_2017","myofibril assembly (GO:0030239)",0.00310674372824425,0.153524919237403,"CAPN3,MYOZ2"
"213","GO_Biological_Process_2017","adult heart development (GO:0007512)",0.00430730485941536,0.196479367817947,"SCUBE1,HAND2"
"167","GO_Biological_Process_2017","social behavior (GO:0035176)",0.00569158448765604,0.241079257227145,"NPAS4,MSS51,DRD4"
"179","GO_Biological_Process_2017","oxidative demethylation (GO:0070989)",0.00724183305938784,0.244956766848893,"CYP2D6,CYP3A5"
"193","GO_Biological_Process_2017","high-density lipoprotein particle clearance (GO:0034384)",0.00724183305938784,0.244956766848893,"CUBN,AMN"
"196","GO_Biological_Process_2017","cardiac muscle tissue morphogenesis (GO:0055008)",0.00724183305938784,0.244956766848893,"ACTC1,ANKRD1"
"170","GO_Biological_Process_2017","sarcomere organization (GO:0045214)",0.00784853047239286,0.244956766848893,"OBSCN,ANKRD1,CAPN3"
"173","GO_Biological_Process_2017","adenylate cyclase-activating G-protein coupled receptor signaling pathway (GO:0007189)",0.00784853047239286,0.244956766848893,"UCN2,ADCY4,PTH1R"
"165","GO_Biological_Process_2017","cell-cell signaling (GO:0007267)",0.00874351048300534,0.248753470310531,"FGF17,POMC,CXCL10,EDN3,STAB1,SEMA3B,GNRH1,INHA,ESR2,WISP2"
"168","GO_Biological_Process_2017","collagen catabolic process (GO:0030574)",0.00922862790359474,0.248753470310531,"COL7A1,COL5A3,COL4A3,COL6A1"
"171","GO_Biological_Process_2017","muscle organ development (GO:0007517)",0.00922862790359474,0.248753470310531,"CXCL10,ITGA7,CAPN3,SPEG"
"754","GO_Cellular_Component_2017","sarcomere (GO:0030017)",0.000614889420894252,0.0497297866367929,"ACTC1,TNNT2,ANKRD1,MYOZ2"
"752","GO_Cellular_Component_2017","basolateral plasma membrane (GO:0016323)",0.000731320391717543,0.0497297866367929,"ABCC3,DLG4,MLC1,PTH1R,RHCG,NKD2,BEST1"
"751","GO_Cellular_Component_2017","endoplasmic reticulum lumen (GO:0005788)",0.0017435653981479,0.0790416313827046,"COL16A1,COL24A1,ADAMTSL4,COL5A3,COL7A1,COL23A1,COL4A3,COL6A1,COL9A1,COL21A1,FSTL3"
"753","GO_Cellular_Component_2017","apical plasma membrane (GO:0016324)",0.00263370393293156,0.0895459337196729,"CNTFR,CUBN,AMN,SLC7A9,MAL,PTH1R,RHCG"
"760","GO_Cellular_Component_2017","dendrite cytoplasm (GO:0032839)",0.00568750279454111,0.154700076011518,"DLG4,GRIK3"
"756","GO_Cellular_Component_2017","integral component of nuclear inner membrane (GO:0005639)",0.0108514805996956,0.2459668935931,"P2RX6,P2RX1"
"1","KEGG_2016","Protein digestion and absorption_Homo sapiens_hsa04974",7.06857630517384e-06,0.00110976647991229,"COL24A1,CTRL,SLC7A9,COL7A1,COL5A3,COL6A1,COL4A3,COL9A1,COL21A1"
"2","KEGG_2016","ABC transporters_Homo sapiens_hsa02010",0.000450596877780875,0.0353718549057987,"ABCC3,ABCA10,ABCA6,ABCA9,ABCA8"
"4","KEGG_2016","ECM-receptor interaction_Homo sapiens_hsa04512",0.00131754573749602,0.0584412155367133,"ITGA10,COL6A1,COL4A3,COL9A1,ITGA7,ITGA5"
"3","KEGG_2016","Glutamatergic synapse_Homo sapiens_hsa04724",0.00148894816654047,0.0584412155367133,"DLG4,JMJD7-PLA2G4B,ADCY4,GRIK3,GNB3,SLC1A7,GRIA3"
