"","database","category","pval","qval","genes"
"139","GO_Biological_Process_2017","regulation of sensory perception of pain (GO:0051930)",0.000165041117902664,0.0542813841004289,"TMEM100,F2R,CCL3"
"142","GO_Biological_Process_2017","protein localization to kinetochore (GO:0034501)",0.000165041117902664,0.0542813841004289,"CDK1,BUB1B,AURKB"
"138","GO_Biological_Process_2017","regulation of chromosome segregation (GO:0051983)",0.000244878424513213,0.0542813841004289,"MKI67,BUB1,AURKB"
"141","GO_Biological_Process_2017","cellular response to BMP stimulus (GO:0071773)",0.000380491991198588,0.0606019072157664,"TMEM100,BMP4,BMP2,ADAMTS12"
"140","GO_Biological_Process_2017","positive regulation of cartilage development (GO:0061036)",0.00047065152732959,0.0606019072157664,"BMP4,BMP2,SOX6"
"144","GO_Biological_Process_2017","Notch signaling pathway (GO:0007219)",0.000546784125255035,0.0606019072157664,"BMP2,MAML2,HEY1,MYC,DLL1"
"145","GO_Biological_Process_2017","positive regulation of neuron apoptotic process (GO:0043525)",0.00151294626557204,0.0843898508883386,"TFAP2A,CCL3,TP53"
"146","GO_Biological_Process_2017","mitotic spindle assembly (GO:0090307)",0.00165220217242983,0.0843898508883386,"TPX2,BIRC5,MYBL2,KIF11"
"147","GO_Biological_Process_2017","mitotic cell cycle (GO:0000278)",0.00165610354475188,0.0843898508883386,"TPX2,KIF18B,PBK,BUB1B,KIF11,NDC80"
"292","GO_Biological_Process_2017","positive regulation of natural killer cell chemotaxis (GO:2000503)",0.00207743009819283,0.0843898508883386,"CCL4,CCL3"
"320","GO_Biological_Process_2017","telencephalon development (GO:0021537)",0.00207743009819283,0.0843898508883386,"BMP4,BMP2"
"323","GO_Biological_Process_2017","regulation of cell division (GO:0051302)",0.00207743009819283,0.0843898508883386,"KIF18B,DLL1"
"350","GO_Biological_Process_2017","negative regulation of cardiac muscle cell differentiation (GO:2000726)",0.00207743009819283,0.0843898508883386,"BMP2,SOX6"
"359","GO_Biological_Process_2017","type B pancreatic cell development (GO:0003323)",0.00207743009819283,0.0843898508883386,"BMP4,DLL1"
"148","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.0021343069116917,0.0843898508883386,"CDK1,TP53,GTSE1,SOX4,E2F8"
"151","GO_Biological_Process_2017","branching involved in ureteric bud morphogenesis (GO:0001658)",0.0021573345339876,0.0843898508883386,"BMP4,BMP2,MYC"
"153","GO_Biological_Process_2017","positive regulation of calcium ion transport (GO:0051928)",0.0021573345339876,0.0843898508883386,"F2R,CCL4,CCL3"
"158","GO_Biological_Process_2017","spindle organization (GO:0007051)",0.0025342660055781,0.0936270496505242,"TTK,KIF11,AURKB"
"150","GO_Biological_Process_2017","cellular response to UV (GO:0034644)",0.0027233308823955,0.0953165808838424,"MYC,BMF,TP53,AURKB"
"411","GO_Biological_Process_2017","negative regulation of cytokinesis (GO:0032466)",0.00308602341452745,0.102610278533038,"AURKB,E2F8"
"181","GO_Biological_Process_2017","positive regulation of ossification (GO:0045778)",0.0042787200703005,0.135492802226182,"BMP4,BMP2"
"155","GO_Biological_Process_2017","chromosome segregation (GO:0007059)",0.00529238798335164,0.156550597835201,"TOP2A,HJURP,KIF11,NDC80"
"173","GO_Biological_Process_2017","positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)",0.00564994638803731,0.156550597835201,"BMP4,EGFR"
"271","GO_Biological_Process_2017","epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)",0.00564994638803731,0.156550597835201,"BMP4,HEY1"
"162","GO_Biological_Process_2017","cardiac epithelial to mesenchymal transition (GO:0060317)",0.00719425152075691,0.164971629700115,"BMP2,HEY1"
"246","GO_Biological_Process_2017","attachment of spindle microtubules to kinetochore (GO:0008608)",0.00719425152075691,0.164971629700115,"NDC80,AURKB"
"255","GO_Biological_Process_2017","negative regulation of myoblast differentiation (GO:0045662)",0.00719425152075691,0.164971629700115,"BMP4,DLL1"
"266","GO_Biological_Process_2017","response to gamma radiation (GO:0010332)",0.00719425152075691,0.164971629700115,"MYC,TP53"
"301","GO_Biological_Process_2017","spinal cord development (GO:0021510)",0.00719425152075691,0.164971629700115,"DLL1,SOX4"
"171","GO_Biological_Process_2017","positive regulation of calcium-mediated signaling (GO:0050850)",0.00890630506902489,0.184475512440718,"CCL4,CCL3"
"172","GO_Biological_Process_2017","cardiac right ventricle morphogenesis (GO:0003215)",0.00890630506902489,0.184475512440718,"BMP4,SOX4"
"267","GO_Biological_Process_2017","pulmonary valve morphogenesis (GO:0003184)",0.00890630506902489,0.184475512440718,"BMP4,HEY1"
"152","GO_Biological_Process_2017","protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)",0.00921832487198499,0.184475512440718,"KLHL25,UBE2C,UHRF1,CDK1,BUB1B,AURKB"
"164","GO_Biological_Process_2017","positive regulation of bone mineralization (GO:0030501)",0.00943183071125478,0.184475512440718,"BMP4,TFAP2A,BMP2"
"163","GO_Biological_Process_2017","mitotic spindle organization (GO:0007052)",0.0103310088073911,0.190836690469864,"TTK,KIF11,NDC80"
"169","GO_Biological_Process_2017","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)",0.0103310088073911,0.190836690469864,"MYC,F2R,TNF"
"166","GO_Biological_Process_2017","positive regulation of epithelial cell proliferation (GO:0050679)",0.0112782402908051,0.202703507929335,"BMP4,MYC,EGFR"
"167","GO_Biological_Process_2017","cellular response to organic cyclic compound (GO:0071407)",0.0128129240707479,0.213014862676183,"CCL3,TNF"
"178","GO_Biological_Process_2017","negative regulation by host of viral transcription (GO:0043922)",0.0128129240707479,0.213014862676183,"CCL4,CCL3"
"305","GO_Biological_Process_2017","dermatan sulfate biosynthetic process (GO:0030208)",0.0128129240707479,0.213014862676183,"BCAN,UST"
"165","GO_Biological_Process_2017","regulation of mitotic cell cycle (GO:0007346)",0.0133184973071972,0.216019529494784,"CDK1,CKS2,BIRC5"
"161","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",0.014079182748923,0.216810385481653,"BUB1B,BIRC5,BUB1,AURKB,NDC80"
"179","GO_Biological_Process_2017","positive regulation of collagen biosynthetic process (GO:0032967)",0.0149974101235429,0.216810385481653,"BMP4,F2R"
"185","GO_Biological_Process_2017","positive regulation of protein localization to nucleus (GO:1900182)",0.0149974101235429,0.216810385481653,"CDK1,GTSE1"
"240","GO_Biological_Process_2017","glutamate receptor signaling pathway (GO:0007215)",0.0149974101235429,0.216810385481653,"GRID2,GRIK3"
"247","GO_Biological_Process_2017","mitotic spindle assembly checkpoint (GO:0007094)",0.0149974101235429,0.216810385481653,"BUB1B,TTK"
"168","GO_Biological_Process_2017","osteoblast differentiation (GO:0001649)",0.015985145491212,0.226172803226723,"BMP4,BMP2,TNC,CCL3"
"182","GO_Biological_Process_2017","endocardial cushion morphogenesis (GO:0003203)",0.0173294813233878,0.230075078001945,"BMP2,HEY1"
"188","GO_Biological_Process_2017","positive regulation of protein export from nucleus (GO:0046827)",0.0173294813233878,0.230075078001945,"GTSE1,TP53"
"303","GO_Biological_Process_2017","negative regulation of osteoclast differentiation (GO:0045671)",0.0173294813233878,0.230075078001945,"MAFB,CCL3"
"143","GO_Biological_Process_2017","positive regulation of transcription from RNA polymerase II promoter (GO:0045944)",0.0179245188761434,0.230075078001945,"TFAP2A,MAML2,ONECUT2,UHRF1,TCF12,DLL1,TNF,EGFR,BMP4,BMP2,HEY1,MYC,MYBL2,CHCHD2P9,TP53,HOXD8,SOX4,E2F8"
"177","GO_Biological_Process_2017","monocyte chemotaxis (GO:0002548)",0.0179908331670694,0.230075078001945,"CCL4,CCL3,FOLR2"
"265","GO_Biological_Process_2017","positive regulation of NIK/NF-kappaB signaling (GO:1901224)",0.0198043752558506,0.24227218121428,"TNF,EGFR"
"308","GO_Biological_Process_2017","negative regulation of catalytic activity (GO:0043086)",0.0198043752558506,0.24227218121428,"NES,TIMP4"
"157","GO_Biological_Process_2017","cellular protein metabolic process (GO:0044267)",0.0200375488222337,0.24227218121428,"BMP4,PAPPA,MMP2,STC2,TNC,SNCAIP,F5"
"154","GO_Biological_Process_2017","positive regulation of apoptotic process (GO:0043065)",0.0209264346795262,0.248501411819373,"TOP2A,BMP4,BMP2,MELK,BMF,TP53,TNF,SOX4"
"803","GO_Cellular_Component_2017","condensed chromosome kinetochore (GO:0000777)",1.54775159800036e-07,1.85730191760044e-05,"HJURP,BUB1B,BIRC5,BUB1,NDC80"
"804","GO_Cellular_Component_2017","spindle (GO:0005819)",0.00114694761221117,0.0688168567326699,"TPX2,TTK,KIF20A,KIF11,AURKB"
"820","GO_Cellular_Component_2017","chromosome passenger complex (GO:0032133)",0.00207743009819283,0.0830972039277133,"BIRC5,AURKB"
"805","GO_Cellular_Component_2017","spindle pole centrosome (GO:0031616)",0.00890630506902489,0.226363937070115,"AURKB,DLGAP5"
"807","GO_Cellular_Component_2017","spindle microtubule (GO:0005876)",0.00943183071125478,0.226363937070115,"CDK1,KIF11,AURKB"
"1","KEGG_2016","Bladder cancer_Homo sapiens_hsa05219",0.000317298665562272,0.0335174520335244,"MMP2,MYC,E2F2,TP53,EGFR"
"2","KEGG_2016","Cell cycle_Homo sapiens_hsa04110",0.000489305869102545,0.0335174520335244,"MYC,CDK1,BUB1B,E2F2,TTK,TP53,BUB1,MCM2"
