"log2FoldChange","logCPM","LR","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-5.55289109912179,1.11360359938169,465.543031009174,2.98983690849364e-103,3.97289528400635e-99,"ENSG00000000005",-5.55289109912179,"down","TNMD",9606,64102,"UNQ771/PRO1565","X","Xq21.33-q23","tenomodulin","protein-coding","TNMD","tenomodulin","O","BRICHOS domain containing 4|chondromodul"
-2.63429300573533,7.18860505426228,403.946786859665,7.61691608009604e-90,9.58588888680087e-86,"ENSG00000000971",-2.63429300573533,"down","CFH",9606,3075,"RP1-177P10.1","1","1q32","complement factor H","protein-coding","CFH","complement factor H","O","H factor 1 (complement)|H factor 2 (comp"
2.34555445404985,5.18882937404825,1441.22230549727,2.31646915159647e-315,3.83514632738312e-311,"ENSG00000001036",2.34555445404985,"up","FUCA2",9606,2519,"RP1-20N2.5","6","6q24","fucosidase, alpha-L- 2, plasma","protein-coding","FUCA2","fucosidase, alpha-L- 2, plasma","O","alpha-L-fucosidase 2|alpha-L-fucoside fu"
-2.55694680604528,6.8235544446987,483.24258540909,4.20890597116392e-107,5.66266209360394e-103,"ENSG00000001617",-2.55694680604528,"down","SEMA3F",9606,6405,"NULL","3","3p21.3","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","protein-coding","SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","O","sema III/F|sema IV|sema domain, immunogl"
-3.9708415066937,2.2408907680848,383.800711665164,1.85138727992658e-85,2.28590787452535e-81,"ENSG00000001626",-3.9708415066937,"down","CFTR",9606,1080,"tcag7.78","7","7q31.2","cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)","protein-coding","CFTR","cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)","O","cAMP-dependent chloride channel|channel "
-3.81108155601657,3.07829884794852,327.717828282267,3.01892662101478e-73,3.50920030426758e-69,"ENSG00000002745",-3.81108155601657,"down","WNT16",9606,51384,"NULL","7","7q31","wingless-type MMTV integration site family, member 16","protein-coding","WNT16","wingless-type MMTV integration site family, member 16","O","protein Wnt-16|wingless-type MMTV integr"
2.62111206468202,5.9082733574615,1518.72920328438,0,0,"ENSG00000002822",2.62111206468202,"up","MAD1L1",9606,8379,"NULL","7","7p22","MAD1 mitotic arrest deficient-like 1 (yeast)","protein-coding","MAD1L1","MAD1 mitotic arrest deficient-like 1 (yeast)","O","MAD1-like protein 1|mitotic arrest defic"
-2.64717125361149,6.05735627924098,683.58539031858,1.10976034240658e-150,1.64255628279598e-146,"ENSG00000003137",-2.64717125361149,"down","CYP26B1",9606,56603,"NULL","2","2p13.2","cytochrome P450, family 26, subfamily B, polypeptide 1","protein-coding","CYP26B1","cytochrome P450, family 26, subfamily B, polypeptide 1","O","cytochrome P450 26B1|cytochrome P450 ret"
3.69016959736399,4.9743468051283,1805.49677910599,0,0,"ENSG00000003249",3.69016959736399,"up","DBNDD1",9606,79007,"NULL","16","16q24.3","dysbindin (dystrobrevin binding protein 1) domain containing 1","protein-coding","DBNDD1","dysbindin (dystrobrevin binding protein 1) domain containing 1","O","dysbindin domain-containing protein 1"
-2.33621695372939,4.52990813724192,388.116632220007,2.12760606089507e-86,2.63844427611598e-82,"ENSG00000003436",-2.33621695372939,"down","TFPI",9606,7035,"NULL","2","2q32","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","protein-coding","TFPI","tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)","O","anti-convertin|extrinsic pathway inhibit"
