"","database","category","pval","qval","genes"
"197","GO_Biological_Process_2017","xenobiotic metabolic process (GO:0006805)",5.41598326766833e-07,0.000461983372732108,"ALDH3A1,CYP26B1,CYP2W1,GSTO2,CYP2D6,RORA,CYP46A1,CYP3A5,CYP2C18,PTGS1"
"199","GO_Biological_Process_2017","animal organ morphogenesis (GO:0009887)",3.72101944957882e-06,0.00158701479524537,"COMP,TLE2,ABLIM1,ELN,FHL1,FOXN1,DCN,FGFR2"
"198","GO_Biological_Process_2017","ventricular cardiac muscle tissue morphogenesis (GO:0055010)",6.95754034212061e-06,0.00179313962381257,"TGFBR3,MYL2,PKP2,FGFR2,MYH7"
"200","GO_Biological_Process_2017","epidermis development (GO:0008544)",8.40862660638953e-06,0.00179313962381257,"DSP,ALDH3A2,COL17A1,LAMA3,KRT31,TGM5,GRHL2,FOXN1"
"201","GO_Biological_Process_2017","ion transport (GO:0006811)",0.000149857967937251,0.025565769330095,"SLC12A2,SLC8A3,SLC15A1,P2RX1,SLC1A2,SLC17A7,SLC1A6"
"204","GO_Biological_Process_2017","mesonephros development (GO:0001823)",0.000363638637298698,0.0516972929359649,"ZBTB16,GATA3,FGF10"
"206","GO_Biological_Process_2017","bone morphogenesis (GO:0060349)",0.000494498582980226,0.0602581844688761,"CYP26B1,FGFR3,FGFR2"
"208","GO_Biological_Process_2017","steroid metabolic process (GO:0008202)",0.000855134564820845,0.0809596841863554,"SULT2B1,SULT1E1,CYP2D6,CYP3A5"
"203","GO_Biological_Process_2017","skeletal system development (GO:0001501)",0.000889242216330103,0.0809596841863554,"COMP,DLX5,TRPS1,CHRD,TLL1,FGFR3,GLI2"
"207","GO_Biological_Process_2017","extracellular matrix disassembly (GO:0022617)",0.00094911704790569,0.0809596841863554,"CMA1,ELN,LAMA3,CTSG,TLL1,DCN"
"202","GO_Biological_Process_2017","cornification (GO:0070268)",0.00117511648470883,0.091124941950603,"DSP,PKP2,PKP1,KRT23,PRSS8,KRT31,TGM5"
"209","GO_Biological_Process_2017","muscle organ development (GO:0007517)",0.00145761182147911,0.091611273675853,"MYH3,SGCA,FHL1,SPEG,SGCG"
"215","GO_Biological_Process_2017","positive regulation of exocytosis (GO:0045921)",0.00158812050933396,0.091611273675853,"RAB27B,CFTR,EXPH5"
