"","database","category","pval","qval","genes"
"109","GO_Biological_Process_2017","positive regulation of natural killer cell chemotaxis (GO:2000503)",0.000160731849107321,0.0208147744593981,"CCL4,CCL3"
"111","GO_Biological_Process_2017","regulation of cell division (GO:0051302)",0.000160731849107321,0.0208147744593981,"KIF18B,DLL1"
"98","GO_Biological_Process_2017","regulation of sensory perception of pain (GO:0051930)",0.000446506934700342,0.0315602345213188,"TMEM100,CCL3"
"102","GO_Biological_Process_2017","monocyte chemotaxis (GO:0002548)",0.000487416749363997,0.0315602345213188,"CCL4,CCL3,FOLR2"
"99","GO_Biological_Process_2017","positive regulation of calcium-mediated signaling (GO:0050850)",0.000713832853359772,0.0369765418040362,"CCL4,CCL3"
"97","GO_Biological_Process_2017","cellular response to organic cyclic compound (GO:0071407)",0.00104146131962491,0.0385340688261218,"CCL3,TNF"
"100","GO_Biological_Process_2017","negative regulation by host of viral transcription (GO:0043922)",0.00104146131962491,0.0385340688261218,"CCL4,CCL3"
"103","GO_Biological_Process_2017","positive regulation of NIK/NF-kappaB signaling (GO:1901224)",0.00164385622148217,0.0532198451704853,"TNF,EGFR"
"106","GO_Biological_Process_2017","lipopolysaccharide-mediated signaling pathway (GO:0031663)",0.00187376401507961,0.0539227644339576,"CCL3,TNF"
"107","GO_Biological_Process_2017","positive regulation of calcium ion transport (GO:0051928)",0.00237653563832322,0.0615522730325715,"CCL4,CCL3"
"105","GO_Biological_Process_2017","protein kinase B signaling (GO:0043491)",0.00293580436462586,0.0665023070858669,"CCL3,TNF"
"101","GO_Biological_Process_2017","positive regulation of ERK1 and ERK2 cascade (GO:0070374)",0.00308118797309036,0.0665023070858669,"CCL4,CCL3,TNF,EGFR"
"108","GO_Biological_Process_2017","positive regulation of nitric oxide biosynthetic process (GO:0045429)",0.00422015008080123,0.0840783746867322,"TNF,EGFR"
"104","GO_Biological_Process_2017","inflammatory response (GO:0006954)",0.010306465542348,0.127193273473751,"CCL4,CCL3,FOLR2,TNF"
"112","GO_Biological_Process_2017","positive regulation of inflammatory response (GO:0050729)",0.0103627681980136,0.127193273473751,"CCL3,LPL"
"110","GO_Biological_Process_2017","positive regulation of MAP kinase activity (GO:0043406)",0.0119932334201865,0.127193273473751,"TNF,EGFR"
"114","GO_Biological_Process_2017","cellular response to interferon-gamma (GO:0071346)",0.0143295240839953,0.127193273473751,"CCL4,CCL3"
"115","GO_Biological_Process_2017","chemokine-mediated signaling pathway (GO:0070098)",0.0161999962058247,0.127193273473751,"CCL4,CCL3"
"113","GO_Biological_Process_2017","neutrophil chemotaxis (GO:0030593)",0.0181688887000024,0.127193273473751,"CCL4,CCL3"
"116","GO_Biological_Process_2017","cellular response to interleukin-1 (GO:0071347)",0.0195348785184179,0.127193273473751,"CCL4,CCL3"
"284","GO_Biological_Process_2017","amacrine cell differentiation (GO:0035881)",0.0200886306479617,0.127193273473751,"NEUROD4"
"306","GO_Biological_Process_2017","membrane repolarization during atrial cardiac muscle cell action potential (GO:0098914)",0.0200886306479617,0.127193273473751,"KCNN2"
"321","GO_Biological_Process_2017","negative regulation of cytokine secretion involved in immune response (GO:0002740)",0.0200886306479617,0.127193273473751,"TNF"
"324","GO_Biological_Process_2017","positive regulation of mitotic metaphase/anaphase transition (GO:0045842)",0.0200886306479617,0.127193273473751,"DLGAP5"
"325","GO_Biological_Process_2017","positive regulation of cholesterol storage (GO:0010886)",0.0200886306479617,0.127193273473751,"LPL"
"333","GO_Biological_Process_2017","type B pancreatic cell development (GO:0003323)",0.0200886306479617,0.127193273473751,"DLL1"
"338","GO_Biological_Process_2017","anterior/posterior axis specification, embryo (GO:0008595)",0.0200886306479617,0.127193273473751,"HOXD8"
"345","GO_Biological_Process_2017","positive regulation of sprouting angiogenesis (GO:1903672)",0.0200886306479617,0.127193273473751,"DLL1"
