"","database","category","pval","qval","genes"
"183","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",6.82444004758793e-14,5.62333859921245e-11,"CDCA5,BUB1B,CDCA8,CENPA,NDC80,SKA1,CDC20,CENPE,KIF18A,CENPF,CENPI,CENPK,NUF2,BIRC5,CENPM,KIF2C,SPC25"
"184","GO_Biological_Process_2017","chromosome segregation (GO:0007059)",8.93004197720443e-11,3.67917729460822e-08,"TOP2A,CENPE,CENPF,NUF2,HJURP,NEK2,OIP5,KIF11,NDC80,SKA1,SPC25"
"185","GO_Biological_Process_2017","mitotic cell cycle (GO:0000278)",5.29127072629636e-09,1.45333569282273e-06,"CENPE,TPX2,CENPF,PPP2R2C,CDCA5,BUB1B,KIF2C,NEK2,KIF11,PKMYT1,SKA1,NDC80"
"186","GO_Biological_Process_2017","mitotic metaphase plate congression (GO:0007080)",7.14932809552713e-08,1.47276158767859e-05,"CENPE,KIF18A,CCNB1,CDCA5,KIF14,CDCA8,KIF2C,CEP55"
"187","GO_Biological_Process_2017","mitotic cytokinesis (GO:0000281)",2.25415777942174e-07,3.71485202048702e-05,"ANLN,KIF4A,STMN1,KIF23,KIF20A,CENPA,CEP55"
"188","GO_Biological_Process_2017","regulation of cell cycle (GO:0051726)",2.74304630601859e-07,3.76711692693219e-05,"CCNB2,CENPF,BEX2,CCNB1,MYBL2,PKMYT1,FOXM1,PRR11,DTL"
"189","GO_Biological_Process_2017","G2/M transition of mitotic cell cycle (GO:0000086)",2.87950113698188e-06,0.000332603021676609,"CCNA2,TPX2,CCNB2,CCNB1,CDKN2B,USH1C,NEK2,HMMR,PKMYT1,FOXM1,TUBB4A"
"192","GO_Biological_Process_2017","microtubule-based movement (GO:0007018)",3.62987328860789e-06,0.000332603021676609,"CENPE,KIF18A,KIF4A,KIF14,KIF23,KIF2C,KIF20A,KIF11"
"190","GO_Biological_Process_2017","CENP-A containing nucleosome assembly (GO:0034080)",3.63279999404063e-06,0.000332603021676609,"CENPI,CENPK,HJURP,CENPM,OIP5,CENPA"
"191","GO_Biological_Process_2017","mitotic spindle organization (GO:0007052)",5.49196573740567e-06,0.000452537976762227,"CCNB1,STMN1,TTK,KIF11,NDC80,SPC25"
"193","GO_Biological_Process_2017","microtubule depolymerization (GO:0007019)",9.32730309763978e-06,0.000698699795677744,"KIF18A,STMN1,KIF14,KIF2C"
"197","GO_Biological_Process_2017","metaphase plate congression (GO:0051310)",1.44858441004327e-05,0.00099469462822971,"CENPE,CENPF,KIF2C,NDC80"
"194","GO_Biological_Process_2017","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)",5.81240551492871e-05,0.00368417088023174,"CD74,CENPE,KIF18A,KIF4A,KIF23,KIF2C,KIF11,AP1M2"
"204","GO_Biological_Process_2017","kinetochore assembly (GO:0051382)",0.000171787063479524,0.0101108957362234,"CENPE,CENPF,CENPA"
"199","GO_Biological_Process_2017","potassium ion import across plasma membrane (GO:1990573)",0.000254849290354228,0.0131247384532428,"KCNJ5,FXYD2,HCN2"
"216","GO_Biological_Process_2017","attachment of mitotic spindle microtubules to kinetochore (GO:0051315)",0.000254849290354228,0.0131247384532428,"CENPE,KIF2C,NDC80"
"210","GO_Biological_Process_2017","prostaglandin biosynthetic process (GO:0001516)",0.000645732620248334,0.0312990399461546,"CD74,PTGDS,PTGES"
"203","GO_Biological_Process_2017","mitotic chromosome condensation (GO:0007076)",0.000830255316360135,0.0360068621410922,"CDCA5,NCAPG,NCAPH"
"214","GO_Biological_Process_2017","mitotic spindle assembly checkpoint (GO:0007094)",0.000830255316360135,0.0360068621410922,"CENPF,BUB1B,TTK"
"198","GO_Biological_Process_2017","extracellular matrix disassembly (GO:0022617)",0.000932785229024513,0.0377915804321598,"MMP11,ACAN,LAMA3,SPP1,CAPG,MMP9"
"209","GO_Biological_Process_2017","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)",0.000963134938198247,0.0377915804321598,"CDKN2B,CDKN2C,PKMYT1,CDKN3"
"201","GO_Biological_Process_2017","retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)",0.00122043447722887,0.0457108186016633,"CENPE,KIF18A,KIF4A,KIF23,KIF2C,KIF11"
"202","GO_Biological_Process_2017","mitotic spindle assembly (GO:0090307)",0.00173616779140754,0.0582889768005489,"TPX2,BIRC5,MYBL2,KIF11"
"212","GO_Biological_Process_2017","neuron migration (GO:0001764)",0.00173616779140754,0.0582889768005489,"DCDC2,SPOCK1,NRCAM,FGF13"
"200","GO_Biological_Process_2017","G1/S transition of mitotic cell cycle (GO:0000082)",0.00188152757256416,0.0582889768005489,"CDKN2C,CDC45,CCNE1,MCM10,MCM2,CDKN3"
"196","GO_Biological_Process_2017","cellular protein metabolic process (GO:0044267)",0.00190487912799371,0.0582889768005489,"SLC34A2,BPIFB2,STC2,TMEM132A,GPC3,SPP1,SPARCL1,AFP,LYZ"
"590","GO_Biological_Process_2017","positive regulation of granulocyte differentiation (GO:0030854)",0.00213377729658827,0.0582889768005489,"TESC,LEF1"
"611","GO_Biological_Process_2017","membrane repolarization during atrial cardiac muscle cell action potential (GO:0098914)",0.00213377729658827,0.0582889768005489,"KCNJ5,KCNQ1"
"619","GO_Biological_Process_2017","positive regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000096)",0.00213377729658827,0.0582889768005489,"DKK1,NKD1"
"821","GO_Biological_Process_2017","regulation of mitotic centrosome separation (GO:0046602)",0.00213377729658827,0.0582889768005489,"NEK2,KIF11"
"224","GO_Biological_Process_2017","regulation of sodium ion transmembrane transporter activity (GO:2000649)",0.00224215844758394,0.0582889768005489,"FXYD3,FXYD2,FGF12"
"205","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.00226364958448733,0.0582889768005489,"CCNB1,RGCC,E2F1,GTSE1,E2F8"
"223","GO_Biological_Process_2017","spindle organization (GO:0007051)",0.00263351988489561,0.0657581934895147,"ASPM,TTK,KIF11"
"195","GO_Biological_Process_2017","negative regulation of cell proliferation (GO:0008285)",0.00290896730998588,0.0687238452338516,"SFRP4,CDKN2B,FABP3,CDKN2C,RGCC,GPNMB,TESC,HMGA1,NOX4,CDH13,CDKN3"
"510","GO_Biological_Process_2017","regulation of G2/M transition of mitotic cell cycle (GO:0010389)",0.00316930354233782,0.0687238452338516,"CENPF,KIF14"
