"","database","category","pval","qval","genes"
"5","GO_Biological_Process_2017","negative regulation of tumor necrosis factor-mediated signaling pathway (GO:0010804)",0.0185932745326877,0.0769632940675358,"HIST1H2BJ"
"4","GO_Biological_Process_2017","innate immune response in mucosa (GO:0002227)",0.0198209536989517,0.0769632940675358,"HIST1H2BJ"
"7","GO_Biological_Process_2017","killing of cells of other organism (GO:0031640)",0.0283735197179071,0.0769632940675358,"HIST1H2BJ"
"6","GO_Biological_Process_2017","antibacterial humoral response (GO:0019731)",0.0332284869045183,0.0769632940675358,"HIST1H2BJ"
"8","GO_Biological_Process_2017","defense response to Gram-positive bacterium (GO:0050830)",0.0512280306266817,0.0769632940675358,"HIST1H2BJ"
"10","GO_Biological_Process_2017","defense response to Gram-negative bacterium (GO:0050829)",0.0512280306266817,0.0769632940675358,"HIST1H2BJ"
"9","GO_Biological_Process_2017","antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)",0.0524164913548659,0.0769632940675358,"HIST1H2BJ"
"12","GO_Biological_Process_2017","nucleosome assembly (GO:0006334)",0.0559733047763897,0.0769632940675358,"HIST1H2BJ"
"11","GO_Biological_Process_2017","mitochondrion organization (GO:0007005)",0.0782039345305544,0.0955825866484553,"CHCHD2P9"
"15","GO_Cellular_Component_2017","nucleosome (GO:0000786)",0.0271561257413782,0.0543122514827565,"HIST1H2BJ"
"1","KEGG_2016","Systemic lupus erythematosus_Homo sapiens_hsa05322",0.0122571975666887,0.0268692857927138,"HIST1H2BJ,HIST1H4J"
"2","KEGG_2016","Alcoholism_Homo sapiens_hsa05034",0.0208788134294763,0.0268692857927138,"HIST1H2BJ,HIST1H4J"
"3","KEGG_2016","Viral carcinogenesis_Homo sapiens_hsa05203",0.0268692857927138,0.0268692857927138,"HIST1H2BJ,HIST1H4J"
