"","pert_iname","mean","n","median","sd","sRGES"
"1330","peruvoside",-0.911942897481713,3,-0.864913296098273,0.266863508403939,-0.911942897481713
"274","camptothecin",-0.852492722199927,61,-0.929516488768093,0.294140566588644,-0.852492722199927
"1645","SN-38",-0.844276331940107,76,-0.914364867022236,0.317947353811374,-0.844276331940107
"1727","teniposide",-0.834643529696195,91,-0.968929018978169,0.39293087449254,-0.834643529696195
"1697","suprofen",-0.826303164875667,1,-0.826303164875667,NA,-0.826303164875667
"32","actinomycin-d",-0.824749626564182,3,-0.874695059279831,0.119464363063444,-0.824749626564182
"1467","pyrithyldione",-0.820409876160292,1,-0.820409876160292,NA,-0.820409876160292
"799","homoharringtonine",-0.796674908662949,65,-0.801146903343293,0.257370462328136,-0.796674908662949
"215","BMS-387032",-0.788122386421036,36,-0.902795054199998,0.363009671756905,-0.788122386421036
"1470","pyrvinium",-0.777070589208426,7,-0.773675404350251,0.231117149646452,-0.777070589208426
"441","dabrafenib",-0.768776318210434,12,-0.895718385031339,0.447875182482621,-0.768776318210434
"1375","pipemidic-acid",-0.764191248162523,2,-0.764191248162523,0.233967029030641,-0.764191248162523
"890","JTC-801",-0.757574053600991,5,-0.773226384805022,0.103759760356197,-0.757574053600991
"1088","minocycline",-0.753095370886782,1,-0.753095370886782,NA,-0.753095370886782
"860","iopromide",-0.73121114033579,1,-0.73121114033579,NA,-0.73121114033579
"223","bortezomib",-0.724927227503426,87,-0.936915633590551,0.406502382406476,-0.724927227503426
"1471","pyrvinium-pamoate",-0.718457975623612,64,-0.726740049054882,0.310626890299031,-0.718457975623612
"937","latamoxef",-0.716022443552001,1,-0.716022443552001,NA,-0.716022443552001
"1761","thonzonium",-0.712062599714856,1,-0.712062599714856,NA,-0.712062599714856
"1366","PIK-75",-0.700362471886798,65,-0.8417864274184,0.417496451155171,-0.700362471886798
"828","idarubicin",-0.700350484015469,86,-0.822583557998679,0.415571390451529,-0.700350484015469
"1458","puromycin",-0.696736783693227,30,-0.792869002032554,0.313687367930242,-0.696736783693227
"1084","miglitol",-0.69659788064696,1,-0.69659788064696,NA,-0.69659788064696
"951","levocetirizine",-0.693501089781206,2,-0.693501089781206,0.0657699060207145,-0.693501089781206
"882","ivermectin",-0.691383267511185,14,-0.692638036809816,0.134264062566421,-0.691383267511185
"1094","mitoxantrone",-0.677731186529831,77,-0.722173009799704,0.357629485892931,-0.677731186529831
"132","ataluren",-0.676687116564417,1,-0.676687116564417,NA,-0.676687116564417
"22","acefylline",-0.675348577802566,1,-0.675348577802566,NA,-0.675348577802566
"834","ifosfamide",-0.675029693970294,1,-0.675029693970294,NA,-0.675029693970294
"300","CD-437",-0.671984875176041,67,-0.796148861101731,0.352402952875306,-0.671984875176041
"220","BMY-45778",-0.665508327019294,9,-0.67224107154977,0.239869512907407,-0.665508327019294
"442","dacarbazine",-0.663636363636364,1,-0.663636363636364,NA,-0.663636363636364
"1446","propylthiouracil",-0.658651184953748,1,-0.658651184953748,NA,-0.658651184953748
"401","closantel",-0.658282208588957,1,-0.658282208588957,NA,-0.658282208588957
"92","amsacrine",-0.655973579156828,22,-0.69972759320807,0.269940799650672,-0.655973579156828
"306","cefepime",-0.648054419755756,1,-0.648054419755756,NA,-0.648054419755756
"873","isoprenaline",-0.647868511594388,1,-0.647868511594388,NA,-0.647868511594388
"888","JNJ-7706621",-0.646197883182345,14,-0.708903580950568,0.23635975619454,-0.646197883182345
"1677","sulfachlorpyridazine",-0.645377342232053,1,-0.645377342232053,NA,-0.645377342232053
"1774","tioguanine",-0.643179322294492,3,-0.670756646216769,0.0839677072822483,-0.643179322294492
"1267","oxiconazole",-0.641100008323711,5,-0.60178187839119,0.149770400434611,-0.641100008323711
"861","ioversol",-0.640543730036478,1,-0.640543730036478,NA,-0.640543730036478
"60","alvocidib",-0.637554098137094,96,-0.682473818886301,0.376159188418635,-0.637554098137094
"130","AT-7519",-0.636720219645766,52,-0.72837454392813,0.360300285951394,-0.636720219645766
"746","GR-103691",-0.636314060853938,3,-0.58159509202454,0.139596329382697,-0.636314060853938
"1678","sulfadoxine",-0.631694501555347,1,-0.631694501555347,NA,-0.631694501555347
"261","BVT-948",-0.628609562059812,10,-0.708624718708516,0.334977848479021,-0.628609562059812
"1715","targinine",-0.625829099064178,2,-0.625829099064178,0.226066468043596,-0.625829099064178
"1318","penfluridol",-0.625379338181975,23,-0.702934508991674,0.246958778526601,-0.625379338181975
"588","epirubicin",-0.622739085870916,4,-0.663012151316807,0.227936982808033,-0.622739085870916
"44","alexidine",-0.621227085113005,4,-0.64746093361835,0.378252421613305,-0.621227085113005
"575","enilconazole",-0.617993070062505,1,-0.617993070062505,NA,-0.617993070062505
"1282","palbociclib",-0.61677071201668,47,-0.622191600615841,0.391798428929268,-0.61677071201668
"1795","topotecan",-0.614657935118003,26,-0.668635873198198,0.256006080574108,-0.614657935118003
"1294","paromomycin",-0.614312088467413,1,-0.614312088467413,NA,-0.614312088467413
"1674","sulconazole",-0.611975683488939,13,-0.749430140149882,0.376630198548207,-0.611975683488939
"1718","tegaserod",-0.611628710600433,10,-0.634771281625992,0.325937806540287,-0.611628710600433
"1111","monensin",-0.601617401003904,1,-0.601617401003904,NA,-0.601617401003904
"1197","NNC-55-0396",-0.601553568999329,14,-0.64412388212179,0.233041867766561,-0.601553568999329
"991","luteolin",-0.600052916710032,3,-0.612360052773046,0.0540297944591498,-0.600052916710032
"1055","methotrexate",-0.599901887649421,10,-0.783203197620375,0.437937999649632,-0.599901887649421
"1409","pralidoxime",-0.598918892706119,1,-0.598918892706119,NA,-0.598918892706119
"391","clofilium",-0.597879700307753,3,-0.614556609035137,0.0994108561135635,-0.597879700307753
"402","clotrimazole",-0.597600648735171,5,-0.616174010039041,0.126739788063129,-0.597600648735171
"1183","nifurtimox",-0.595163547846479,1,-0.595163547846479,NA,-0.595163547846479
"1824","tridihexethyl",-0.593583328474849,1,-0.593583328474849,NA,-0.593583328474849
"786","haloprogin",-0.59323724655961,3,-0.645882134225693,0.109488472481955,-0.59323724655961
"103","anisomycin",-0.592716575017104,24,-0.735748719452148,0.498230095402964,-0.592716575017104
"1230","NVP-BEZ235",-0.589567712417965,85,-0.671141326098452,0.384926991390395,-0.589567712417965
"733","gemcitabine",-0.589509443342824,82,-0.643666910179644,0.442816005436612,-0.589509443342824
"1625","sertindole",-0.589222576926703,3,-0.583135289805951,0.0641137369886516,-0.589222576926703
"387","clofarabine",-0.588680756740014,14,-0.670158900142445,0.259239269653847,-0.588680756740014
"1921","YM-155",-0.582358829002827,58,-0.684192079026505,0.380522529814022,-0.582358829002827
"1894","viomycin",-0.580309485753153,1,-0.580309485753153,NA,-0.580309485753153
"420","cromoglicic-acid",-0.578301677610376,1,-0.578301677610376,NA,-0.578301677610376
"944","lestaurtinib",-0.577327906655709,24,-0.631900420511825,0.302370532459546,-0.577327906655709
"366","cinchocaine",-0.572597137014315,1,-0.572597137014315,NA,-0.572597137014315
"479","diacerein",-0.570783112462001,2,-0.570783112462001,0.0831444947467375,-0.570783112462001
"299","CD-1530",-0.570232895208052,44,-0.669528232372766,0.323530108684781,-0.570232895208052
"1954","ZM-39923",-0.569844749573416,3,-0.589830823573155,0.0887022290896797,-0.569844749573416
"321","CGK-733",-0.566066972106668,23,-0.66491628999186,0.307711603442762,-0.566066972106668
"1075","MG-132",-0.564714157761833,47,-0.624446923219929,0.405040157668543,-0.564714157761833
"1836","triptolide",-0.558228756584533,89,-0.753926230355749,0.408105628358788,-0.558228756584533
"444","dactinomycin",-0.552097829201408,25,-0.597973601041086,0.276929548941655,-0.552097829201408
"457","daunorubicin",-0.551526623097568,107,-0.555660903513664,0.369036933277777,-0.551526623097568
"455","dasatinib",-0.549684922241462,55,-0.646662948503439,0.469986122005269,-0.549684922241462
"203","bisindolylmaleimide-ix",-0.54805937991208,19,-0.60940411300729,0.232688127408753,-0.54805937991208
"1886","viloxazine",-0.547162060581188,1,-0.547162060581188,NA,-0.547162060581188
"835","IKK-16",-0.545997891276212,16,-0.625858405267355,0.335017167256209,-0.545997891276212
"1384","pirfenidone",-0.544794571481688,2,-0.544794571481688,0.0371365803467557,-0.544794571481688
"675","florfenicol",-0.543592623882917,1,-0.543592623882917,NA,-0.543592623882917
"1731","terbinafine",-0.543562585842004,3,-0.63329615170106,0.188031534963582,-0.543562585842004
"1298","pazufloxacin",-0.541643428146496,1,-0.541643428146496,NA,-0.541643428146496
"1770","tigecycline",-0.539994538083493,29,-0.600796565135938,0.343576162752755,-0.539994538083493
"1103","moclobemide",-0.539536598240027,4,-0.507563622209744,0.217193602593387,-0.539536598240027
"544","doxorubicin",-0.537231751912681,79,-0.601112609010264,0.329470359153044,-0.537231751912681
"1338","PHA-793887",-0.537064967936707,59,-0.584120603061203,0.336169844248176,-0.537064967936707
"1147","NAN-190",-0.535402164210585,3,-0.580904391869532,0.135072841465493,-0.535402164210585
"572","emetine",-0.53272028051211,115,-0.577034614813827,0.349129374104295,-0.53272028051211
"340","chlorhexidine",-0.531690197921932,3,-0.57427031046663,0.0780399424554533,-0.531690197921932
"842","imiloxan",-0.53103452758249,2,-0.53103452758249,0.0693435261342079,-0.53103452758249
"1092","mitomycin-c",-0.530843434526813,25,-0.552500464770403,0.340208206933754,-0.530843434526813
"537","dorzolamide",-0.52857124444436,1,-0.52857124444436,NA,-0.52857124444436
"277","canrenone",-0.527344250579329,1,-0.527344250579329,NA,-0.527344250579329
"1388","piromidic-acid",-0.527269887314782,1,-0.527269887314782,NA,-0.527269887314782
"796","hexylresorcinol",-0.526817252277375,2,-0.526817252277375,0.0684233276831378,-0.526817252277375
"1906","WYE-125132",-0.525601131146265,65,-0.615167266009707,0.414753721465865,-0.525601131146265
"1771","tiletamine",-0.523328634293774,1,-0.523328634293774,NA,-0.523328634293774
"143","azacitidine",-0.521703000694061,19,-0.623737632248785,0.407762343509509,-0.521703000694061
"174","benzethonium",-0.517999137745511,4,-0.613112980826587,0.35380958101527,-0.517999137745511
"1494","rebamipide",-0.516171170081095,1,-0.516171170081095,NA,-0.516171170081095
"1303","PD-123319",-0.515973448776083,4,-0.590833307665571,0.33420169970839,-0.515973448776083
"308","cefmetazole",-0.51570923963562,1,-0.51570923963562,NA,-0.51570923963562
"1173","niclosamide",-0.51533790571959,94,-0.616989165991116,0.399712722794882,-0.51533790571959
"837","IKK-2-inhibitor-V",-0.514975959038659,73,-0.56608751140848,0.320295058733275,-0.514975959038659
"170","benproperine",-0.512139802937349,2,-0.512139802937349,0.0893381239067445,-0.512139802937349
"315","cefuroxime",-0.511747975819503,2,-0.511747975819503,0.133772571554792,-0.511747975819503
"1","1-phenylbiguanide",-0.510195642672078,4,-0.48139846847613,0.297880034101043,-0.510195642672078
"1532","RO-28-1675",-0.509817524754118,61,-0.589511939740883,0.362664555509697,-0.509817524754118
"1703","tacedinaline",-0.50823637288836,49,-0.572132366610894,0.364950390598092,-0.50823637288836
"329","CGP-71683",-0.507281317060959,15,-0.650768678911733,0.379113391449181,-0.507281317060959
"1204","nonoxynol-9",-0.503322960925621,14,-0.552974530581893,0.286753990583836,-0.503322960925621
"602","esmolol",-0.499885615145234,1,-0.499885615145234,NA,-0.499885615145234
