"","database","category","pval","qval","genes"
"190","GO_Biological_Process_2017","DNA replication (GO:0006260)",5.29566510594495e-07,0.000293422017408517,"RNASEH2A,ORC6,CDC45,ORC1,POLE2,MCM4,MCM10,CLSPN,CDC6,BRCA1,MCM2"
"192","GO_Biological_Process_2017","G1/S transition of mitotic cell cycle (GO:0000082)",6.74533373352912e-07,0.000293422017408517,"ORC6,CDC45,ORC1,CCNE1,POLE2,MCM4,MCM10,CDC6,MCM2,CDKN3"
"196","GO_Biological_Process_2017","DNA replication initiation (GO:0006270)",1.11735998669083e-06,0.000324034396140341,"ORC6,CDC45,ORC1,POLE2,MCM10,MCM2"
"194","GO_Biological_Process_2017","mitotic cytokinesis (GO:0000281)",4.57205787329144e-06,0.000994422587440889,"ANLN,SPAST,KIF4A,STMN1,KIF20A,CENPA"
"195","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",2.17600189080156e-05,0.00378624328999471,"BRCA1,FOXM1,TP63,TP73"
"197","GO_Biological_Process_2017","CENP-A containing nucleosome assembly (GO:0034080)",6.28868232888835e-05,0.00694493990369959,"CENPI,CENPL,CENPM,OIP5,CENPA"
"205","GO_Biological_Process_2017","bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073)",6.33554865505402e-05,0.00694493990369959,"DSP,PKP2,DSG2"
"201","GO_Biological_Process_2017","epidermis development (GO:0008544)",7.44031768796914e-05,0.00694493990369959,"DSP,COL17A1,COL7A1,LAMC2,GRHL2,FOXN1,PTHLH"
"203","GO_Biological_Process_2017","chromosome segregation (GO:0007059)",7.54499559285452e-05,0.00694493990369959,"CENPF,SPAG5,NEK2,OIP5,BRCA1,NDC80"
"193","GO_Biological_Process_2017","DNA repair (GO:0006281)",8.43251424855392e-05,0.00694493990369959,"RAD51AP1,POLQ,RAD51,MSH2,UBE2T,POLE2,NUDT1,RAD54L,UNG"
"199","GO_Biological_Process_2017","mitotic spindle organization (GO:0007052)",8.78095849893051e-05,0.00694493990369959,"STMN1,TTK,WDR62,NDC80,AURKA"
"202","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",0.00010142229734636,0.00733798156091768,"CDC20,CENPF,CENPI,CENPL,BIRC5,CENPM,CENPA,NDC80"
"214","GO_Biological_Process_2017","regulation of attachment of spindle microtubules to kinetochore (GO:0051988)",0.000109648000335552,0.00733798156091768,"SPAG5,NEK2,ECT2"
"200","GO_Biological_Process_2017","skeletal system development (GO:0001501)",0.000154509621144661,0.0091007936388421,"COL1A1,DLX5,DLX6,HOXA13,PITX1,FGFR3,BMP7,PTHLH"
"212","GO_Biological_Process_2017","spindle organization (GO:0007051)",0.00015691023515245,0.0091007936388421,"ASPM,SPAG5,TTK,AURKA"
"234","GO_Biological_Process_2017","protein K6-linked ubiquitination (GO:0085020)",0.000173501244547672,0.00943413017227966,"UBE2S,UBE2T,BRCA1"
"191","GO_Biological_Process_2017","positive regulation of transcription, DNA-templated (GO:0045893)",0.000223993383493949,0.0114631908023374,"DLX5,WNT5A,PAX6,BRCA1,FOXM1,FOXP3,BMP7,ARNTL2,COL1A1,SIX4,ZIC2,CDH1,CCNE1,HAS3,SPP1,IRF6,TP63,TP73"
"204","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",0.000284181138901132,0.0123795173615098,"COL1A1,CDH1,LAMA1,COL7A1,COL11A1,SPP1,ITGB8,COL9A3,LAMC2"
"209","GO_Biological_Process_2017","activation of protein kinase activity (GO:0032147)",0.00028587838293081,0.0123795173615098,"TPX2,KIF14,CLSPN,ECT2"
"213","GO_Biological_Process_2017","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)",0.00028587838293081,0.0123795173615098,"CDC45,ORC1,CCNE1,CDC6"
"206","GO_Biological_Process_2017","mitotic cell cycle (GO:0000278)",0.000298815936312306,0.0123795173615098,"TPX2,CENPF,PPP2R2C,NEK2,CDC6,NDC80,AURKA"
"226","GO_Biological_Process_2017","response to X-ray (GO:0010165)",0.000363638637298698,0.0143802552022667,"MSH2,TP63,TP73"
"208","GO_Biological_Process_2017","regulation of ventricular cardiac muscle cell action potential (GO:0098911)",0.000494498582980226,0.0172085506877119,"DSP,PKP2,DSG2"
"231","GO_Biological_Process_2017","metaphase plate congression (GO:0051310)",0.000494498582980226,0.0172085506877119,"CENPF,FAM83D,NDC80"
"239","GO_Biological_Process_2017","bone morphogenesis (GO:0060349)",0.000494498582980226,0.0172085506877119,"FGFR3,FGFR2,LTF"
"210","GO_Biological_Process_2017","sensory perception of sound (GO:0007605)",0.000567604458237871,0.0189929184102672,"COL1A1,COL11A1,SLC52A3,BIRC5,HOXA1,ATP6V0A4"
"217","GO_Biological_Process_2017","positive regulation of cytokinesis (GO:0032467)",0.00140602286522226,0.0453051812127172,"SPAST,KIF14,CDC6,ECT2"
"605","GO_Biological_Process_2017","cellular response to indole-3-methanol (GO:0071681)",0.00214797828079374,0.0622913701430184,"CDH1,BRCA1"
"667","GO_Biological_Process_2017","protein K29-linked ubiquitination (GO:0035519)",0.00214797828079374,0.0622913701430184,"UBE2S,UBE2T"
