"","database","category","pval","qval","genes"
"208","GO_Biological_Process_2017","positive regulation of transcription from RNA polymerase II promoter (GO:0045944)",7.66902368518386e-06,0.00394918296406496,"ACVRL1,CSF3,EPAS1,TXK,FHOD1,GATA5,TCF21,HIF3A,MEOX2,FGF2,FSTL3,HYAL2,NKX2-1,HOXA5,MYOCD,SPAG8,FOXF1,SLC11A1,HGF,TBX5,KLF2,NR4A1,TOX2,RGCC,PGR,ENG,TLR2"
"211","GO_Biological_Process_2017","transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)",1.07615241260933e-05,0.00394918296406496,"FGR,ZAP70,SHC2,NTRK3,FLT4,TXK,TEK,PAG1"
"214","GO_Biological_Process_2017","sprouting angiogenesis (GO:0002040)",1.44658716632416e-05,0.00394918296406496,"RAMP2,FLT4,TEK,THBS1,ENG"
"213","GO_Biological_Process_2017","negative regulation of blood vessel endothelial cell migration (GO:0043537)",4.13151970337323e-05,0.00820985756443119,"ACVRL1,RGCC,THBS1,FGF2"
"212","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",5.01212305520829e-05,0.00820985756443119,"LAMC3,ELN,ITGA2B,ITGA8,ITGAX,ITGA7,ICAM5,FGF2,THBS1,FBLN5"
"216","GO_Biological_Process_2017","positive regulation of stress fiber assembly (GO:0051496)",9.80363202903666e-05,0.013381957719635,"ARHGEF10,RGCC,MYOC,FHOD1,RAPGEF3"
"215","GO_Biological_Process_2017","calcium ion transport (GO:0006816)",0.000188835773023578,0.0220937854437586,"RAMP2,RAMP3,TRPC3,TRPC4,CAMK2A,CDH23"
"217","GO_Biological_Process_2017","positive regulation of protein kinase B signaling (GO:0051897)",0.000275056557850084,0.0264708938929707,"CSF3,F10,MYOC,TEK,THBS1,PIK3R5"
"210","GO_Biological_Process_2017","neutrophil degranulation (GO:0043312)",0.000290888943878799,0.0264708938929707,"ARHGAP9,FCN1,ARG1,SLC11A1,RETN,TCIRG1,CFP,MMP8,MPO,FGR,MMP25,PTPRB,CRISPLD2,ALOX5,P2RX1,ITGAX,CTSG,TLR2"
"239","GO_Biological_Process_2017","negative regulation of interleukin-12 production (GO:0032695)",0.000353009915342433,0.0289115120665452,"IRAK3,MEFV,THBS1"
"209","GO_Biological_Process_2017","signal transduction (GO:0007165)",0.000458538265223624,0.0302649616075678,"ACVRL1,LTK,CSF3R,EPAS1,ADCY4,RASGRP2,FGF2,ADRA1A,PRAM1,WISP2,IL1RL1,FGF7,MICAL1,RPS6KA2,PAG1,TNFSF14,TIE1,NR4A1,TG,P2RX1,PGR,TEK,RAPGEF3,IL18R1,TLR2,F2RL3"
"229","GO_Biological_Process_2017","manganese ion transport (GO:0006828)",0.000480099033938578,0.0302649616075678,"TRPC3,TRPC4,SLC11A1"
"222","GO_Biological_Process_2017","negative regulation of angiogenesis (GO:0016525)",0.000623514583898004,0.0302649616075678,"RGCC,STAB1,TEK,THBS1,HOXA5"
"226","GO_Biological_Process_2017","cell-matrix adhesion (GO:0007160)",0.000627422458801734,0.0302649616075678,"PARVG,ITGA8,ITGA7,SORBS1,LYVE1,FBLN5"
