"","pert_iname","mean","n","median","sd","sRGES"
"1645","SN-38",-0.68204078623484,76,-0.717259963186255,0.180352714297489,-0.68204078623484
"1761","thonzonium",-0.671920733598673,1,-0.671920733598673,NA,-0.671920733598673
"575","enilconazole",-0.658750999447343,1,-0.658750999447343,NA,-0.658750999447343
"1330","peruvoside",-0.645536351015847,3,-0.589139547504603,0.16866565714265,-0.645536351015847
"274","camptothecin",-0.619285673329124,61,-0.653374482613658,0.20838136075558,-0.619285673329124
"183","betahistine",-0.61090924205496,2,-0.61090924205496,0.297279974229632,-0.61090924205496
"406","CNQX",-0.584981401628666,1,-0.584981401628666,NA,-0.584981401628666
"1298","pazufloxacin",-0.581635991820041,1,-0.581635991820041,NA,-0.581635991820041
"401","closantel",-0.570974778459441,1,-0.570974778459441,NA,-0.570974778459441
"799","homoharringtonine",-0.569297458895631,65,-0.594274028629857,0.234082918371316,-0.569297458895631
"1727","teniposide",-0.563061068927959,91,-0.635642614989265,0.273413949988364,-0.563061068927959
"946","levalbuterol",-0.539228163728188,1,-0.539228163728188,NA,-0.539228163728188
"1088","minocycline",-0.538882072256305,1,-0.538882072256305,NA,-0.538882072256305
"808","hydrochlorothiazide",-0.532569870483981,2,-0.532569870483981,0.0947821932191704,-0.532569870483981
"1111","monensin",-0.527784594410361,1,-0.527784594410361,NA,-0.527784594410361
"1419","prednisone",-0.526712826304875,1,-0.526712826304875,NA,-0.526712826304875
"492","diflunisal",-0.520534327262867,2,-0.520534327262867,0.128634765912284,-0.520534327262867
"572","emetine",-0.510651382360052,115,-0.566898681659329,0.267068712527074,-0.510651382360052
"1494","rebamipide",-0.510257475248297,1,-0.510257475248297,NA,-0.510257475248297
"1753","thiomersal",-0.508791899242844,2,-0.508791899242844,0.0513917689230468,-0.508791899242844
"1429","procaine",-0.50478527607362,1,-0.50478527607362,NA,-0.50478527607362
"1282","palbociclib",-0.501520073551816,47,-0.568089786086744,0.273156760976049,-0.501520073551816
"1057","methyldopa",-0.500040899795501,1,-0.500040899795501,NA,-0.500040899795501
"1625","sertindole",-0.495643652849182,3,-0.510020449897751,0.0477961296926521,-0.495643652849182
"1277","oxyphenbutazone",-0.493513195701858,4,-0.501697341513292,0.0975501801030047,-0.493513195701858
"766","GW-311616",-0.490868342259459,2,-0.490868342259459,0.122414651888126,-0.490868342259459
"32","actinomycin-d",-0.486295777366338,3,-0.443249976952456,0.108596268214749,-0.486295777366338
"153","bacitracin",-0.485990263251025,1,-0.485990263251025,NA,-0.485990263251025
"479","diacerein",-0.479341416560754,2,-0.479341416560754,0.112217549165717,-0.479341416560754
"1799","torin-2",-0.477811951541211,61,-0.434055896387185,0.199645784710459,-0.477811951541211
"1274","oxybutynin",-0.477780407699132,2,-0.477780407699132,0.0677088646566738,-0.477780407699132
"786","haloprogin",-0.476458857618383,3,-0.498691206543967,0.0801320855316154,-0.476458857618383
"1075","MG-132",-0.474980289641857,47,-0.528580583632756,0.290674122304851,-0.474980289641857
