"","database","category","pval","qval","genes"
"5","GO_Biological_Process_2017","regulation of chromosome segregation (GO:0051983)",6.76317236710073e-05,0.0027729006705113,"MKI67,AURKB"
"6","GO_Biological_Process_2017","protein sumoylation (GO:0016925)",0.00406668264962959,0.0356578024653967,"TOP2A,AURKB"
"19","GO_Biological_Process_2017","positive regulation of mitotic metaphase/anaphase transition (GO:0045842)",0.00698112361323034,0.0356578024653967,"DLGAP5"
"36","GO_Biological_Process_2017","histone modification (GO:0016570)",0.00698112361323034,0.0356578024653967,"AURKB"
"42","GO_Biological_Process_2017","apoptotic chromosome condensation (GO:0030263)",0.00698112361323034,0.0356578024653967,"TOP2A"
"7","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",0.00810665497519605,0.0356578024653967,"PAPD7,AURKB"
"8","GO_Biological_Process_2017","negative regulation of B cell apoptotic process (GO:0002903)",0.00837169768368591,0.0356578024653967,"AURKB"
"12","GO_Biological_Process_2017","abscission (GO:0009838)",0.00837169768368591,0.0356578024653967,"AURKB"
"45","GO_Biological_Process_2017","negative regulation of cytokinesis (GO:0032466)",0.00837169768368591,0.0356578024653967,"AURKB"
"11","GO_Biological_Process_2017","cleavage furrow formation (GO:0036089)",0.0097603939151914,0.0356578024653967,"AURKB"
"9","GO_Biological_Process_2017","DNA topological change (GO:0006265)",0.0111472147520225,0.0356578024653967,"TOP2A"
"38","GO_Biological_Process_2017","protein localization to kinetochore (GO:0034501)",0.0111472147520225,0.0356578024653967,"AURKB"
"25","GO_Biological_Process_2017","attachment of spindle microtubules to kinetochore (GO:0008608)",0.0125321626293864,0.0356578024653967,"AURKB"
"10","GO_Biological_Process_2017","DNA ligation (GO:0006266)",0.0139152399864963,0.0356578024653967,"TOP2A"
"40","GO_Biological_Process_2017","mitotic spindle midzone assembly (GO:0051256)",0.0139152399864963,0.0356578024653967,"AURKB"
"44","GO_Biological_Process_2017","complement activation, lectin pathway (GO:0001867)",0.0139152399864963,0.0356578024653967,"MASP1"
"32","GO_Biological_Process_2017","resolution of meiotic recombination intermediates (GO:0000712)",0.01667579286541,0.0379837504156562,"TOP2A"
"41","GO_Biological_Process_2017","mitotic recombination (GO:0006312)",0.01667579286541,0.0379837504156562,"TOP2A"
"13","GO_Biological_Process_2017","mitotic chromosome condensation (GO:0007076)",0.0180532732441747,0.038957063316377,"PAPD7"
"14","GO_Biological_Process_2017","positive regulation of telomere capping (GO:1904355)",0.0235446108682339,0.0482664522798794,"AURKB"
"22","GO_Biological_Process_2017","spindle organization (GO:0007051)",0.026279163165829,0.0513069376094758,"AURKB"
"15","GO_Biological_Process_2017","regulation of mitotic nuclear division (GO:0007088)",0.0290063301418399,0.0540572516279743,"MKI67"
"27","GO_Biological_Process_2017","positive regulation of viral genome replication (GO:0045070)",0.0330832751418655,0.0589745339485428,"TOP2A"
"16","GO_Biological_Process_2017","positive regulation of telomere maintenance via telomerase (GO:0032212)",0.0438745919328984,0.0713010699613411,"AURKB"
"17","GO_Biological_Process_2017","positive regulation of cytokinesis (GO:0032467)",0.0452153126584114,0.0713010699613411,"AURKB"
"21","GO_Biological_Process_2017","positive regulation of telomerase activity (GO:0051973)",0.0452153126584114,0.0713010699613411,"AURKB"
"20","GO_Biological_Process_2017","cellular response to UV (GO:0034644)",0.0545497267268291,0.0828347702148146,"AURKB"
"18","GO_Biological_Process_2017","negative regulation of protein binding (GO:0032091)",0.0585231954295689,0.0856946790218688,"AURKB"
"24","GO_Biological_Process_2017","regulation of circadian rhythm (GO:0042752)",0.0611632232325272,0.0864721431908143,"TOP2A"
"26","GO_Biological_Process_2017","chromosome segregation (GO:0007059)",0.0651098845207481,0.0889835088450224,"TOP2A"
"23","GO_Biological_Process_2017","double-strand break repair (GO:0006302)",0.0729552673084778,0.096489224504761,"PAPD7"
"28","GO_Biological_Process_2017","anaphase-promoting complex-dependent catabolic process (GO:0031145)",0.106224427266244,0.136100047434875,"AURKB"
"30","GO_Biological_Process_2017","complement activation (GO:0006956)",0.119950554200591,0.149029476431037,"MASP1"
"29","GO_Biological_Process_2017","protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)",0.157548489375219,0.187335113762798,"AURKB"
"31","GO_Biological_Process_2017","regulation of signal transduction by p53 class mediator (GO:1901796)",0.159920219065803,0.187335113762798,"AURKB"
"37","GO_Biological_Process_2017","receptor-mediated endocytosis (GO:0006898)",0.175180255793825,0.199510846876301,"MASP1"
"33","GO_Biological_Process_2017","protein autophosphorylation (GO:0046777)",0.184437813357525,0.204377036423203,"AURKB"
"34","GO_Biological_Process_2017","cellular response to DNA damage stimulus (GO:0006974)",0.222676765112297,0.240256509726426,"TOP2A"
"46","GO_Cellular_Component_2017","spindle pole centrosome (GO:0031616)",8.44664160040891e-05,0.00143592907206951,"AURKB,DLGAP5"
"58","GO_Cellular_Component_2017","chromosome passenger complex (GO:0032133)",0.00698112361323034,0.0355797151556651,"AURKB"
"51","GO_Cellular_Component_2017","condensed nuclear chromosome, centromeric region (GO:0000780)",0.00837169768368591,0.0355797151556651,"AURKB"
"60","GO_Cellular_Component_2017","condensed chromosome, centromeric region (GO:0000779)",0.00837169768368591,0.0355797151556651,"AURKB"
"48","GO_Cellular_Component_2017","condensed chromosome (GO:0000793)",0.0235446108682339,0.0783237277455138,"MKI67"
