"","log2FoldChange","logCPM","LR","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"40086",-6.51249130307646,-2.06672182086935,35.6578795211223,2.35194644804529e-09,0.00013294377297576,"CELA3A",9606,10136,"RP11-26H16.2","1","1p36.12","chymotrypsin-like elastase family, member 3A","protein-coding","CELA3A","chymotrypsin-like elastase family, member 3A","O","chymotrypsin-like elastase family member",-6.51249130307646,"down"
"22566",-5.30824531775311,-1.89816786172748,35.9152059530191,2.06094005548334e-09,0.000116552342957749,"RP1-138B7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.30824531775311,"down"
"5239",-5.28344409774997,-1.82239985981314,32.033666314788,1.51523743809926e-08,0.000848987536567014,"PNLIP",9606,5406,"RP11-33D13.1","10","10q26.1","pancreatic lipase","protein-coding","PNLIP","pancreatic lipase","O","pancreatic triacylglycerol lipase|triacy",-5.28344409774997,"down"
"7345",-4.8791509014892,-1.90081879511491,35.3320680122621,2.78016526458472e-09,0.000157034854804803,"FSHB",9606,2488,"NULL","11","11p13","follicle stimulating hormone, beta polypeptide","protein-coding","FSHB","follicle stimulating hormone, beta polypeptide","O","FSH-B|FSH-beta|follicle-stimulating horm",-4.8791509014892,"down"
"12082",-3.988734804651,-3.93995290130279,36.1804686952822,1.79864206593674e-09,0.000101763570806569,"FAM74A6",9606,653123,"NULL","9","9p12","family with sequence similarity 74, member A6","pseudo","FAM74A6","family with sequence similarity 74, member A6","O","NULL",-3.988734804651,"down"
"32900",-3.94495034029037,-3.88606296471294,35.2036785484644,2.96962085078146e-09,0.00016770042868533,"PPIAL4F",9606,728945,"RP11-763B22.5","1","1q21.2","peptidylprolyl isomerase A (cyclophilin A)-like 4F","protein-coding","PPIAL4F","peptidylprolyl isomerase A (cyclophilin A)-like 4F","O","cyclophilin-LC (COAS2) pseudogene",-3.94495034029037,"down"
"53369",-3.73519486133692,-4.19348904905736,34.8514321563519,3.55847708720755e-09,0.000200840446801994,"AC090696.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.73519486133692,"down"
"49128",-3.68694683918429,-3.10143203265221,33.7458125992454,6.28040850531079e-09,0.00035364980293405,"CTD-3193K9.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.68694683918429,"down"
"53176",-3.57638202158383,-4.17761030423471,33.4746611172542,7.21984902977647e-09,0.000406152607170075,"RP11-185J20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.57638202158383,"down"
"44035",-3.5710699504726,-4.2200528960984,32.0378521705015,1.51197606741978e-08,0.000847175310335977,"TMPRSS11B",9606,132724,"NULL","4","4q13.2","transmembrane protease, serine 11B","protein-coding","TMPRSS11B","transmembrane protease, serine 11B","O","airway trypsin-like protease 5|transmemb",-3.5710699504726,"down"
"48905",-3.54967083948476,-2.56546484976554,33.0030959780758,9.20122342789321e-09,0.000516860323615045,"AC005307.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.54967083948476,"down"
"40641",-3.52971419016287,2.08123257793432,32.1830875185998,1.40306781889899e-08,0.00078644757384926,"TNFRSF6B",9606,8771,"hCG_2044836","20","20q13.3","tumor necrosis factor receptor superfamily, member 6b, decoy","protein-coding","TNFRSF6B","tumor necrosis factor receptor superfamily, member 6b, decoy","O","decoy receptor 3|decoy receptor for Fas ",-3.52971419016287,"down"
"54210",-3.49176656697049,-0.849219025475911,33.9597287888759,5.62646441419334e-09,0.000316966872773582,"HTR3A",9606,3359,"NULL","11","11q23.1","5-hydroxytryptamine (serotonin) receptor 3A, ionotropic","protein-coding","HTR3A","5-hydroxytryptamine (serotonin) receptor 3A, ionotropic","O","5-HT3-A|5-hydroxytryptamine receptor 3|5",-3.49176656697049,"down"
"23534",-3.47691869790345,-4.23078466353147,36.0023490344284,1.97079798223860e-09,0.00011146439227945,"MTRNR2L10",9606,100463488,"NULL","X","Xp11.21","MT-RNR2-like 10","protein-coding","MTRNR2L10","MT-RNR2-like 10","O","MT-RNR2-like protein 10|MTRNR2-like 10|h",-3.47691869790345,"down"
"32390",-3.46398335061895,-4.18837292593406,35.5473375237845,2.48927054983204e-09,0.000140666189500459,"RP11-411G7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.46398335061895,"down"
"34011",-3.43502828378383,-4.27895992552501,34.1536456550094,5.09277410839643e-09,0.000287008377652789,"INS",9606,3630,"NULL","11","11p15.5","insulin","protein-coding","INS","insulin","O","preproinsulin|proinsulin",-3.43502828378383,"down"
"31122",-3.41809996968289,-4.23726221732157,32.3954607399796,1.25779942582473e-08,0.00070552485393361,"OR5V1",9606,81696,"DAMA-334F21.4","6","6p22.1","olfactory receptor, family 5, subfamily V, member 1","protein-coding","OR5V1","olfactory receptor, family 5, subfamily V, member 1","O","olfactory receptor 5V1|olfactory recepto",-3.41809996968289,"down"
"40337",-3.34423978804928,-3.5985121561521,35.0346594305364,3.23888592939538e-09,0.000182844827372158,"MUC2",9606,4583,"NULL","11","11p15.5","mucin 2, oligomeric mucus/gel-forming","protein-coding","MUC2","mucin 2, oligomeric mucus/gel-forming","O","intestinal mucin-2|mucin 2, intestinal/t",-3.34423978804928,"down"
"16295",-3.32937754990914,-3.90892000111034,34.2718839094264,4.79255826036071e-09,0.000270175679369574,"RP11-1021N1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.32937754990914,"down"
"25693",-3.32762413943218,-2.47229868733585,34.939221918247,3.4015914226344e-09,0.000192002827850599,"RP11-167N4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.32762413943218,"down"
"55825",-3.31091210057929,1.1153318570835,32.2806824816984,1.33433318791017e-08,0.000748173961793113,"TMPRSS3",9606,64699,"UNQ323/PRO382","21","21q22.3","transmembrane protease, serine 3","protein-coding","TMPRSS3","transmembrane protease, serine 3","O","serine protease TADG-12|transmembrane pr",-3.31091210057929,"down"
"188",-3.30541665964913,-4.29317599610348,31.8748357511064,1.64433676261421e-08,0.000920877917166839,"AF001548.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.30541665964913,"down"
"3330",-3.29002154824872,-0.522672954214494,33.0486515630728,8.98813633276199e-09,0.000504980463583567,"CAPSL",9606,133690,"NULL","5","5p13.2","calcyphosine-like","protein-coding","CAPSL","calcyphosine-like","O","calcyphosin-like protein",-3.29002154824872,"down"
"48503",-3.27670764186664,-4.04211936005848,35.8539175525419,2.12679963168774e-09,0.000120270519171942,"RP11-540N6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.27670764186664,"down"
"10802",-3.22741439030695,-3.9838395525952,32.8160686065483,1.01303980514215e-08,0.000568781328995111,"TCP11X1",9606,100996631,"NULL","X","NULL","t-complex 11 family, X-linked 1","protein-coding","TCP11X1","t-complex 11 family, X-linked 1","O","T-complex protein 11 homolog",-3.22741439030695,"down"
"36396",-3.20644213467858,-1.38556639907727,35.1319344206444,3.08106475110968e-09,0.000173975402236159,"RP11-236J17.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.20644213467858,"down"
"12770",-3.1707938925442,-4.19722201434207,32.5007207324976,1.19148335243262e-08,0.000668457905215274,"RP13-714J12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1707938925442,"down"
"54973",-3.15328402582828,-4.13346192153231,36.1262794318203,1.84935952849464e-09,0.00010462011788647,"CTA-360L10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.15328402582828,"down"
"937",-3.15234086849409,0.797705287926096,34.4825946030858,4.30080016331159e-09,0.00024256082841061,"DNAH11",9606,8701,"NULL","7","7p21","dynein, axonemal, heavy chain 11","protein-coding","DNAH11","dynein, axonemal, heavy chain 11","O","axonemal beta dynein heavy chain 11|axon",-3.15234086849409,"down"
"5681",-3.13622176705347,-1.8968830093954,34.0830565853641,5.28090998273226e-09,0.000297568715706997,"DEFA1",9606,1667,"NULL","8","8p23.1","defensin, alpha 1","protein-coding","DEFA1","defensin, alpha 1","O","defensin, alpha 1, myeloid-related seque",-3.13622176705347,"down"
"44029",-3.13470142270865,-4.31098775621128,31.8261025674767,1.68611468916049e-08,0.000944089336754743,"RP11-572C21.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.13470142270865,"down"
"26251",-3.05027216512298,1.81202498253988,32.137446549407,1.43641828310636e-08,0.00080506935513262,"ALDH1A3",9606,220,"NULL","15","15q26.3","aldehyde dehydrogenase 1 family, member A3","protein-coding","ALDH1A3","aldehyde dehydrogenase 1 family, member A3","O","RALDH-3|acetaldehyde dehydrogenase 6|ald",-3.05027216512298,"down"
"47060",-3.02994114800318,0.249944987542353,32.1098787862633,1.45694587527399e-08,0.000816487037962297,"TMEM88B",9606,643965,"NULL","1","1p36.33","transmembrane protein 88B","protein-coding","TMEM88B","transmembrane protein 88B","O","NULL",-3.02994114800318,"down"
"10130",-2.99130732009239,-0.0865530965113485,34.2129199559835,4.93998903046919e-09,0.000278447421691426,"KIAA2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99130732009239,"down"
"17742",-2.95960272556382,-1.23485239174729,35.129098464666,3.08555502263715e-09,0.000174222778798184,"RP11-561O23.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95960272556382,"down"
"7269",-2.91417028600651,-4.05193224841792,35.4309930029083,2.64248460913403e-09,0.000149281883023809,"RP11-509E10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91417028600651,"down"
"46729",-2.90585040150712,-3.31257757180288,35.5970688493151,2.42652386485394e-09,0.000137130143174491,"GGT2",9606,728441,"NULL","22","22q11.21","gamma-glutamyltransferase 2","protein-coding","GGT2","gamma-glutamyltransferase 2","O","gamma-glutamyltranspeptidase 2|glutathio",-2.90585040150712,"down"
"13628",-2.88977302617117,-3.92681983784859,32.5589184649059,1.15633289064417e-08,0.000648876201584977,"SERPINB13",9606,5275,"NULL","18","18q21.33","serpin peptidase inhibitor, clade B (ovalbumin), member 13","protein-coding","SERPINB13","serpin peptidase inhibitor, clade B (ovalbumin), member 13","O","HURPIN|PI-13|UV-B repressed sequence, HU",-2.88977302617117,"down"
"57901",-2.88945037459328,-0.00167977628846059,32.0952138441489,1.46798519609313e-08,0.000822614864334708,"ROPN1L",9606,83853,"NULL","5","5p15.2","rhophilin associated tail protein 1-like","protein-coding","ROPN1L","rhophilin associated tail protein 1-like","O","AKAP-associated sperm protein|ROPN1-like",-2.88945037459328,"down"
"54617",-2.87748762199651,-0.357682143214636,33.4842186401804,7.18445754660146e-09,0.000404190397114252,"CFC1",9606,55997,"NULL","2","2q21.1","cripto, FRL-1, cryptic family 1","protein-coding","CFC1","cripto, FRL-1, cryptic family 1","O","cryptic family protein 1|cryptic protein",-2.87748762199651,"down"
"38704",-2.83295768187612,-2.23258190020272,31.935910736593,1.59343934661528e-08,0.000892517246826152,"RP11-490G2.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83295768187612,"down"
"31360",-2.77628670520627,0.0763001560431475,32.8645571943154,9.8808386510948e-09,0.000554818971097624,"LRRIQ1",9606,84125,"NULL","12","12q21.31","leucine-rich repeats and IQ motif containing 1","protein-coding","LRRIQ1","leucine-rich repeats and IQ motif containing 1","O","leucine-rich repeat and IQ domain-contai",-2.77628670520627,"down"
"25387",-2.77027398956381,-3.78479065099862,35.8869252385537,2.09107242329534e-09,0.000118252236609775,"CTC-558O2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77027398956381,"down"
"29393",-2.76130483101057,0.564741342120867,33.0685071321304,8.89681485886518e-09,0.000499894233289917,"SP9",9606,100131390,"NULL","2","2q31.1","Sp9 transcription factor","protein-coding","SP9","Sp9 transcription factor","O","Sp9 transcription factor homolog|transcr",-2.76130483101057,"down"
"30523",-2.74574852854684,-3.58614770691413,34.5340183035454,4.18866528444868e-09,0.000236261665369328,"CTD-2311M21.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74574852854684,"down"
"29754",-2.74232395100015,-3.5685304255879,34.9813519302212,3.32878112364696e-09,0.0001878997080865,"VCX",9606,26609,"NULL","X","Xp22","variable charge, X-linked","protein-coding","VCX","variable charge, X-linked","O","variable charge X-linked protein 1|varia",-2.74232395100015,"down"
"46721",-2.74141024252696,-4.00591628600265,33.6782351414565,6.50241642730672e-09,0.00036603402552595,"OR7E161P",9606,389626,"NULL","8","8p23.1","olfactory receptor, family 7, subfamily E, member 161 pseudogene","pseudo","OR7E161P","olfactory receptor, family 7, subfamily E, member 161 pseudogene","O","NULL",-2.74141024252696,"down"
"26860",-2.73648564471956,-3.81760510305161,34.6601536494248,3.92585542289641e-09,0.00022148891124897,"AMELX",9606,265,"NULL","X","Xp22.31-p22.1","amelogenin, X-linked","protein-coding","AMELX","amelogenin, X-linked","O","amelogenesis imperfecta 1|amelogenin (X ",-2.73648564471956,"down"
"31193",-2.7216190340539,-2.80786943228405,35.0584175787265,3.19960844614413e-09,0.000180633894827067,"RP11-499A10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7216190340539,"down"
"31388",-2.7194791277493,-3.86462230636389,34.5222199112984,4.21413131783832e-09,0.000237693862851352,"TUSC7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7194791277493,"down"
"3728",-2.71829741651635,8.62693865987107,33.1091476303272,8.71278479685602e-09,0.000489597516089731,"MOBP",9606,4336,"NULL","3","3p22.1","myelin-associated oligodendrocyte basic protein","protein-coding","MOBP","myelin-associated oligodendrocyte basic protein","O","NULL",-2.71829741651635,"down"
"1498",-2.71547946695959,-0.594116889126346,32.5666703177828,1.15172996368423e-08,0.00064631630372068,"SDR42E2",9606,100288072,"NULL","16","16p12.2","short chain dehydrogenase/reductase family 42E, member 2","protein-coding","SDR42E2","short chain dehydrogenase/reductase family 42E, member 2","O","Putative 3-beta-HSD family protein ENSP0",-2.71547946695959,"down"
"11564",-2.68449746104222,3.64898832427966,35.420526056626,2.65672313604082e-09,0.000150083603401218,"PLIN4",9606,729359,"NULL","19","19p13.3","perilipin 4","protein-coding","PLIN4","perilipin 4","O","adipocyte protein S3-12|perilipin-4",-2.68449746104222,"down"
"20966",-2.65346935249275,-1.99607705856603,35.0701919407835,3.18031994568396e-09,0.000179557683813371,"RP11-454P21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65346935249275,"down"
"24631",-2.63272592908153,-3.30714507972417,35.0588379069948,3.19891786149105e-09,0.0001806013057062,"RP11-1081M5.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63272592908153,"down"
"47699",-2.62728409399345,0.744195338056343,33.9206599917162,5.74058676376382e-09,0.000323355771229289,"MEG9",9606,100507257,"NULL","14","NULL","maternally expressed 9 (non-protein coding)","miscRNA","MEG9","maternally expressed 9 (non-protein coding)","O","NULL",-2.62728409399345,"down"
"17972",-2.6119232948911,-0.329356868828101,31.7261751871077,1.77513544352012e-08,0.000993685318573695,"GOLT1A",9606,127845,"NULL","1","1q32.1","golgi transport 1A","protein-coding","GOLT1A","golgi transport 1A","O","hGOT1b|putative protein product of HMFN1",-2.6119232948911,"down"
"11677",-2.61088297557245,-3.57738315255739,33.6465991732434,6.60903241797143e-09,0.00037199599867794,"Telomerase-vert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.61088297557245,"down"
