"","pert_iname","mean","n","median","sd","sRGES"
"119","kenpaullone",-1.44503846528386,1,-1.44503846528386,NA,-1.44503846528386
"241","torin-1",-1.34524296426137,1,-1.34524296426137,NA,-1.34524296426137
"261","vemurafenib",-1.32371214334405,1,-1.32371214334405,NA,-1.32371214334405
"185","podophyllotoxin",-1.28146849741942,1,-1.28146849741942,NA,-1.28146849741942
"18","AT-7519",-1.16370630051612,1,-1.16370630051612,NA,-1.16370630051612
"78","doxycycline",-1.04230207420391,1,-1.04230207420391,NA,-1.04230207420391
"267","WYE-125132",-1.03922485149479,1,-1.03922485149479,NA,-1.03922485149479
"169","parbendazole",-1.03209660142176,1,-1.03209660142176,NA,-1.03209660142176
"22","AZ-628",-0.984516505988899,1,-0.984516505988899,NA,-0.984516505988899
"13","amsacrine",-0.979579316389132,1,-0.979579316389132,NA,-0.979579316389132
"155","norethisterone",-0.97589833479404,1,-0.97589833479404,NA,-0.97589833479404
"271","YM-155",-0.97407732008959,1,-0.97407732008959,NA,-0.97407732008959
"201","RO-28-1675",-0.972567922874671,1,-0.972567922874671,NA,-0.972567922874671
"82","entinostat",-0.971048787613205,1,-0.971048787613205,NA,-0.971048787613205
"191","promazine",-0.96774758983348,1,-0.96774758983348,NA,-0.96774758983348
"67","daunorubicin",-0.96555652936021,1,-0.96555652936021,NA,-0.96555652936021
"116","immepip",-0.962985685071575,1,-0.962985685071575,NA,-0.962985685071575
"128","loratadine",-0.9359918200409,1,-0.9359918200409,NA,-0.9359918200409
"6","alvocidib",-0.89152789950336,1,-0.89152789950336,NA,-0.89152789950336
"29","bisacodyl",-0.877826468010517,1,-0.877826468010517,NA,-0.877826468010517
"23","azacitidine",-0.874992696465089,1,-0.874992696465089,NA,-0.874992696465089
"85","epothilone-a",-0.871282500730354,1,-0.871282500730354,NA,-0.871282500730354
"161","NVP-TAE684",-0.868083552439381,2,-0.868083552439381,0.0169185058075308,-0.868083552439381
"164","olvanil",-0.865965527315221,1,-0.865965527315221,NA,-0.865965527315221
"20","ATPA",-0.862313759859772,1,-0.862313759859772,NA,-0.862313759859772
"5","AG-14361",-0.860560911481157,1,-0.860560911481157,NA,-0.860560911481157
"135","metitepine",-0.856704645048203,1,-0.856704645048203,NA,-0.856704645048203
"34","bromperidol",-0.85471808355244,1,-0.85471808355244,NA,-0.85471808355244
"215","selamectin",-0.848232544551563,1,-0.848232544551563,NA,-0.848232544551563
"212","SB-216763",-0.847852760736196,1,-0.847852760736196,NA,-0.847852760736196
"96","ezetimibe",-0.840403155127082,1,-0.840403155127082,NA,-0.840403155127082
"209","saclofen",-0.836546888694128,1,-0.836546888694128,NA,-0.836546888694128
"160","NVP-AUY922",-0.831531794721979,2,-0.831531794721979,0.299093291923448,-0.831531794721979
"165","OSI-027",-0.827208102054728,2,-0.827208102054728,0.650188438083149,-0.827208102054728
"127","lonidamine",-0.822056675430909,1,-0.822056675430909,NA,-0.822056675430909
"114","IKK-2-inhibitor-V",-0.804440549225825,1,-0.804440549225825,NA,-0.804440549225825
"176","PHA-793887",-0.797575226409582,1,-0.797575226409582,NA,-0.797575226409582
"76","doramapimod",-0.784652838640569,1,-0.784652838640569,NA,-0.784652838640569
"172","PD-0325901",-0.783026584867076,1,-0.783026584867076,NA,-0.783026584867076
"48","chenodeoxycholic-acid",-0.78086473853345,1,-0.78086473853345,NA,-0.78086473853345
"208","ryuvidine",-0.776394975167981,1,-0.776394975167981,NA,-0.776394975167981
"194","puromycin",-0.772304995617879,1,-0.772304995617879,NA,-0.772304995617879
"21","auranofin",-0.77166228454572,1,-0.77166228454572,NA,-0.77166228454572
"75","donepezil",-0.763482325445516,1,-0.763482325445516,NA,-0.763482325445516
"110","GSK-3-inhibitor-IX",-0.759450774174701,1,-0.759450774174701,NA,-0.759450774174701
"134","methylene-blue",-0.750131463628396,1,-0.750131463628396,NA,-0.750131463628396
"218","sildenafil",-0.741123770571623,1,-0.741123770571623,NA,-0.741123770571623
"126","lasalocid",-0.721969033011978,1,-0.721969033011978,NA,-0.721969033011978
"27","bergenin",-0.721618463336255,1,-0.721618463336255,NA,-0.721618463336255
"30","bisindolylmaleimide-ix",-0.718667835232252,1,-0.718667835232252,NA,-0.718667835232252
"250","triciribine",-0.714227286006427,1,-0.714227286006427,NA,-0.714227286006427
"214","SDM25N",-0.710721589249197,1,-0.710721589249197,NA,-0.710721589249197
"137","MGCD-265",-0.707235368585062,1,-0.707235368585062,NA,-0.707235368585062
"143","mitoxantrone",-0.703973122991528,2,-0.703973122991528,0.0417281828219927,-0.703973122991528
"105","fostamatinib",-0.698563638134191,2,-0.698563638134191,0.647895453779565,-0.698563638134191
"195","PX-12",-0.696640373940987,1,-0.696640373940987,NA,-0.696640373940987
"192","PSB-06126",-0.695238095238095,1,-0.695238095238095,NA,-0.695238095238095
"56","cortisone",-0.690768331872626,1,-0.690768331872626,NA,-0.690768331872626
"125","lapatinib",-0.684808647385335,1,-0.684808647385335,NA,-0.684808647385335
"12","amoxicillin",-0.683172655565294,1,-0.683172655565294,NA,-0.683172655565294
"68","dequalinium",-0.676365761028338,1,-0.676365761028338,NA,-0.676365761028338
"47","CGS-15943",-0.669675723049956,2,-0.669675723049956,0.257268707358962,-0.669675723049956
"175","PF-562271",-0.66815658778849,1,-0.66815658778849,NA,-0.66815658778849
"109","granisetron",-0.662605901256208,1,-0.662605901256208,NA,-0.662605901256208
"255","tyrphostin-AG-1478",-0.65904177621969,2,-0.65904177621969,0.0419760730169755,-0.65904177621969
"265","WAY-161503",-0.648495471808355,1,-0.648495471808355,NA,-0.648495471808355
"223","stavudine",-0.646450482033304,1,-0.646450482033304,NA,-0.646450482033304
"59","curcumin",-0.630441133508618,1,-0.630441133508618,NA,-0.630441133508618
"17","asiatic-acid",-0.627052293309962,1,-0.627052293309962,NA,-0.627052293309962
"93","everolimus",-0.624861232836693,1,-0.624861232836693,NA,-0.624861232836693
"65","dactinomycin",-0.61335086181712,1,-0.61335086181712,NA,-0.61335086181712
"87","erythromycin",-0.603797838153666,2,-0.603797838153666,0.178976720777103,-0.603797838153666
"206","rucaparib",-0.603622553315805,1,-0.603622553315805,NA,-0.603622553315805
"71","dexamethasone",-0.600920245398771,2,-0.600920245398771,0.645154889957259,-0.600920245398771
"166","ouabain",-0.59877300613497,2,-0.59877300613497,0.188024712893951,-0.59877300613497
"10","amlodipine",-0.593572889278411,1,-0.593572889278411,NA,-0.593572889278411
"167","PAC-1",-0.591644756061934,1,-0.591644756061934,NA,-0.591644756061934
"55","CMPD-1",-0.588869412795793,1,-0.588869412795793,NA,-0.588869412795793
"79","DR-2313",-0.583756938358165,1,-0.583756938358165,NA,-0.583756938358165
"190","progesterone",-0.582252410166521,2,-0.582252410166521,0.263280044587279,-0.582252410166521
"104","forskolin",-0.579593923458954,2,-0.579593923458954,0.225889940177473,-0.579593923458954
"54","closantel",-0.579491673970202,1,-0.579491673970202,NA,-0.579491673970202
"148","naltrindole",-0.577563540753725,1,-0.577563540753725,NA,-0.577563540753725
"46","cefotaxime",-0.568740870581361,1,-0.568740870581361,NA,-0.568740870581361
"274","ZK-93423",-0.565293602103418,1,-0.565293602103418,NA,-0.565293602103418
"64","dacinostat",-0.56432953549518,1,-0.56432953549518,NA,-0.56432953549518
"73","digoxin",-0.561627227578148,2,-0.561627227578148,0.00332586011601059,-0.561627227578148
"224","suloctidil",-0.558676599474145,2,-0.558676599474145,0.221427916667795,-0.558676599474145
"39","camptothecin",-0.55790242477359,1,-0.55790242477359,NA,-0.55790242477359
"72","digoxigenin",-0.556295647093193,1,-0.556295647093193,NA,-0.556295647093193
"45","cefixime",-0.549284253578732,1,-0.549284253578732,NA,-0.549284253578732
"156","norgestimate",-0.540929009640666,1,-0.540929009640666,NA,-0.540929009640666
"136","MG-132",-0.539258934657708,2,-0.539258934657708,0.168902738686579,-0.539258934657708
"178","phenothiazine",-0.533011977797254,1,-0.533011977797254,NA,-0.533011977797254
"253","TWS-119",-0.527782646801052,1,-0.527782646801052,NA,-0.527782646801052
"198","quercetin",-0.524627519719544,3,-0.665673385918785,0.333189163277798,-0.524627519719544
"129","lylamine",-0.520917323984809,1,-0.520917323984809,NA,-0.520917323984809
"130","mebendazole",-0.520040899795501,1,-0.520040899795501,NA,-0.520040899795501
"133","metformin",-0.518141980718668,1,-0.518141980718668,NA,-0.518141980718668
"232","terfenadine",-0.518083552439381,1,-0.518083552439381,NA,-0.518083552439381
"233","tetrabenazine",-0.512649722465673,1,-0.512649722465673,NA,-0.512649722465673
"37","BX-795",-0.504674262342974,1,-0.504674262342974,NA,-0.504674262342974
"35","brucine",-0.501840490797546,1,-0.501840490797546,NA,-0.501840490797546
"189","prochlorperazine",-0.49918200408998,1,-0.49918200408998,NA,-0.49918200408998
"69","desipramine",-0.486882851300029,1,-0.486882851300029,NA,-0.486882851300029
"132","mephenytoin",-0.47662868828513,1,-0.47662868828513,NA,-0.47662868828513
"112","hydroflumethiazide",-0.47548933683903,1,-0.47548933683903,NA,-0.47548933683903
"259","ursolic-acid",-0.465089103125913,1,-0.465089103125913,NA,-0.465089103125913
"203","rosuvastatin",-0.463862109260882,1,-0.463862109260882,NA,-0.463862109260882
"90","estrone",-0.462226117440841,1,-0.462226117440841,NA,-0.462226117440841
"275","ZM-336372",-0.454615834063686,2,-0.454615834063686,0.204860588636488,-0.454615834063686
"101","FGIN-1-43",-0.442798714577856,1,-0.442798714577856,NA,-0.442798714577856
"211","SB-203580",-0.440339857824521,2,-0.440339857824521,0.490609125063398,-0.440339857824521
"240","topotecan",-0.440266822475412,3,-0.726497224656734,0.672572632203212,-0.440266822475412
"242","torin-2",-0.437131171487,1,-0.437131171487,NA,-0.437131171487
"158","NSC-632839",-0.433932223196028,2,-0.433932223196028,0.8014496578935,-0.433932223196028
"8","AM-580",-0.421793748174116,1,-0.421793748174116,NA,-0.421793748174116
"277","zonisamide",-0.417002629272568,1,-0.417002629272568,NA,-0.417002629272568
"3","ABT-737",-0.41262050832603,1,-0.41262050832603,NA,-0.41262050832603
"118","JLK-6",-0.410604732690622,1,-0.410604732690622,NA,-0.410604732690622
"244","tosufloxacin",-0.407508033888402,1,-0.407508033888402,NA,-0.407508033888402
"95","EX-527",-0.403359626059012,1,-0.403359626059012,NA,-0.403359626059012
"131","mepacrine",-0.402921413964359,3,-0.836196319018405,0.78006326915445,-0.402921413964359
"123","L-733060",-0.401402278702892,1,-0.401402278702892,NA,-0.401402278702892
"186","PPT",-0.396143733567046,2,-0.396143733567046,0.0468512468516244,-0.396143733567046
"86","erlotinib",-0.395958710682637,1,-0.395958710682637,NA,-0.395958710682637
"70","desoxycortone",-0.391250365176745,2,-0.391250365176745,0.218494549360506,-0.391250365176745
"154","nitazoxanide",-0.389132340052585,1,-0.389132340052585,NA,-0.389132340052585
"235","TG-101348",-0.377621969033012,1,-0.377621969033012,NA,-0.377621969033012
"272","zibotentan",-0.369266725094946,1,-0.369266725094946,NA,-0.369266725094946
"187","prednisolone",-0.366053169734151,2,-0.366053169734151,0.424759849101892,-0.366053169734151
"97","fenbendazole",-0.364650891031259,1,-0.364650891031259,NA,-0.364650891031259
"139","mibefradil",-0.360736196319018,1,-0.360736196319018,NA,-0.360736196319018
"138","mianserin",-0.353023663453111,1,-0.353023663453111,NA,-0.353023663453111
"197","pyrvinium-pamoate",-0.34975167981303,2,-0.34975167981303,0.78659690371082,-0.34975167981303
"230","temsirolimus",-0.329301782062518,4,-0.399459538416594,0.456185263498886,-0.329301782062518
"16","antimycin-a",-0.314840782938942,1,-0.314840782938942,NA,-0.314840782938942
"236","thiotepa",-0.314490213263219,1,-0.314490213263219,NA,-0.314490213263219
"258","UCL-2077",-0.313993572889278,1,-0.313993572889278,NA,-0.313993572889278
"52","CL-218872",-0.313380075956763,1,-0.313380075956763,NA,-0.313380075956763
"159","nutlin-3",-0.309874379199532,2,-0.309874379199532,0.706982836089057,-0.309874379199532
"103","fluvastatin",-0.299722465673386,2,-0.299722465673386,0.469318111649932,-0.299722465673386
"200","ritanserin",-0.297370727432077,1,-0.297370727432077,NA,-0.297370727432077
"152","nilotinib",-0.293835816535203,1,-0.293835816535203,NA,-0.293835816535203
"151","neratinib",-0.287194468789561,1,-0.287194468789561,NA,-0.287194468789561
"227","tamoxifen",-0.284516505988899,1,-0.284516505988899,NA,-0.284516505988899
"91","ethambutol",-0.278673678060181,1,-0.278673678060181,NA,-0.278673678060181
"184","pizotifen",-0.275912941863862,2,-0.275912941863862,0.511707334991877,-0.275912941863862
"279","zuclopenthixol",-0.273006134969325,1,-0.273006134969325,NA,-0.273006134969325
"162","olaparib",-0.270315188106599,3,-0.461115980134385,0.622290350857439,-0.270315188106599
"234","tetrindole",-0.268448729184925,1,-0.268448729184925,NA,-0.268448729184925
