"","database","category","pval","qval","genes"
"146","GO_Biological_Process_2017","mitotic cell cycle (GO:0000278)",1.21295616889523e-13,9.93411102325191e-11,"CDT1,XRCC2,CDCA5,BUB1B,CDC6,KIF11,PKMYT1,NDC80,KIF15,AURKA,CENPE,TPX2,CENPF,KIF18B,KIF2C,NEK2"
"147","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",1.18825079094455e-11,4.86588698891794e-09,"CDCA5,BUB1B,CDCA8,NDC80,REC8,CDC20,CENPE,CENPF,CENPH,NUF2,BIRC5,CENPM,KIF2C,BUB1,MAD2L1"
"148","GO_Biological_Process_2017","G1/S transition of mitotic cell cycle (GO:0000082)",4.4460561611802e-10,9.74005980289629e-08,"CDT1,CDKN2C,PRIM1,CDC6,CDC25A,WEE1,DBF4,CDK4,MYC,EIF4EBP1,MCM4,MCM5,MCM2"
"149","GO_Biological_Process_2017","collagen catabolic process (GO:0030574)",4.75704996478451e-10,9.74005980289629e-08,"COL1A1,MRC2,MMP14,COL3A1,COL15A1,COL1A2,MMP15,MMP2,CTSK,COL5A2,COL6A3"
"150","GO_Biological_Process_2017","G2/M transition of mitotic cell cycle (GO:0000086)",5.09948840999877e-09,7.356741397385e-07,"PLK4,PKMYT1,FOXM1,CDC25A,AURKA,CCNA2,TPX2,CCNB2,CCNB1,WEE1,CDK1,NEK2,PHLDA1,NES"
"151","GO_Biological_Process_2017","DNA replication (GO:0006260)",5.38955413727839e-09,7.356741397385e-07,"FEN1,RNASEH2A,CDC6,CDC25A,TICRR,RECQL4,DBF4,CHEK1,CDK1,TIMELESS,MCM4,MCM5,MCM2"
"154","GO_Biological_Process_2017","regulation of cell cycle (GO:0051726)",1.88191853041985e-08,2.20184468059122e-06,"CCNB2,CENPF,WEE1,CCNB1,MYBL2,PKMYT1,FOXM1,PRR11,DTL,CDC25A"
"156","GO_Biological_Process_2017","microtubule-based movement (GO:0007018)",2.21494765576835e-08,2.26755266259285e-06,"CENPE,KIF18B,RACGAP1,KIF26A,KIF4A,KIF23,KIF2C,KIF11,KIF20B,KIF15"
"157","GO_Biological_Process_2017","chromosome segregation (GO:0007059)",2.87836831068253e-08,2.6193151627211e-06,"TOP2A,CDT1,CENPE,CENPF,NUF2,HJURP,NEK2,KIF11,NDC80"
"155","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",1.8389485009198e-07,1.50609882225332e-05,"FBN2,LUM,ELN,TNC,NID2,COL1A1,BCAN,ACAN,COL3A1,COL1A2,COL5A2,PXDN,COL6A3"
"162","GO_Biological_Process_2017","metaphase plate congression (GO:0051310)",2.85132122112024e-07,2.12293825463407e-05,"CENPE,CENPF,KIF2C,FAM83D,NDC80"
"171","GO_Biological_Process_2017","positive regulation of ossification (GO:0045778)",1.54657559163602e-06,0.000102440037596538,"BMP4,BMP2,WNT5A,SOX11"
"160","GO_Biological_Process_2017","extracellular matrix disassembly (GO:0022617)",1.70624297030845e-06,0.000102440037596538,"FBN2,BCAN,ACAN,ADAMTS5,MMP14,MMP15,MMP2,ELN,CTSK"
"153","GO_Biological_Process_2017","DNA repair (GO:0006281)",1.75111175378698e-06,0.000102440037596538,"RAD51AP1,RECQL4,FEN1,FANCD2,XRCC2,CHEK1,FANCA,CDK1,NUDT1,RAD54L,TICRR"
"161","GO_Biological_Process_2017","kidney development (GO:0001822)",2.39795485788431e-06,0.000130928335240484,"BMP4,CENPF,ACE,SIX1,HAS2,SULF1,STRA6"
"159","GO_Biological_Process_2017","skeletal system development (GO:0001501)",2.85996666755422e-06,0.000146394543795432,"COL1A1,BCAN,ACAN,POSTN,BMP2,COL1A2,IGF2,SOX11,SOX4,DLL3"
"194","GO_Biological_Process_2017","attachment of mitotic spindle microtubules to kinetochore (GO:0051315)",5.43942657584731e-06,0.000262052374448173,"CENPE,CDT1,KIF2C,NDC80"
"163","GO_Biological_Process_2017","regulation of mitotic nuclear division (GO:0007088)",1.11299399610573e-05,0.000506412268228107,"NEK2,FBXO5,PKMYT1,MKI67,KIF20B"
"168","GO_Biological_Process_2017","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)",1.42308343380042e-05,0.000613423859096076,"CDT1,RRM2,CDC6,FBXO5,TYMS"
"170","GO_Biological_Process_2017","regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)",1.79659908064544e-05,0.000735707323524309,"CDC20,CCNB1,UBE2C,CDK1,FBXO5"
"152","GO_Biological_Process_2017","positive regulation of transcription, DNA-templated (GO:0045893)",1.93202147501486e-05,0.000753488375255796,"RET,FZD2,MSTN,F2R,WNT5A,SIX1,SOX11,FOXM1,BRCA2,COL1A1,BMP4,AR,BMP2,MYCN,MYC,ATOH8,SOX8,TCF3,TP53,SOX4"
"173","GO_Biological_Process_2017","collagen fibril organization (GO:0030199)",2.24220850316049e-05,0.000784014926724904,"COL1A1,COL3A1,COL1A2,LUM,COL5A2"
"164","GO_Biological_Process_2017","anaphase-promoting complex-dependent catabolic process (GO:0031145)",2.2974796387543e-05,0.000784014926724904,"CDC20,CCNB1,PTTG1,UBE2C,CDK1,BUB1B,MAD2L1,AURKA"
"165","GO_Biological_Process_2017","retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)",2.2974796387543e-05,0.000784014926724904,"CENPE,RACGAP1,KIF26A,KIF4A,KIF23,KIF2C,KIF11,KIF15"
"787","GO_Biological_Process_2017","regulation of mitotic centrosome separation (GO:0046602)",3.07641050312272e-05,0.001007832080823,"CHEK1,NEK2,KIF11"
"174","GO_Biological_Process_2017","glycosaminoglycan metabolic process (GO:0030203)",4.94079902880004e-05,0.00155635169407201,"CHST9,BCAN,GPC3,SDC1,GPC2"
"169","GO_Biological_Process_2017","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)",5.4126329918938e-05,0.00164183200754112,"CENPE,RACGAP1,KIF26A,KIF4A,KIF23,KIF2C,KIF11,KIF15"
"570","GO_Biological_Process_2017","dendritic spine development (GO:0060996)",6.08576185107203e-05,0.00175655788791098,"EPHB2,EPHB1,EPHB3"
"166","GO_Biological_Process_2017","double-strand break repair via homologous recombination (GO:0000724)",6.21980204510603e-05,0.00175655788791098,"GEN1,RAD51AP1,RECQL4,FEN1,XRCC2,TONSL,BRCA2"
"178","GO_Biological_Process_2017","mitotic cytokinesis (GO:0000281)",6.99388458090055e-05,0.00190933049058585,"RACGAP1,KIF4A,CKAP2,NUSAP1,KIF23"
"176","GO_Biological_Process_2017","mitotic spindle organization (GO:0007052)",8.23921898593305e-05,0.00217674849983199,"CCNB1,KIF11,WDR62,NDC80,AURKA"
"172","GO_Biological_Process_2017","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)",8.99021091084118e-05,0.00230093210499342,"CDC20,CCNB1,UBE2C,CDK1,BUB1B,FBXO5,MAD2L1"
"193","GO_Biological_Process_2017","mitotic sister chromatid segregation (GO:0000070)",9.36203558706556e-05,0.00232348701388082,"KIF18B,ESPL1,NUSAP1,NDC80"
"556","GO_Biological_Process_2017","positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267)",0.000105340900693244,0.0024649770762219,"GEN1,NDC80,MAD2L1"
"594","GO_Biological_Process_2017","regulation of mitotic metaphase/anaphase transition (GO:0030071)",0.000105340900693244,0.0024649770762219,"CENPE,UBE2C,CDC6"
"190","GO_Biological_Process_2017","branching involved in ureteric bud morphogenesis (GO:0001658)",0.000118980739767276,0.00270681182970554,"BMP4,BMP2,MYC,SIX1"
"158","GO_Biological_Process_2017","negative regulation of transcription, DNA-templated (GO:0045892)",0.000122882911267005,0.00272002984669398,"WNT5A,FOXM1,BMP4,CENPF,BMP2,SFRP2,HEY1,ZNF93,ATOH8,TIMELESS,BIRC5,ID3,SOX8,TP53,MDFI,EZH2,HMX1"
"177","GO_Biological_Process_2017","positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)",0.000137876473228682,0.00297160083090238,"CDC20,CCNB1,UBE2C,CDK1,BUB1B,FBXO5,MAD2L1"
"262","GO_Biological_Process_2017","DNA strand elongation involved in DNA replication (GO:0006271)",0.000166711054047712,0.00350093213500195,"GINS1,GINS2,GINS4"
"187","GO_Biological_Process_2017","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)",0.000184068703320472,0.00376880670048667,"PCDHB2,PCDHB5,PCDHB3,PCDHB9"
"184","GO_Biological_Process_2017","mitotic metaphase plate congression (GO:0007080)",0.000223780300610634,0.00447014795610022,"CENPE,CCNB1,CDCA5,CDCA8,KIF2C"
