"","database","category","pval","qval","genes"
"129","GO_Biological_Process_2017","calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)",8.89897053919311e-05,0.0420031409449915,"RIMS2,RIMS1,SYTL1,SYTL5,SYTL2"
"130","GO_Biological_Process_2017","cilium movement (GO:0003341)",0.000404181727193878,0.0953868876177553,"MAATS1,DNAAF1,CCDC114,WDR66"
"135","GO_Biological_Process_2017","negative regulation of growth (GO:0045926)",0.000735032485967443,0.107367326161457,"MT1M,MT1G,MT1E"
"131","GO_Biological_Process_2017","cellular response to zinc ion (GO:0071294)",0.000909892594588618,0.107367326161457,"MT1M,MT1G,MT1E"
"136","GO_Biological_Process_2017","positive regulation of excitatory postsynaptic potential (GO:2000463)",0.00133365332242812,0.125896873637215,"RIMS2,RIMS1,SHANK1"
"134","GO_Biological_Process_2017","neurotransmitter secretion (GO:0007269)",0.00201938775310785,0.136990355067338,"RIMS1,SNPH,APBA1,PPFIA4"
"132","GO_Biological_Process_2017","chemical synaptic transmission (GO:0007268)",0.00203163662176137,0.136990355067338,"UNC13C,KIF5A,KCNC4,CRH,KCNN1,HTR2C,LPAR3,APBA1"
"148","GO_Biological_Process_2017","cellular response to caffeine (GO:0071313)",0.0034633960868057,0.166212831814012,"CASQ2,RYR3"
"133","GO_Biological_Process_2017","positive regulation of ERK1 and ERK2 cascade (GO:0070374)",0.00348657252453592,0.166212831814012,"NECAB2,ANGPT1,THPO,HTR2C,TEK,SLC30A10,FGFR3"
"137","GO_Biological_Process_2017","axonemal dynein complex assembly (GO:0070286)",0.00457789579148761,0.166212831814012,"DNAAF1,DRC1"
"142","GO_Biological_Process_2017","calcium ion regulated exocytosis (GO:0017156)",0.00457789579148761,0.166212831814012,"RIMS2,RIMS1"
"143","GO_Biological_Process_2017","regulation of calcium-mediated signaling (GO:0050848)",0.00457789579148761,0.166212831814012,"GPR143,RGN"
"144","GO_Biological_Process_2017","serotonin receptor signaling pathway (GO:0007210)",0.00457789579148761,0.166212831814012,"HTR2C,HTR3A"
"139","GO_Biological_Process_2017","muscle contraction (GO:0006936)",0.00528219319065376,0.172131943058115,"CKMT2,ACTA1,DES,MYH11,SNTA1"
"140","GO_Biological_Process_2017","regulation of synaptic vesicle exocytosis (GO:2000300)",0.00583498112061406,0.172131943058115,"RIMS2,RIMS1"
"155","GO_Biological_Process_2017","negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)",0.00583498112061406,0.172131943058115,"FKBP1B,CASQ2"
"138","GO_Biological_Process_2017","cilium-dependent cell motility (GO:0060285)",0.00723073822417484,0.189606024545029,"DNAH2,DRC1"
"146","GO_Biological_Process_2017","creatine metabolic process (GO:0006600)",0.00723073822417484,0.189606024545029,"CKMT2,CKM"
"141","GO_Biological_Process_2017","regulation of calcium ion-dependent exocytosis (GO:0017158)",0.00841456091594566,0.209035408017176,"SYTL1,SYTL5,SYTL2"
"145","GO_Biological_Process_2017","microtubule-based movement (GO:0007018)",0.00897720641268757,0.211862071339427,"KIFC2,KIF5C,KIF5A,DYNLRB2"
"164","GO_Biological_Process_2017","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)",0.0104229989846536,0.223620705488932,"FKBP1B,CASQ2"
"168","GO_Biological_Process_2017","long-term memory (GO:0007616)",0.0104229989846536,0.223620705488932,"RGS14,SHANK1"
"149","GO_Biological_Process_2017","regulated exocytosis (GO:0045055)",0.0122120575481502,0.240170465113621,"RIMS1,RAB26"
"161","GO_Biological_Process_2017","organic cation transport (GO:0015695)",0.0122120575481502,0.240170465113621,"SLC22A3,RHCG"
"154","GO_Biological_Process_2017","regulation of AMPA receptor activity (GO:2000311)",0.0141248950584594,0.246924091392328,"CNIH2,SHANK1"
"159","GO_Biological_Process_2017","synaptic vesicle exocytosis (GO:0016079)",0.0141248950584594,0.246924091392328,"UNC13C,RIMS1"
"165","GO_Biological_Process_2017","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)",0.0141248950584594,0.246924091392328,"FKBP1B,CASQ2"
"601","GO_Cellular_Component_2017","presynaptic active zone (GO:0048786)",4.69664892625874e-05,0.00605867711487378,"RIMS2,UNC13C,RIMS1,PPFIA4"
"602","GO_Cellular_Component_2017","axoneme (GO:0005930)",0.000162056961059994,0.0104526739883696,"MAATS1,SPEF1,DNAAF1,CCDC114,DRC1,WDR66"
"603","GO_Cellular_Component_2017","exocytic vesicle (GO:0070382)",0.000735032485967443,0.0316063968966,"SYTL1,SYTL5,SYTL2"
"604","GO_Cellular_Component_2017","sarcoplasmic reticulum membrane (GO:0033017)",0.00217166229576094,0.0474974059567897,"FKBP1B,CASQ2,RYR3"
"606","GO_Cellular_Component_2017","melanosome (GO:0042470)",0.00217166229576094,0.0474974059567897,"GPR143,SYTL1,SYTL2"
"605","GO_Cellular_Component_2017","dendritic spine (GO:0043197)",0.00220918167240882,0.0474974059567897,"RGS14,CNIH2,SYNPO,SHANK1"
"608","GO_Cellular_Component_2017","motile cilium (GO:0031514)",0.00309149878804183,0.0569719062367709,"RSPH1,MAATS1,INTU,WDR66"
"611","GO_Cellular_Component_2017","microvillus (GO:0005902)",0.00769943595940216,0.12415340484536,"ANGPT1,TEK,RAPGEF3"
"609","GO_Cellular_Component_2017","bicellular tight junction (GO:0005923)",0.0105685209731942,0.139044851592185,"CLDN10,EPCAM,FRMPD2,CLDN1"
"607","GO_Cellular_Component_2017","basolateral plasma membrane (GO:0016323)",0.0107786706660608,0.139044851592185,"EPCAM,FRMPD2,TEK,RHCG,CLDN1"
"610","GO_Cellular_Component_2017","Z disc (GO:0030018)",0.0123316374590566,0.144616475656209,"DES,FKBP1B,CASQ2,SYNPO"
"612","GO_Cellular_Component_2017","kinesin complex (GO:0005871)",0.0176951301373683,0.190222648976709,"KIFC2,KIF5C,KIF5A"
"615","GO_Cellular_Component_2017","extrinsic component of plasma membrane (GO:0019897)",0.0205710437601305,0.204128049619757,"SYTL1,SYTL2"
"614","GO_Cellular_Component_2017","calcium channel complex (GO:0034704)",0.0254243573875778,0.234267293071253,"FKBP1B,CASQ2"
