"","database","category","pval","qval","genes"
"62","GO_Biological_Process_2017","mitotic chromosome condensation (GO:0007076)",1.64878915658858e-05,0.00263806265054174,"CDCA5,NUSAP1,NCAPH"
"63","GO_Biological_Process_2017","positive regulation of protein localization to plasma membrane (GO:1903078)",0.000319392506297565,0.0255514005038052,"TREM2,EGFR"
"64","GO_Biological_Process_2017","CENP-A containing nucleosome assembly (GO:0034080)",0.00583691484946116,0.182653230042806,"CENPU,CENPM"
"65","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",0.00670062193776789,0.182653230042806,"CENPU,CDCA5,CENPM"
"87","GO_Biological_Process_2017","lens morphogenesis in camera-type eye (GO:0002089)",0.0195965343527764,0.182653230042806,"SOX11"
"97","GO_Biological_Process_2017","regulation of Ras protein signal transduction (GO:0046578)",0.0195965343527764,0.182653230042806,"FOXM1"
"124","GO_Biological_Process_2017","noradrenergic neuron differentiation (GO:0003357)",0.0195965343527764,0.182653230042806,"SOX11"
"69","GO_Biological_Process_2017","negative regulation of stress-activated MAPK cascade (GO:0032873)",0.0234700964319719,0.182653230042806,"FOXM1"
"81","GO_Biological_Process_2017","establishment of epithelial cell polarity (GO:0090162)",0.0234700964319719,0.182653230042806,"FERMT1"
"98","GO_Biological_Process_2017","prepulse inhibition (GO:0060134)",0.0234700964319719,0.182653230042806,"GRID2"
"215","GO_Biological_Process_2017","regulation of cell cycle arrest (GO:0071156)",0.0234700964319719,0.182653230042806,"FOXM1"
"67","GO_Biological_Process_2017","positive regulation of double-strand break repair (GO:2000781)",0.0273285470855544,0.182653230042806,"FOXM1"
"72","GO_Biological_Process_2017","positive regulation of ossification (GO:0045778)",0.0273285470855544,0.182653230042806,"SOX11"
"80","GO_Biological_Process_2017","telomere maintenance via telomere lengthening (GO:0010833)",0.0273285470855544,0.182653230042806,"RAD51"
"91","GO_Biological_Process_2017","cornea development in camera-type eye (GO:0061303)",0.0273285470855544,0.182653230042806,"SOX11"
"92","GO_Biological_Process_2017","positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle (GO:0031659)",0.0273285470855544,0.182653230042806,"EGFR"
"118","GO_Biological_Process_2017","keratinocyte proliferation (GO:0043616)",0.0273285470855544,0.182653230042806,"FERMT1"
"182","GO_Biological_Process_2017","strand invasion (GO:0042148)",0.0273285470855544,0.182653230042806,"RAD51"
"68","GO_Biological_Process_2017","positive regulation of catenin import into nucleus (GO:0035413)",0.0311719445167519,0.182653230042806,"EGFR"
"71","GO_Biological_Process_2017","mitotic sister chromatid cohesion (GO:0007064)",0.0311719445167519,0.182653230042806,"CDCA5"
"75","GO_Biological_Process_2017","positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)",0.0311719445167519,0.182653230042806,"EGFR"
"76","GO_Biological_Process_2017","DNA strand elongation involved in DNA replication (GO:0006271)",0.0311719445167519,0.182653230042806,"GINS1"
"77","GO_Biological_Process_2017","eyelid development in camera-type eye (GO:0061029)",0.0311719445167519,0.182653230042806,"SOX11"
"89","GO_Biological_Process_2017","regulation of peptidyl-tyrosine phosphorylation (GO:0050730)",0.0311719445167519,0.182653230042806,"EGFR"
"216","GO_Biological_Process_2017","protein insertion into membrane (GO:0051205)",0.0311719445167519,0.182653230042806,"EGFR"
"86","GO_Biological_Process_2017","embryonic skeletal system morphogenesis (GO:0048704)",0.0350003466951706,0.182653230042806,"SOX11"
"201","GO_Biological_Process_2017","embryonic digestive tract morphogenesis (GO:0048557)",0.0350003466951706,0.182653230042806,"SOX11"
"217","GO_Biological_Process_2017","excitatory postsynaptic potential (GO:0060079)",0.0350003466951706,0.182653230042806,"GRID2"
"220","GO_Biological_Process_2017","spinal cord development (GO:0021510)",0.0350003466951706,0.182653230042806,"SOX11"
"73","GO_Biological_Process_2017","dendritic cell differentiation (GO:0097028)",0.0388138113840963,0.182653230042806,"TREM2"
"78","GO_Biological_Process_2017","positive regulation of calcium-mediated signaling (GO:0050850)",0.0388138113840963,0.182653230042806,"TREM2"
"83","GO_Biological_Process_2017","sympathetic nervous system development (GO:0048485)",0.0388138113840963,0.182653230042806,"SOX11"
"84","GO_Biological_Process_2017","somite development (GO:0061053)",0.0388138113840963,0.182653230042806,"SOX11"
"197","GO_Biological_Process_2017","negative regulation of transcription regulatory region DNA binding (GO:2000678)",0.0388138113840963,0.182653230042806,"SOX11"
"82","GO_Biological_Process_2017","protein kinase C signaling (GO:0070528)",0.042612396119603,0.186661041122487,"PLVAP"
"206","GO_Biological_Process_2017","neural crest cell development (GO:0014032)",0.042612396119603,0.186661041122487,"SOX11"
"145","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",0.0463961582258177,0.186661041122487,"FOXM1"
"218","GO_Biological_Process_2017","mitotic recombination (GO:0006312)",0.0463961582258177,0.186661041122487,"RAD51"
"153","GO_Biological_Process_2017","glutamate receptor signaling pathway (GO:0007215)",0.0501651548016683,0.186661041122487,"GRID2"
"155","GO_Biological_Process_2017","positive regulation of neurogenesis (GO:0050769)",0.0501651548016683,0.186661041122487,"SOX11"
"181","GO_Biological_Process_2017","regulation of JNK cascade (GO:0046328)",0.0501651548016683,0.186661041122487,"EGFR"
"202","GO_Biological_Process_2017","negative regulation of ERBB signaling pathway (GO:1901185)",0.0501651548016683,0.186661041122487,"EGFR"
"203","GO_Biological_Process_2017","regulation of reactive oxygen species metabolic process (GO:2000377)",0.0501651548016683,0.186661041122487,"FOXM1"
"208","GO_Biological_Process_2017","regulation of double-strand break repair via homologous recombination (GO:0010569)",0.053919442728574,0.192196928910498,"RAD51"
"94","GO_Biological_Process_2017","positive regulation of protein dephosphorylation (GO:0035307)",0.0576590786731495,0.192196928910498,"CDCA2"
"150","GO_Biological_Process_2017","positive regulation of NIK/NF-kappaB signaling (GO:1901224)",0.0576590786731495,0.192196928910498,"EGFR"
"173","GO_Biological_Process_2017","regulation of neuron apoptotic process (GO:0043523)",0.0576590786731495,0.192196928910498,"GRID2"
"209","GO_Biological_Process_2017","phosphatidylinositol phosphorylation (GO:0046854)",0.0576590786731495,0.192196928910498,"PI4K2B"
