"","database","category","pval","qval","genes"
"142","GO_Biological_Process_2017","regulation of sensory perception of pain (GO:0051930)",0.000110687532212045,0.034481901620344,"TMEM100,F2R,CCL3"
"145","GO_Biological_Process_2017","protein localization to kinetochore (GO:0034501)",0.000110687532212045,0.034481901620344,"CDK1,BUB1B,AURKB"
"141","GO_Biological_Process_2017","regulation of chromosome segregation (GO:0051983)",0.000164460580065234,0.034481901620344,"MKI67,BUB1,AURKB"
"144","GO_Biological_Process_2017","cellular response to BMP stimulus (GO:0071773)",0.000227732811153472,0.0358109845538834,"TMEM100,BMP4,BMP2,ADAMTS12"
"140","GO_Biological_Process_2017","negative regulation of transcription, DNA-templated (GO:0045892)",0.000827742426784554,0.083395685343063,"TFAP2A,MSX2,TNF,BMP4,BMP2,SFRP2,HEY1,ZNF93,ATOH8,BIRC5,ID3,CD38,MDFI,EZH2"
"147","GO_Biological_Process_2017","mitotic cell cycle (GO:0000278)",0.000829333833328047,0.083395685343063,"TPX2,KIF18B,PBK,BUB1B,KIF11,NDC80"
"148","GO_Biological_Process_2017","mitotic spindle assembly (GO:0090307)",0.00100491089575557,0.083395685343063,"TPX2,BIRC5,MYBL2,KIF11"
"150","GO_Biological_Process_2017","branching involved in ureteric bud morphogenesis (GO:0001658)",0.00146701175887515,0.083395685343063,"BMP4,BMP2,MYC"
"151","GO_Biological_Process_2017","positive regulation of calcium ion transport (GO:0051928)",0.00146701175887515,0.083395685343063,"F2R,CCL4,CCL3"
"149","GO_Biological_Process_2017","osteoblast differentiation (GO:0001649)",0.00156349668831106,0.083395685343063,"BMP4,BMP2,MSX2,TNC,CCL3"
"297","GO_Biological_Process_2017","positive regulation of natural killer cell chemotaxis (GO:2000503)",0.00159101466473252,0.083395685343063,"CCL4,CCL3"
"302","GO_Biological_Process_2017","telencephalon development (GO:0021537)",0.00159101466473252,0.083395685343063,"BMP4,BMP2"
"156","GO_Biological_Process_2017","spindle organization (GO:0007051)",0.00172569707195591,0.0834971890969437,"TTK,KIF11,AURKB"
"314","GO_Biological_Process_2017","negative regulation of cytokinesis (GO:0032466)",0.00236637666128174,0.106317922853301,"AURKB,E2F8"
"153","GO_Biological_Process_2017","Notch signaling pathway (GO:0007219)",0.00280609069236259,0.108750491334134,"BMP2,MAML2,HEY1,MYC"
"158","GO_Biological_Process_2017","SMAD protein signal transduction (GO:0060395)",0.00280609069236259,0.108750491334134,"BMP4,BMP2,MSTN,ATOH8"
"155","GO_Biological_Process_2017","positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)",0.00303672420062023,0.108750491334134,"BMP4,BMP2,MSTN,TTK"
"157","GO_Biological_Process_2017","chromosome segregation (GO:0007059)",0.0032799712917533,0.108750491334134,"TOP2A,HJURP,KIF11,NDC80"
"181","GO_Biological_Process_2017","positive regulation of ossification (GO:0045778)",0.00328499099419484,0.108750491334134,"BMP4,BMP2"
"173","GO_Biological_Process_2017","positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)",0.00434309214848081,0.130085950542592,"BMP4,EGFR"
"225","GO_Biological_Process_2017","epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)",0.00434309214848081,0.130085950542592,"BMP4,HEY1"
"161","GO_Biological_Process_2017","cardiac epithelial to mesenchymal transition (GO:0060317)",0.00553698688245943,0.145087797585212,"BMP2,HEY1"
"207","GO_Biological_Process_2017","attachment of spindle microtubules to kinetochore (GO:0008608)",0.00553698688245943,0.145087797585212,"NDC80,AURKB"
"212","GO_Biological_Process_2017","negative regulation of myoblast differentiation (GO:0045662)",0.00553698688245943,0.145087797585212,"BMP4,MSTN"
"163","GO_Biological_Process_2017","positive regulation of bone mineralization (GO:0030501)",0.00651942836201251,0.145087797585212,"BMP4,TFAP2A,BMP2"
"171","GO_Biological_Process_2017","cardiac right ventricle morphogenesis (GO:0003215)",0.00686305300739495,0.145087797585212,"BMP4,SOX4"
"174","GO_Biological_Process_2017","positive regulation of calcium-mediated signaling (GO:0050850)",0.00686305300739495,0.145087797585212,"CCL4,CCL3"
