"","pert_iname","mean","n","median","sd","sRGES"
"61","CYT387",-1.16996137241536,1,-1.16996137241536,NA,-1.16996137241536
"119","kenpaullone",-1.12906157691434,1,-1.12906157691434,NA,-1.12906157691434
"10","amlodipine",-1.10395364689843,1,-1.10395364689843,NA,-1.10395364689843
"75","donepezil",-1.06407634628494,1,-1.06407634628494,NA,-1.06407634628494
"201","RO-28-1675",-1.05010224948875,1,-1.05010224948875,NA,-1.05010224948875
"206","rucaparib",-1.01908657123381,1,-1.01908657123381,NA,-1.01908657123381
"103","fluvastatin",-0.981765507839129,2,-0.981765507839129,0.133275408996649,-0.981765507839129
"22","AZ-628",-0.972051806407634,1,-0.972051806407634,NA,-0.972051806407634
"172","PD-0325901",-0.965235173824131,1,-0.965235173824131,NA,-0.965235173824131
"191","promazine",-0.955351056578051,1,-0.955351056578051,NA,-0.955351056578051
"234","tetrindole",-0.952965235173824,1,-0.952965235173824,NA,-0.952965235173824
"167","PAC-1",-0.940695296523517,1,-0.940695296523517,NA,-0.940695296523517
"125","lapatinib",-0.916155419222904,1,-0.916155419222904,NA,-0.916155419222904
"261","vemurafenib",-0.909225176096342,1,-0.909225176096342,NA,-0.909225176096342
"195","PX-12",-0.905930470347648,1,-0.905930470347648,NA,-0.905930470347648
"17","asiatic-acid",-0.895364689843217,1,-0.895364689843217,NA,-0.895364689843217
"192","PSB-06126",-0.874573960463531,1,-0.874573960463531,NA,-0.874573960463531
"79","DR-2313",-0.871506475800954,1,-0.871506475800954,NA,-0.871506475800954
"169","parbendazole",-0.86184957964099,1,-0.86184957964099,NA,-0.86184957964099
"117","irinotecan",-0.839127471029312,1,-0.839127471029312,NA,-0.839127471029312
"218","sildenafil",-0.838673028857078,1,-0.838673028857078,NA,-0.838673028857078
"132","mephenytoin",-0.832992501704158,1,-0.832992501704158,NA,-0.832992501704158
"241","torin-1",-0.832538059531924,1,-0.832538059531924,NA,-0.832538059531924
"101","FGIN-1-43",-0.822085889570552,1,-0.822085889570552,NA,-0.822085889570552
"39","camptothecin",-0.810838445807771,1,-0.810838445807771,NA,-0.810838445807771
"85","epothilone-a",-0.808452624403545,1,-0.808452624403545,NA,-0.808452624403545
"128","loratadine",-0.806066802999318,1,-0.806066802999318,NA,-0.806066802999318
"135","metitepine",-0.802999318336742,1,-0.802999318336742,NA,-0.802999318336742
"82","entinostat",-0.797546012269939,1,-0.797546012269939,NA,-0.797546012269939
"175","PF-562271",-0.785616905248807,1,-0.785616905248807,NA,-0.785616905248807
"13","amsacrine",-0.783571915473756,1,-0.783571915473756,NA,-0.783571915473756
"156","norgestimate",-0.783571915473756,1,-0.783571915473756,NA,-0.783571915473756
"209","saclofen",-0.78118609406953,1,-0.78118609406953,NA,-0.78118609406953
"121","L-368899",-0.779822767552829,1,-0.779822767552829,NA,-0.779822767552829
"140","mirtazapine",-0.773687798227675,1,-0.773687798227675,NA,-0.773687798227675
"5","AG-14361",-0.771301976823449,1,-0.771301976823449,NA,-0.771301976823449
"55","CMPD-1",-0.765507839127471,1,-0.765507839127471,NA,-0.765507839127471
"99","fenoterol",-0.76346284935242,1,-0.76346284935242,NA,-0.76346284935242
"164","olvanil",-0.760736196319018,1,-0.760736196319018,NA,-0.760736196319018
"279","zuclopenthixol",-0.760054533060668,1,-0.760054533060668,NA,-0.760054533060668
"159","nutlin-3",-0.747273346966599,2,-0.747273346966599,0.108692964660917,-0.747273346966599
"212","SB-216763",-0.740627130197682,1,-0.740627130197682,NA,-0.740627130197682
