"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"231","tetrindole","Phase 3","monoamine oxidase inhibitor","MAOA",-0.952965235173824,1,-0.952965235173824,NA,-0.952965235173824
"190","promazine","Launched","dopamine receptor antagonist","ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR2A|HTR2C",-0.939234589541338,1,-0.939234589541338,NA,-0.939234589541338
"102","fluvastatin","Launched","HMGCR inhibitor","HMGCR",-0.92842535787321,2,-0.92842535787321,0.00733341826822123,-0.92842535787321
"74","donepezil","Launched","acetylcholinesterase inhibitor","ACHE|HTR2A",-0.881536663745253,1,-0.881536663745253,NA,-0.881536663745253
"17","asiatic-acid","Preclinical","apoptosis stimulant","PYGM",-0.879491673970202,1,-0.879491673970202,NA,-0.879491673970202
"131","mephenytoin","Launched","hydantoin antiepileptic","SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A",-0.86473853345019,1,-0.86473853345019,NA,-0.86473853345019
"78","DR-2313","Preclinical","PARP inhibitor","PARP1|PARP3",-0.863569967864446,1,-0.863569967864446,NA,-0.863569967864446
"10","amlodipine","Launched","calcium channel blocker","CA1|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA2D3|CACNB1|CACNB2|SMPD1",-0.86189015483494,1,-0.86189015483494,NA,-0.86189015483494
"203","rucaparib","Phase 3","PARP inhibitor","PARP1|PARP2",-0.860356412503652,1,-0.860356412503652,NA,-0.860356412503652
"166","PAC-1","Phase 1","caspase activator","CASP3",-0.845457201285422,1,-0.845457201285422,NA,-0.845457201285422
"98","fenoterol","Withdrawn","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3",-0.830923166812737,1,-0.830923166812737,NA,-0.830923166812737
"124","lapatinib","Launched","EGFR inhibitor","EGFR|ERBB2",-0.82719836400818,1,-0.82719836400818,NA,-0.82719836400818
"191","PSB-06126","Preclinical","NTPDase inhibitor","ENTPD3",-0.819018404907975,1,-0.819018404907975,NA,-0.819018404907975
"238","torin-1","Preclinical","mTOR inhibitor","MTOR",-0.802074203914694,1,-0.802074203914694,NA,-0.802074203914694
"215","sildenafil","Launched","phosphodiesterase inhibitor","PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3",-0.762927256792287,1,-0.762927256792287,NA,-0.762927256792287
"206","saclofen","Preclinical","GABA receptor antagonist","GABBR1|GABBR2|KCTD12|KCTD16|KCTD8",-0.76132047911189,1,-0.76132047911189,NA,-0.76132047911189
"95","ezetimibe","Launched","cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist","ANPEP|NPC1L1|SOAT1",-0.759859772129711,1,-0.759859772129711,NA,-0.759859772129711
"174","PF-562271","Phase 1","focal adhesion kinase inhibitor","PTK2|PTK2B",-0.753870873502775,1,-0.753870873502775,NA,-0.753870873502775
