"","database","category","pval","qval","genes"
"111","GO_Biological_Process_2017","muscle filament sliding (GO:0030049)",1.31995863446734e-06,0.000393347673071268,"ACTA1,MYH2,MYL1,MYL2,TNNT3,TNNI1,MYH6"
"112","GO_Biological_Process_2017","peptide cross-linking (GO:0018149)",5.86290097329122e-06,0.000873572245020392,"LCE2B,LCE2C,SPRR3,KRT2,KRT1,C1ORF68,LELP1"
"113","GO_Biological_Process_2017","regulation of striated muscle contraction (GO:0006942)",0.000175226569929951,0.0174058392797084,"MYL2,TNNT3,TNNI1"
"114","GO_Biological_Process_2017","epidermis development (GO:0008544)",0.000577671847983636,0.0430365526747809,"LCE2B,SPRR3,CALML5,KRT2,C1ORF68,KLK7"
"115","GO_Biological_Process_2017","keratinocyte differentiation (GO:0030216)",0.00186960606505165,0.111428521477078,"LCE2B,SPRR3,LCE2C,C1ORF68,LELP1"
"121","GO_Biological_Process_2017","opsonization (GO:0008228)",0.00321134219894381,0.136711425040751,"CRP,SFTPA1"
"136","GO_Biological_Process_2017","DNA packaging (GO:0006323)",0.00321134219894381,0.136711425040751,"PRM2,PRM1"
"143","GO_Biological_Process_2017","response to food (GO:0032094)",0.0044515820646817,0.165821431909393,"CLPS,CLPSL1"
"116","GO_Biological_Process_2017","regulation of ATPase activity (GO:0043462)",0.00587703389691891,0.194595122364648,"TNNT3,MYH6"
"127","GO_Biological_Process_2017","negative regulation of heterotypic cell-cell adhesion (GO:0034115)",0.00748192006979219,0.202692016436189,"ADIPOQ,MBP"
"131","GO_Biological_Process_2017","skin epidermis development (GO:0098773)",0.00748192006979219,0.202692016436189,"KRT2,KRT1"
"117","GO_Biological_Process_2017","muscle contraction (GO:0006936)",0.00895611157575842,0.212281292882578,"ACTA1,MYH2,MYL7,MYL1,MYH6"
"141","GO_Biological_Process_2017","thyroid hormone generation (GO:0006590)",0.00926059331366951,0.212281292882578,"TPO,IYD"
"118","GO_Biological_Process_2017","regulation of the force of heart contraction (GO:0002026)",0.0112075341281262,0.238560369298687,"MYL2,MYH6"
"409","GO_Cellular_Component_2017","cornified envelope (GO:0001533)",3.78621005755279e-05,0.00135756511189183,"LCE2B,SPRR3,LCE2C,KRT2,KRT1,C1ORF68,LELP1"
"410","GO_Cellular_Component_2017","sarcomere (GO:0030017)",4.4510331537437e-05,0.00135756511189183,"ACTA1,MYH2,MYL1,MYL2,MYH6"
"411","GO_Cellular_Component_2017","myofibril (GO:0030016)",0.000126969262312686,0.00258170833369129,"MYH2,MYL1,MYL2,MYH6"
"413","GO_Cellular_Component_2017","myosin complex (GO:0016459)",0.000259932291014485,0.00396396743797089,"MYL7,MYL2,MYH6"
"412","GO_Cellular_Component_2017","muscle myosin complex (GO:0005859)",0.000410818141989929,0.00501198133227713,"MYH1,MYH2,MYL1,MYH6"
"419","GO_Cellular_Component_2017","lamellar body (GO:0042599)",0.0044515820646817,0.0452577509909306,"SFTPB,SFTPA1"
"417","GO_Cellular_Component_2017","troponin complex (GO:0005861)",0.00587703389691891,0.0512141525302934,"TNNT3,TNNI1"
"416","GO_Cellular_Component_2017","clathrin-coated endocytic vesicle (GO:0045334)",0.0155847641382723,0.109828246509748,"SFTPB,SFTPA1"
"414","GO_Cellular_Component_2017","exocytic vesicle (GO:0070382)",0.0180046305753685,0.109828246509748,"SYTL1,SYTL5"
"415","GO_Cellular_Component_2017","endosome lumen (GO:0031904)",0.0180046305753685,0.109828246509748,"GH1,PRL"
"1","KEGG_2016","Fat digestion and absorption_Homo sapiens_hsa04975",0.000348238958930076,0.0327773535468929,"PNLIPRP1,LIPF,PNLIPRP2,CLPS,PNLIP"
"2","KEGG_2016","Pancreatic secretion_Homo sapiens_hsa04972",0.000595951882670781,0.0327773535468929,"PNLIPRP1,PNLIPRP2,CELA3A,CPA1,AMY2A,CTRB1,PNLIP"
