"","database","category","pval","qval","genes"
"159","GO_Biological_Process_2017","G1/S transition of mitotic cell cycle (GO:0000082)",5.96376115502806e-07,0.000477697268517748,"ORC6,CDC45,ORC1,CCND1,CCNE1,MCM4,MCM10,CDC6,MCM2,CDKN3"
"161","GO_Biological_Process_2017","DNA replication (GO:0006260)",3.71491420571889e-06,0.00148782313939041,"RNASEH2A,ORC6,CDC45,ORC1,MCM4,MCM10,CLSPN,CDC6,BRCA1,MCM2"
"162","GO_Biological_Process_2017","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)",1.42308343380042e-05,0.00379963276824712,"CDC45,ORC1,CCNE1,E2F1,CDC6"
"166","GO_Biological_Process_2017","DNA replication initiation (GO:0006270)",2.24220850316049e-05,0.00449002252757887,"ORC6,CDC45,ORC1,MCM10,MCM2"
"168","GO_Biological_Process_2017","spindle organization (GO:0007051)",0.000148971532247944,0.0238652394661206,"ASPM,SPAG5,TTK,AURKA"
"164","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",0.000257277700176504,0.0343465729735633,"COL1A1,COMP,VTN,IBSP,CDH1,COL11A1,FN1,TNR,ITGB6"
"167","GO_Biological_Process_2017","glutamate secretion (GO:0014047)",0.000385430886445176,0.0441043057203694,"RIMS1,SYT1,SLC1A1,SLC1A2"
"171","GO_Biological_Process_2017","endodermal cell differentiation (GO:0035987)",0.000529880092581943,0.0486680900531783,"VTN,COL11A1,FN1,MMP9"
"160","GO_Biological_Process_2017","positive regulation of transcription, DNA-templated (GO:0045893)",0.000546832472507621,0.0486680900531783,"STAT1,DLX5,GATA3,BRCA1,FOXM1,FOXP3,ESR1,PAX2,COL1A1,TOX3,SIX4,ZIC2,CDH1,LHX2,CCNE1,BAMBI,E2F1"
"172","GO_Biological_Process_2017","CENP-A containing nucleosome assembly (GO:0034080)",0.000813160144192421,0.0570996541847079,"CENPI,CENPM,OIP5,CENPA"
"173","GO_Biological_Process_2017","mitotic cytokinesis (GO:0000281)",0.000927501882398783,0.0570996541847079,"ANLN,KIF4A,KIF20A,CENPA"
"175","GO_Biological_Process_2017","ion transport (GO:0006811)",0.000948232684807696,0.0570996541847079,"SLC9A2,SLC15A1,TRPA1,SLC12A1,SLC1A1,SLC1A2"
"163","GO_Biological_Process_2017","negative regulation of apoptotic process (GO:0043066)",0.0010462344055457,0.0570996541847079,"HPN,DHCR24,PRLR,MMP9,PAX2,COMP,KRT18,PROC,SIX4,PAX7,CEACAM5,IL2RB,BIRC5"
"174","GO_Biological_Process_2017","mitotic spindle organization (GO:0007052)",0.00105270331835008,0.0570996541847079,"TTK,WDR62,NDC80,AURKA"
"176","GO_Biological_Process_2017","potassium ion transmembrane transport (GO:0071805)",0.00106928191357131,0.0570996541847079,"KCNG1,SLC9A2,KCNH2,HPN,HCN2"
"165","GO_Biological_Process_2017","positive regulation of gene expression (GO:0010628)",0.00130713093285306,0.0654382423259562,"RIMS1,LAMP3,HPN,E2F1,FN1,AGR2,RLN2,STAP1,BRCA1,EZR"
"177","GO_Biological_Process_2017","calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)",0.00167292173035399,0.0697942856404924,"RIMS1,RIMS4,SYT1,SYT13"
"169","GO_Biological_Process_2017","cellular protein metabolic process (GO:0044267)",0.00177786300867698,0.0697942856404924,"BPIFB2,PROC,TMEM132A,FN1,IGFALS,AFP,LYZ,MSLN,CP"
"182","GO_Biological_Process_2017","mitotic sister chromatid segregation (GO:0000070)",0.0018351205321307,0.0697942856404924,"SPAG5,SMC4,NDC80"
