"","pert_iname","mean","n","median","sd","sRGES"
"241","torin-1",-1.32856737105203,1,-1.32856737105203,NA,-1.32856737105203
"119","kenpaullone",-1.2450295387412,1,-1.2450295387412,NA,-1.2450295387412
"185","podophyllotoxin",-1.19509770506703,1,-1.19509770506703,NA,-1.19509770506703
"261","vemurafenib",-1.19189388775278,1,-1.19189388775278,NA,-1.19189388775278
"267","WYE-125132",-1.14080322653942,1,-1.14080322653942,NA,-1.14080322653942
"169","parbendazole",-1.0366791638264,1,-1.0366791638264,NA,-1.0366791638264
"18","AT-7519",-1.03068052715292,1,-1.03068052715292,NA,-1.03068052715292
"82","entinostat",-0.968302658486708,1,-0.968302658486708,NA,-0.968302658486708
"78","doxycycline",-0.923585548738923,1,-0.923585548738923,NA,-0.923585548738923
"22","AZ-628",-0.921915473755964,1,-0.921915473755964,NA,-0.921915473755964
"13","amsacrine",-0.918609406952965,1,-0.918609406952965,NA,-0.918609406952965
"165","OSI-027",-0.916090093160646,2,-0.916090093160646,0.618758600930935,-0.916090093160646
"201","RO-28-1675",-0.895023858214042,1,-0.895023858214042,NA,-0.895023858214042
"29","bisacodyl",-0.89052488070893,1,-0.89052488070893,NA,-0.89052488070893
"191","promazine",-0.883162917518746,1,-0.883162917518746,NA,-0.883162917518746
"161","NVP-TAE684",-0.875460122699387,2,-0.875460122699387,0.0114718073566734,-0.875460122699387
"172","PD-0325901",-0.855691888207226,1,-0.855691888207226,NA,-0.855691888207226
"85","epothilone-a",-0.855623721881391,1,-0.855623721881391,NA,-0.855623721881391
"128","loratadine",-0.850170415814588,1,-0.850170415814588,NA,-0.850170415814588
"75","donepezil",-0.837286980231766,1,-0.837286980231766,NA,-0.837286980231766
"96","ezetimibe",-0.830879345603272,1,-0.830879345603272,NA,-0.830879345603272
"135","metitepine",-0.818609406952965,1,-0.818609406952965,NA,-0.818609406952965
"114","IKK-2-inhibitor-V",-0.789911383776414,1,-0.789911383776414,NA,-0.789911383776414
"214","SDM25N",-0.781356509884117,1,-0.781356509884117,NA,-0.781356509884117
"126","lasalocid",-0.770381731424676,1,-0.770381731424676,NA,-0.770381731424676
"208","ryuvidine",-0.769870483980913,1,-0.769870483980913,NA,-0.769870483980913
"194","puromycin",-0.76278118609407,1,-0.76278118609407,NA,-0.76278118609407
"160","NVP-AUY922",-0.762511361054306,2,-0.762511361054306,0.408265396197352,-0.762511361054306
"192","PSB-06126",-0.760224948875255,1,-0.760224948875255,NA,-0.760224948875255
"240","topotecan",-0.758975232901613,3,-0.806169052488071,0.210816417692146,-0.758975232901613
"103","fluvastatin",-0.754430811179277,2,-0.754430811179277,0.051141124392565,-0.754430811179277
"127","lonidamine",-0.751874573960464,1,-0.751874573960464,NA,-0.751874573960464
"67","daunorubicin",-0.750477164280845,1,-0.750477164280845,NA,-0.750477164280845
"105","fostamatinib",-0.743697455123836,2,-0.743697455123836,0.587476235491938,-0.743697455123836
"30","bisindolylmaleimide-ix",-0.739366053169734,1,-0.739366053169734,NA,-0.739366053169734
"6","alvocidib",-0.716632583503749,1,-0.716632583503749,NA,-0.716632583503749
"116","immepip",-0.712985685071575,1,-0.712985685071575,NA,-0.712985685071575
"155","norethisterone",-0.697511929107021,1,-0.697511929107021,NA,-0.697511929107021
"209","saclofen",-0.69161554192229,1,-0.69161554192229,NA,-0.69161554192229
"134","methylene-blue",-0.689434219495569,1,-0.689434219495569,NA,-0.689434219495569
"143","mitoxantrone",-0.68667348329925,2,-0.68667348329925,0.0442001989330648,-0.68667348329925
"68","dequalinium",-0.685889570552147,1,-0.685889570552147,NA,-0.685889570552147
"136","MG-132",-0.683523630992957,2,-0.683523630992957,0.0423484821293443,-0.683523630992957
"23","azacitidine",-0.673892297205181,1,-0.673892297205181,NA,-0.673892297205181
"64","dacinostat",-0.672460804362645,1,-0.672460804362645,NA,-0.672460804362645
"46","cefotaxime",-0.655248807089298,1,-0.655248807089298,NA,-0.655248807089298
"218","sildenafil",-0.655186321290616,1,-0.655186321290616,NA,-0.655186321290616
"21","auranofin",-0.655146557600545,1,-0.655146557600545,NA,-0.655146557600545
"47","CGS-15943",-0.654328561690525,2,-0.654328561690525,0.256525036774016,-0.654328561690525
"253","TWS-119",-0.65095432856169,1,-0.65095432856169,NA,-0.65095432856169
"157","nortriptyline",-0.649147920927062,1,-0.649147920927062,NA,-0.649147920927062
"243","tosedostat",-0.644342194955692,1,-0.644342194955692,NA,-0.644342194955692
"104","forskolin",-0.631390593047035,2,-0.631390593047035,0.268093245873181,-0.631390593047035
"255","tyrphostin-AG-1478",-0.623858214042263,2,-0.623858214042263,0.0105077899317427,-0.623858214042263
"197","pyrvinium-pamoate",-0.620961145194274,2,-0.620961145194274,0.140409137941132,-0.620961145194274
"125","lapatinib",-0.619427402862986,1,-0.619427402862986,NA,-0.619427402862986
"164","olvanil",-0.618200408997955,1,-0.618200408997955,NA,-0.618200408997955
"215","selamectin",-0.617552828902522,1,-0.617552828902522,NA,-0.617552828902522
"235","TG-101348",-0.612201772324472,1,-0.612201772324472,NA,-0.612201772324472
"55","CMPD-1",-0.611417859577369,1,-0.611417859577369,NA,-0.611417859577369
"54","closantel",-0.60974778459441,1,-0.60974778459441,NA,-0.60974778459441
"93","everolimus",-0.60892978868439,1,-0.60892978868439,NA,-0.60892978868439
"176","PHA-793887",-0.60879345603272,1,-0.60879345603272,NA,-0.60879345603272
"265","WAY-161503",-0.607702794819359,1,-0.607702794819359,NA,-0.607702794819359
"65","dactinomycin",-0.599795501022495,1,-0.599795501022495,NA,-0.599795501022495
"10","amlodipine",-0.589945466939332,1,-0.589945466939332,NA,-0.589945466939332
"223","stavudine",-0.588445807770961,1,-0.588445807770961,NA,-0.588445807770961
"79","DR-2313",-0.588275391956374,1,-0.588275391956374,NA,-0.588275391956374
"20","ATPA",-0.581152010906612,1,-0.581152010906612,NA,-0.581152010906612
"189","prochlorperazine",-0.575835037491479,1,-0.575835037491479,NA,-0.575835037491479
"212","SB-216763",-0.575630538513974,1,-0.575630538513974,NA,-0.575630538513974
"34","bromperidol",-0.572972051806408,1,-0.572972051806408,NA,-0.572972051806408
"39","camptothecin",-0.569256987048398,1,-0.569256987048398,NA,-0.569256987048398
