"","pert_iname","mean","n","median","sd","sRGES"
"61","CYT387",-1.14314928425358,1,-1.14314928425358,NA,-1.14314928425358
"234","tetrindole",-0.952965235173824,1,-0.952965235173824,NA,-0.952965235173824
"191","promazine",-0.939234589541338,1,-0.939234589541338,NA,-0.939234589541338
"103","fluvastatin",-0.92842535787321,2,-0.92842535787321,0.00733341826822123,-0.92842535787321
"75","donepezil",-0.881536663745253,1,-0.881536663745253,NA,-0.881536663745253
"17","asiatic-acid",-0.879491673970202,1,-0.879491673970202,NA,-0.879491673970202
"132","mephenytoin",-0.86473853345019,1,-0.86473853345019,NA,-0.86473853345019
"79","DR-2313",-0.863569967864446,1,-0.863569967864446,NA,-0.863569967864446
"10","amlodipine",-0.86189015483494,1,-0.86189015483494,NA,-0.86189015483494
"206","rucaparib",-0.860356412503652,1,-0.860356412503652,NA,-0.860356412503652
"167","PAC-1",-0.845457201285422,1,-0.845457201285422,NA,-0.845457201285422
"201","RO-28-1675",-0.842389716622845,1,-0.842389716622845,NA,-0.842389716622845
"99","fenoterol",-0.830923166812737,1,-0.830923166812737,NA,-0.830923166812737
"125","lapatinib",-0.82719836400818,1,-0.82719836400818,NA,-0.82719836400818
"192","PSB-06126",-0.819018404907975,1,-0.819018404907975,NA,-0.819018404907975
"241","torin-1",-0.802074203914694,1,-0.802074203914694,NA,-0.802074203914694
"218","sildenafil",-0.762927256792287,1,-0.762927256792287,NA,-0.762927256792287
"209","saclofen",-0.76132047911189,1,-0.76132047911189,NA,-0.76132047911189
"96","ezetimibe",-0.759859772129711,1,-0.759859772129711,NA,-0.759859772129711
"175","PF-562271",-0.753870873502775,1,-0.753870873502775,NA,-0.753870873502775
"279","zuclopenthixol",-0.75211802512416,1,-0.75211802512416,NA,-0.75211802512416
"172","PD-0325901",-0.750949459538417,1,-0.750949459538417,NA,-0.750949459538417
"135","metitepine",-0.747443762781186,1,-0.747443762781186,NA,-0.747443762781186
"119","kenpaullone",-0.734443470639789,1,-0.734443470639789,NA,-0.734443470639789
"22","AZ-628",-0.731960268770085,1,-0.731960268770085,NA,-0.731960268770085
"151","neratinib",-0.729404031551271,1,-0.729404031551271,NA,-0.729404031551271
"156","norgestimate",-0.723269062226118,1,-0.723269062226118,NA,-0.723269062226118
"128","loratadine",-0.716768916155419,1,-0.716768916155419,NA,-0.716768916155419
"261","vemurafenib",-0.714431784983932,1,-0.714431784983932,NA,-0.714431784983932
"243","tosedostat",-0.706178790534619,1,-0.706178790534619,NA,-0.706178790534619
"212","SB-216763",-0.699970785860356,1,-0.699970785860356,NA,-0.699970785860356
"82","entinostat",-0.693835816535203,1,-0.693835816535203,NA,-0.693835816535203
"159","nutlin-3",-0.685692375109553,2,-0.685692375109553,0.0998274472709313,-0.685692375109553
"195","PX-12",-0.679739994157172,1,-0.679739994157172,NA,-0.679739994157172
"21","auranofin",-0.664621676891616,1,-0.664621676891616,NA,-0.664621676891616
"55","CMPD-1",-0.65439672801636,1,-0.65439672801636,NA,-0.65439672801636
"20","ATPA",-0.650598889862694,1,-0.650598889862694,NA,-0.650598889862694
"208","ryuvidine",-0.64943032427695,1,-0.64943032427695,NA,-0.64943032427695
"275","ZM-336372",-0.648882559158633,2,-0.648882559158633,0.218814740862357,-0.648882559158633
"5","AG-14361",-0.647020157756354,1,-0.647020157756354,NA,-0.647020157756354
"127","lonidamine",-0.639789658194566,1,-0.639789658194566,NA,-0.639789658194566
"197","pyrvinium-pamoate",-0.612510955302367,2,-0.612510955302367,0.14217535558038,-0.612510955302367
"101","FGIN-1-43",-0.607873210633947,1,-0.607873210633947,NA,-0.607873210633947
"246","trametinib",-0.60268770084721,1,-0.60268770084721,NA,-0.60268770084721
"223","stavudine",-0.600496640373941,1,-0.600496640373941,NA,-0.600496640373941
"164","olvanil",-0.594069529652352,1,-0.594069529652352,NA,-0.594069529652352
"140","mirtazapine",-0.591148115687993,1,-0.591148115687993,NA,-0.591148115687993
"124","lacidipine",-0.58070406076541,1,-0.58070406076541,NA,-0.58070406076541
"255","tyrphostin-AG-1478",-0.574203914694712,2,-0.574203914694712,0.0129109476553196,-0.574203914694712
"121","L-368899",-0.573473561203623,1,-0.573473561203623,NA,-0.573473561203623
"105","fostamatinib",-0.571465089103126,2,-0.571465089103126,0.0550006370116614,-0.571465089103126
"110","GSK-3-inhibitor-IX",-0.560619339760444,1,-0.560619339760444,NA,-0.560619339760444
"162","olaparib",-0.556480669977602,3,-0.623867952088811,0.144502709974429,-0.556480669977602
"227","tamoxifen",-0.55243938066024,1,-0.55243938066024,NA,-0.55243938066024
"85","epothilone-a",-0.551051709027169,1,-0.551051709027169,NA,-0.551051709027169
"34","bromperidol",-0.550467426234297,1,-0.550467426234297,NA,-0.550467426234297
"102","floxuridine",-0.535203038270523,1,-0.535203038270523,NA,-0.535203038270523
"165","OSI-027",-0.522239263803681,2,-0.522239263803681,0.663467778111567,-0.522239263803681
"49","cholic-acid",-0.500876424189308,1,-0.500876424189308,NA,-0.500876424189308
"8","AM-580",-0.499926964650891,1,-0.499926964650891,NA,-0.499926964650891
"222","STAT3-inhibitor-VI",-0.491673970201578,1,-0.491673970201578,NA,-0.491673970201578
"106","gaboxadol",-0.490651475314052,1,-0.490651475314052,NA,-0.490651475314052
"240","topotecan",-0.483859187846918,3,-0.513292433537832,0.172973751330461,-0.483859187846918
"265","WAY-161503",-0.474583698510079,1,-0.474583698510079,NA,-0.474583698510079
"112","hydroflumethiazide",-0.469325153374233,1,-0.469325153374233,NA,-0.469325153374233
"276","zolantidine",-0.468302658486707,1,-0.468302658486707,NA,-0.468302658486707
"139","mibefradil",-0.462167689161554,1,-0.462167689161554,NA,-0.462167689161554
"88","erythrosine",-0.461583406368682,1,-0.461583406368682,NA,-0.461583406368682
"181","pifithrin-alpha",-0.45822378030967,1,-0.45822378030967,NA,-0.45822378030967
"250","triciribine",-0.451504528191645,1,-0.451504528191645,NA,-0.451504528191645
"247","tretinoin",-0.4454425942156,1,-0.4454425942156,NA,-0.4454425942156
"146","MNITMT",-0.435144609991236,1,-0.435144609991236,NA,-0.435144609991236
"42","carbenoxolone",-0.4348524685948,1,-0.4348524685948,NA,-0.4348524685948
"244","tosufloxacin",-0.427987145778557,1,-0.427987145778557,NA,-0.427987145778557
"129","lylamine",-0.425065731814198,1,-0.425065731814198,NA,-0.425065731814198
"1","10-DEBC",-0.423605024832019,1,-0.423605024832019,NA,-0.423605024832019
