"","database","category","pval","qval","genes"
"129","GO_Biological_Process_2017","muscle contraction (GO:0006936)",2.05588222463607e-05,0.00703537895969946,"CKMT2,ACTA1,TRIM72,DES,MYH11,MYH6,TRDN,SNTA1"
"133","GO_Biological_Process_2017","negative regulation of growth (GO:0045926)",3.00863153234881e-05,0.00703537895969946,"MT1A,MT1M,MT1G,MT1E"
"130","GO_Biological_Process_2017","cellular response to zinc ion (GO:0071294)",4.05887247674969e-05,0.00703537895969946,"MT1A,MT1M,MT1G,MT1E"
"131","GO_Biological_Process_2017","calcium ion-regulated exocytosis of neurotransmitter (GO:0048791)",0.000104246450741308,0.01355203859637,"RIMS2,RIMS1,SYTL1,SYTL5,SYTL2"
"134","GO_Biological_Process_2017","negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)",0.000196687102378854,0.0204554586474008,"FKBP1B,CASQ2,TRDN"
"135","GO_Biological_Process_2017","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)",0.000499767062628281,0.0433131454277844,"FKBP1B,CASQ2,TRDN"
"132","GO_Biological_Process_2017","chemical synaptic transmission (GO:0007268)",0.000595790199888513,0.0442587005631467,"UNC13C,KIF5A,KCNC4,CRH,KCNN1,HTR2C,MYCBPAP,LPAR3,GRIK1"
"138","GO_Biological_Process_2017","positive regulation of excitatory postsynaptic potential (GO:2000463)",0.00146890038581486,0.066620518571745,"RIMS2,RIMS1,SHANK1"
"136","GO_Biological_Process_2017","microtubule-based movement (GO:0007018)",0.00154208380567519,0.066620518571745,"KIFC2,KIF5C,KIF5A,KIF1C,KIF12"
"137","GO_Biological_Process_2017","muscle filament sliding (GO:0030049)",0.00171690441870188,0.066620518571745,"ACTA1,DES,MYL2,MYH6"
"139","GO_Biological_Process_2017","cytoskeleton-dependent intracellular transport (GO:0030705)",0.00174505869047187,0.066620518571745,"KIF5C,KIF5A,KIF1C"
"305","GO_Biological_Process_2017","behavioral fear response (GO:0001662)",0.00179362934616237,0.066620518571745,"HTR2C,MAPK8IP2"
"340","GO_Biological_Process_2017","cellular ion homeostasis (GO:0006873)",0.00179362934616237,0.066620518571745,"P2RY2,RHCG"
"405","GO_Biological_Process_2017","regulation of cell communication by electrical coupling (GO:0010649)",0.00179362934616237,0.066620518571745,"CASQ2,TRDN"
"144","GO_Biological_Process_2017","regulation of heart rate (GO:0002027)",0.00238949669262051,0.0828358853441778,"CASQ2,MYH6,SNTA1"
