"","database","category","pval","qval","genes"
"153","GO_Biological_Process_2017","extracellular matrix organization (GO:0030198)",1.6876621815927e-17,1.43113752999061e-14,"FBN2,VCAM1,ITGA4,LUM,ELN,SERPINE1,TNC,FN1,LAMB1,NID1,HSPG2,NID2,HAPLN1,COL1A1,BCAN,ACAN,COL3A1,COL1A2,COL5A1,COL4A2,COL6A2,PXDN,COL6A3"
"155","GO_Biological_Process_2017","collagen catabolic process (GO:0030574)",3.10580301730779e-11,1.3168604793385e-08,"COL1A1,MRC2,MMP14,COL3A1,COL1A2,COL5A1,COL4A2,MMP15,MMP2,CTSK,COL6A2,COL6A3"
"154","GO_Biological_Process_2017","DNA replication (GO:0006260)",5.60821081148689e-11,1.58525425604696e-08,"PIF1,FEN1,RNASEH2A,CDC6,CDC25A,TICRR,RECQL4,DBF4,CHEK1,CDK2,TIMELESS,MCM4,MCM5,CLSPN,MCM2"
"156","GO_Biological_Process_2017","sister chromatid cohesion (GO:0007062)",1.89111729211922e-10,4.00916865929275e-08,"CDCA5,PLK1,CDCA8,REC8,CDC20,CENPE,CENPF,CENPH,NUF2,BIRC5,CENPM,KIF2C,MAD2L1,SPC25"
"157","GO_Biological_Process_2017","mitotic cell cycle (GO:0000278)",4.71129876910145e-10,7.72458343011586e-08,"CDT1,CDCA5,PLK1,CDC6,KIF11,PKMYT1,KIF15,AURKA,CENPE,TPX2,CENPF,KIF2C,NEK2"
"158","GO_Biological_Process_2017","G1/S transition of mitotic cell cycle (GO:0000082)",5.4655071439499e-10,7.72458343011586e-08,"CDT1,CDKN2C,CDC6,CDC25A,WEE1,DBF4,CDK4,MYC,CDK2,MCM4,MCM5,MCM2,CDKN3"
"159","GO_Biological_Process_2017","G2/M transition of mitotic cell cycle (GO:0000086)",6.80837393631186e-10,8.2478587114178e-08,"PLK4,PLK1,PKMYT1,FOXM1,CDC25A,AURKA,CCNA2,TPX2,CCNB1,WEE1,HAUS8,CDK2,NEK2,PHLDA1,NES"
"160","GO_Biological_Process_2017","extracellular matrix disassembly (GO:0022617)",1.32206982077381e-09,1.40139401002024e-07,"FBN2,BCAN,ACAN,ADAMTS5,MMP14,MMP15,MMP2,ELN,CTSK,FN1,NID1,HSPG2"
"163","GO_Biological_Process_2017","endodermal cell differentiation (GO:0035987)",8.02305042438499e-08,7.55949639986497e-06,"MMP14,ITGA4,COL4A2,MMP15,MMP2,FN1,LAMB1"
"164","GO_Biological_Process_2017","regulation of cell cycle (GO:0051726)",2.902532361924e-07,2.46134744291155e-05,"CENPF,WEE1,CCNB1,PLK1,PKMYT1,FOXM1,PRR11,CDC25A,GADD45G"
"167","GO_Biological_Process_2017","chromosome segregation (GO:0007059)",5.1025211377114e-07,3.93357993161752e-05,"TOP2A,CDT1,CENPE,CENPF,NUF2,NEK2,KIF11,SPC25"
"161","GO_Biological_Process_2017","cellular protein metabolic process (GO:0044267)",8.48255081024066e-07,5.9943359059034e-05,"MMP2,IGFBP2,TNC,IGF2,FN1,LAMB1,LYZ,SNCAIP,HSPG2,BMP4,VGF,STC2,GPC3,TGFBI"
"169","GO_Biological_Process_2017","collagen fibril organization (GO:0030199)",1.13935417788063e-06,7.43209494494442e-05,"COL1A1,COL3A1,COL1A2,COL5A1,LUM,LOXL2"
"166","GO_Biological_Process_2017","skeletal system development (GO:0001501)",3.32288316632143e-06,0.000201271780360041,"COL1A1,BCAN,ACAN,POSTN,BMP2,COL1A2,IGF2,SOX4,HAPLN1,DLL3"
"170","GO_Biological_Process_2017","microtubule-based movement (GO:0007018)",3.81410230403956e-06,0.000215623916921703,"CENPE,RACGAP1,KIF26A,KIF4A,KIF2C,KIF11,KIF20B,KIF15"
"171","GO_Biological_Process_2017","branching involved in ureteric bud morphogenesis (GO:0001658)",5.27510009208486e-06,0.000279580304880498,"BMP4,BMP2,GDNF,MYC,SIX1"
"172","GO_Biological_Process_2017","regulation of mitotic nuclear division (GO:0007088)",1.20754502305988e-05,0.000602351870326341,"NEK2,FBXO5,PKMYT1,MKI67,KIF20B"
"191","GO_Biological_Process_2017","metaphase plate congression (GO:0051310)",1.48736130662662e-05,0.00067386529738133,"CENPE,CENPF,KIF2C,FAM83D"
"174","GO_Biological_Process_2017","double-strand break repair (GO:0006302)",1.50983969932138e-05,0.00067386529738133,"FEN1,EME1,CDCA5,MND1,TRIP13,BRCA2,REC8"
"177","GO_Biological_Process_2017","regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)",1.94841086409399e-05,0.00082612620637585,"CDC20,CCNB1,PLK1,CDK2,FBXO5"
"179","GO_Biological_Process_2017","mitotic chromosome condensation (GO:0007076)",3.14725577917618e-05,0.00124709339409384,"CDCA5,NUSAP1,NCAPG,NCAPH"
"781","GO_Biological_Process_2017","regulation of mitotic centrosome separation (GO:0046602)",3.23538380543213e-05,0.00124709339409384,"CHEK1,NEK2,KIF11"
"162","GO_Biological_Process_2017","negative regulation of transcription, DNA-templated (GO:0045892)",4.65547611254156e-05,0.00171645380149358,"WNT5A,FOXM1,LOXL2,BMP4,CENPF,BMP2,SFRP2,HEY1,RARA,TIMELESS,BIRC5,ID3,SOX8,TRIB3,TP53,MDFI,LHX9,EZH2"
"178","GO_Biological_Process_2017","glycosaminoglycan metabolic process (GO:0030203)",5.3527240930227e-05,0.00189129584620135,"CHST9,BCAN,GPC3,SDC1,HSPG2"
"175","GO_Biological_Process_2017","osteoblast differentiation (GO:0001649)",5.69796137152761e-05,0.00193274849722216,"BMP4,MRC2,BMP2,LRRC17,TNC,SNAI2,SOX8"
"357","GO_Biological_Process_2017","enteric nervous system development (GO:0048484)",6.3990332598321e-05,0.00208706930936062,"GDNF,KIF26A,SOX8"
"180","GO_Biological_Process_2017","mitotic cytokinesis (GO:0000281)",7.57383635012536e-05,0.00229379043746654,"RACGAP1,KIF4A,PLK1,CKAP2,NUSAP1"
"190","GO_Biological_Process_2017","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)",7.57383635012536e-05,0.00229379043746654,"CDKN2C,CDC6,PKMYT1,CDC25A,CDKN3"
"181","GO_Biological_Process_2017","mitotic spindle organization (GO:0007052)",8.92058829980148e-05,0.00260850306145919,"CCNB1,KIF11,WDR62,SPC25,AURKA"
"265","GO_Biological_Process_2017","positive regulation of ossification (GO:0045778)",0.000110742533472099,0.00302934414143031,"BMP4,BMP2,WNT5A"
"585","GO_Biological_Process_2017","regulation of mitotic metaphase/anaphase transition (GO:0030071)",0.000110742533472099,0.00302934414143031,"CENPE,PLK1,CDC6"
"184","GO_Biological_Process_2017","epithelial to mesenchymal transition (GO:0001837)",0.000121596065890357,0.00322229574609445,"BMP2,WNT5A,SNAI2,FAM83D,LOXL2"
"236","GO_Biological_Process_2017","DNA strand elongation involved in DNA replication (GO:0006271)",0.000175226569929951,0.00437035680295877,"GINS1,GINS2,GINS4"
"484","GO_Biological_Process_2017","epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)",0.000175226569929951,0.00437035680295877,"BMP4,HEY1,SNAI2"
"173","GO_Biological_Process_2017","multicellular organism development (GO:0007275)",0.000194062717238193,0.00458235109837767,"RECQL4,HELLS,CDK4,CDK2,IGF2,HUNK,C19ORF57,ID3,ANGPTL2,PCOLCE,TP53"
"182","GO_Biological_Process_2017","retrograde vesicle-mediated transport, Golgi to ER (GO:0006890)",0.000194533773044335,0.00458235109837767,"CENPE,RACGAP1,KIF26A,KIF4A,KIF2C,KIF11,KIF15"
"165","GO_Biological_Process_2017","positive regulation of transcription, DNA-templated (GO:0045893)",0.000233353356140527,0.00524815673286388,"RET,EGR2,MSTN,WNT5A,SIX1,FOXM1,BRCA2,COL1A1,BMP4,TOX3,BMP2,MYCN,MYC,RARA,CKS2,SOX8,TP53,SOX4"
"192","GO_Biological_Process_2017","mitotic metaphase plate congression (GO:0007080)",0.000241936379940731,0.00524815673286388,"CENPE,CCNB1,CDCA5,CDCA8,KIF2C"
"441","GO_Biological_Process_2017","mitotic G1 DNA damage checkpoint (GO:0031571)",0.000259932291014485,0.00524815673286388,"RFWD3,CDK2,TP53"
"486","GO_Biological_Process_2017","response to gamma radiation (GO:0010332)",0.000259932291014485,0.00524815673286388,"FANCD2,MYC,TP53"
"487","GO_Biological_Process_2017","negative regulation of myoblast differentiation (GO:0045662)",0.000259932291014485,0.00524815673286388,"BMP4,MSTN,SOX8"
"488","GO_Biological_Process_2017","attachment of mitotic spindle microtubules to kinetochore (GO:0051315)",0.000259932291014485,0.00524815673286388,"CENPE,CDT1,KIF2C"
"202","GO_Biological_Process_2017","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)",0.000289545390824467,0.00571010445160809,"CDT1,PCNA,CDC6,FBXO5"
"193","GO_Biological_Process_2017","cellular response to UV (GO:0034644)",0.000309519783901504,0.00596529038064717,"PCNA,MYC,BMF,TP53,CDC25A"
"188","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.000323231970056888,0.00609112690240535,"CCNB1,PCNA,CDK2,TP53,SOX4,AURKA"
"239","GO_Biological_Process_2017","embryonic skeletal system development (GO:0048706)",0.000367227092198993,0.00676975161271187,"COL1A1,WNT5A,SULF1"
"196","GO_Biological_Process_2017","kidney development (GO:0001822)",0.000390511991186052,0.00704583337288877,"BMP4,CENPF,ACE,SIX1,SULF1"
"189","GO_Biological_Process_2017","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)",0.000403041539836328,0.00710966906954,"CENPE,RACGAP1,KIF26A,KIF4A,KIF2C,KIF11,KIF15"
"211","GO_Biological_Process_2017","cellular response to BMP stimulus (GO:0071773)",0.000410818141989929,0.00710966906954,"TMEM100,BMP4,BMP2,ADAMTS7"
"187","GO_Biological_Process_2017","DNA repair (GO:0006281)",0.000474857945498973,0.00798975434921809,"RAD51AP1,RECQL4,FEN1,FANCD2,CHEK1,NUDT1,RAD54L,TICRR"
"436","GO_Biological_Process_2017","supramolecular fiber organization (GO:0097435)",0.000499359646826131,0.00798975434921809,"MFAP4,COL3A1,COL5A1"
"502","GO_Biological_Process_2017","positive regulation of cartilage development (GO:0061036)",0.000499359646826131,0.00798975434921809,"BMP4,BMP2,SOX6"
"537","GO_Biological_Process_2017","positive regulation of ubiquitin protein ligase activity (GO:1904668)",0.000499359646826131,0.00798975434921809,"CDC20,PLK1,FBXO5"
"185","GO_Biological_Process_2017","axon guidance (GO:0007411)",0.000589742064787667,0.00924109713638512,"RET,NGFR,GDNF,WNT5A,EPHB2,NTN1,GFRA2,EPHB1"
"195","GO_Biological_Process_2017","Notch signaling pathway (GO:0007219)",0.000599363611440073,0.00924109713638512,"BMP2,HEY1,MDK,MYC,SNAI2"
"213","GO_Biological_Process_2017","positive regulation of fibroblast proliferation (GO:0048146)",0.000655000946220845,0.00979608923148077,"CDK4,MYC,WNT5A,FN1"
"226","GO_Biological_Process_2017","positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)",0.00065846354504057,0.00979608923148077,"GDNF,SIX1,SOX8"
