"","pert_iname","mean","n","median","sd","sRGES"
"185","podophyllotoxin",-1.16028381979302,1,-1.16028381979302,NA,-1.16028381979302
"22","AZ-628",-1.11484476668526,1,-1.11484476668526,NA,-1.11484476668526
"241","torin-1",-1.05389787445002,1,-1.05389787445002,NA,-1.05389787445002
"261","vemurafenib",-0.983856974654521,1,-0.983856974654521,NA,-0.983856974654521
"172","PD-0325901",-0.973182747722625,1,-0.973182747722625,NA,-0.973182747722625
"201","RO-28-1675",-0.956032719836401,1,-0.956032719836401,NA,-0.956032719836401
"78","doxycycline",-0.927867633389106,1,-0.927867633389106,NA,-0.927867633389106
"161","NVP-TAE684",-0.922871351552333,2,-0.922871351552333,0.0772638056594894,-0.922871351552333
"13","amsacrine",-0.909834541736382,1,-0.909834541736382,NA,-0.909834541736382
"82","entinostat",-0.907510689719279,1,-0.907510689719279,NA,-0.907510689719279
"75","donepezil",-0.900260271425916,1,-0.900260271425916,NA,-0.900260271425916
"83","enzalutamide",-0.899408192352978,1,-0.899408192352978,NA,-0.899408192352978
"61","CYT387",-0.888300179711223,1,-0.888300179711223,NA,-0.888300179711223
"128","loratadine",-0.881483547127719,1,-0.881483547127719,NA,-0.881483547127719
"267","WYE-125132",-0.881468054780938,1,-0.881468054780938,NA,-0.881468054780938
"85","epothilone-a",-0.876835843093512,1,-0.876835843093512,NA,-0.876835843093512
"223","stavudine",-0.876324595649749,1,-0.876324595649749,NA,-0.876324595649749
"29","bisacodyl",-0.872234616099647,1,-0.872234616099647,NA,-0.872234616099647
"103","fluvastatin",-0.87005019520357,2,-0.87005019520357,0.00440380687297776,-0.87005019520357
"46","cefotaxime",-0.8572690091095,1,-0.8572690091095,NA,-0.8572690091095
"10","amlodipine",-0.856107083100948,1,-0.856107083100948,NA,-0.856107083100948
"191","promazine",-0.853364937720766,1,-0.853364937720766,NA,-0.853364937720766
"135","metitepine",-0.847090537274586,1,-0.847090537274586,NA,-0.847090537274586
"64","dacinostat",-0.843511805168247,1,-0.843511805168247,NA,-0.843511805168247
"159","nutlin-3",-0.838701431492844,2,-0.838701431492844,0.233697542341402,-0.838701431492844
"189","prochlorperazine",-0.835936047592489,1,-0.835936047592489,NA,-0.835936047592489
"55","CMPD-1",-0.833147425171965,1,-0.833147425171965,NA,-0.833147425171965
"96","ezetimibe",-0.824688603829708,1,-0.824688603829708,NA,-0.824688603829708
"165","OSI-027",-0.820985932949123,2,-0.820985932949123,0.537549261833424,-0.820985932949123
"279","zuclopenthixol",-0.794246142405652,1,-0.794246142405652,NA,-0.794246142405652
"18","AT-7519",-0.788653405217822,1,-0.788653405217822,NA,-0.788653405217822
"131","mepacrine",-0.787166139926876,3,-0.814928425357873,0.319876771799483,-0.787166139926876
"54","closantel",-0.783324037925265,1,-0.783324037925265,NA,-0.783324037925265
"101","FGIN-1-43",-0.781976203755345,1,-0.781976203755345,NA,-0.781976203755345
"242","torin-2",-0.781790295593977,1,-0.781790295593977,NA,-0.781790295593977
"30","bisindolylmaleimide-ix",-0.780628369585425,1,-0.780628369585425,NA,-0.780628369585425
"114","IKK-2-inhibitor-V",-0.772541364565904,1,-0.772541364565904,NA,-0.772541364565904
"127","lonidamine",-0.764500836586726,1,-0.764500836586726,NA,-0.764500836586726
"208","ryuvidine",-0.7567391708496,1,-0.7567391708496,NA,-0.7567391708496
"209","saclofen",-0.75492656627626,1,-0.75492656627626,NA,-0.75492656627626
"104","forskolin",-0.752672429819668,2,-0.752672429819668,0.476169834198357,-0.752672429819668
"240","topotecan",-0.747226869926256,3,-0.742842535787321,0.16631495930268,-0.747226869926256
"93","everolimus",-0.735499163413274,1,-0.735499163413274,NA,-0.735499163413274
"9","amiodarone",-0.734383714445064,1,-0.734383714445064,NA,-0.734383714445064
"255","tyrphostin-AG-1478",-0.724298196690835,2,-0.724298196690835,0.176678102605451,-0.724298196690835
"119","kenpaullone",-0.718287166139927,1,-0.718287166139927,NA,-0.718287166139927
"194","puromycin",-0.709332589700688,1,-0.709332589700688,NA,-0.709332589700688
"195","PX-12",-0.708403048893846,1,-0.708403048893846,NA,-0.708403048893846
"192","PSB-06126",-0.688417921546756,1,-0.688417921546756,NA,-0.688417921546756
"34","bromperidol",-0.687209518497862,1,-0.687209518497862,NA,-0.687209518497862
"214","SDM25N",-0.685396913924521,1,-0.685396913924521,NA,-0.685396913924521
"47","CGS-15943",-0.681911135898866,2,-0.681911135898866,0.340933526121455,-0.681911135898866
"68","dequalinium",-0.669222903885481,1,-0.669222903885481,NA,-0.669222903885481
"116","immepip",-0.666015988101878,1,-0.666015988101878,NA,-0.666015988101878
"143","mitoxantrone",-0.665783602900168,2,-0.665783602900168,0.0172865851879587,-0.665783602900168
"124","lacidipine",-0.663878044246142,1,-0.663878044246142,NA,-0.663878044246142
"52","CL-218872",-0.654582636177728,1,-0.654582636177728,NA,-0.654582636177728
"67","daunorubicin",-0.653002416806098,1,-0.653002416806098,NA,-0.653002416806098
"232","terfenadine",-0.65170105967652,1,-0.65170105967652,NA,-0.65170105967652
"21","auranofin",-0.648075850529838,1,-0.648075850529838,NA,-0.648075850529838
"79","DR-2313",-0.642452128648448,1,-0.642452128648448,NA,-0.642452128648448
"126","lasalocid",-0.641011340397843,1,-0.641011340397843,NA,-0.641011340397843
"157","nortriptyline",-0.638036809815951,1,-0.638036809815951,NA,-0.638036809815951
"203","rosuvastatin",-0.635805911879532,1,-0.635805911879532,NA,-0.635805911879532
"164","olvanil",-0.630321621119167,1,-0.630321621119167,NA,-0.630321621119167
"277","zonisamide",-0.622838817624094,1,-0.622838817624094,NA,-0.622838817624094
"155","norethisterone",-0.615541922290389,1,-0.615541922290389,NA,-0.615541922290389
"125","lapatinib",-0.615216583007994,1,-0.615216583007994,NA,-0.615216583007994
"65","dactinomycin",-0.611916713143707,1,-0.611916713143707,NA,-0.611916713143707
"265","WAY-161503",-0.605177542294107,1,-0.605177542294107,NA,-0.605177542294107
"253","TWS-119",-0.603643799962818,1,-0.603643799962818,NA,-0.603643799962818
"234","tetrindole",-0.600483361219558,1,-0.600483361219558,NA,-0.600483361219558
"6","alvocidib",-0.594859639338167,1,-0.594859639338167,NA,-0.594859639338167
"134","methylene-blue",-0.59044432050567,1,-0.59044432050567,NA,-0.59044432050567
"140","mirtazapine",-0.586214909834542,1,-0.586214909834542,NA,-0.586214909834542
"45","cefixime",-0.581334820598624,1,-0.581334820598624,NA,-0.581334820598624
"5","AG-14361",-0.575571667596207,1,-0.575571667596207,NA,-0.575571667596207
"233","tetrabenazine",-0.575525190555865,1,-0.575525190555865,NA,-0.575525190555865
"130","mebendazole",-0.574223833426287,1,-0.574223833426287,NA,-0.574223833426287
"132","mephenytoin",-0.564277746793084,1,-0.564277746793084,NA,-0.564277746793084
"136","MG-132",-0.558437132056764,2,-0.558437132056764,0.0509833760866669,-0.558437132056764
"206","rucaparib",-0.55093883621491,1,-0.55093883621491,NA,-0.55093883621491
"176","PHA-793887",-0.548382598996096,1,-0.548382598996096,NA,-0.548382598996096
"186","PPT",-0.548243167875069,2,-0.548243167875069,0.0993157042547756,-0.548243167875069
"39","camptothecin",-0.544060234244283,1,-0.544060234244283,NA,-0.544060234244283
"198","quercetin",-0.539877300613497,3,-0.391754973043317,0.444257492239439,-0.539877300613497
"56","cortisone",-0.526817252277375,1,-0.526817252277375,NA,-0.526817252277375
"37","BX-795",-0.511805168246886,1,-0.511805168246886,NA,-0.511805168246886
"12","amoxicillin",-0.511293920803123,1,-0.511293920803123,NA,-0.511293920803123
"118","JLK-6",-0.487915969511062,1,-0.487915969511062,NA,-0.487915969511062
"97","fenbendazole",-0.482292247629671,1,-0.482292247629671,NA,-0.482292247629671
"100","fenretinide",-0.478759992563674,1,-0.478759992563674,NA,-0.478759992563674
"215","selamectin",-0.473136270682283,1,-0.473136270682283,NA,-0.473136270682283
"20","ATPA",-0.466164714630972,1,-0.466164714630972,NA,-0.466164714630972
