"","database","category","pval","qval","genes"
"152","GO_Biological_Process_2017","muscle filament sliding (GO:0030049)",4.06053085765195e-08,2.24953409513918e-05,"ACTA1,MYBPC1,DES,MYH3,ACTC1,MYL2,MYH7,TTN"
"163","GO_Biological_Process_2017","skeletal muscle thin filament assembly (GO:0030240)",2.54701240824381e-05,0.00705522437083535,"ACTA1,ACTC1,TTN"
"154","GO_Biological_Process_2017","cardiac myofibril assembly (GO:0055003)",0.000205339574005798,0.0379193746664041,"ACTC1,MYL2,TTN"
"153","GO_Biological_Process_2017","cilium-dependent cell motility (GO:0060285)",0.00029035049400818,0.0402135434201329,"CCDC39,DNAH1,DNAH17"
"155","GO_Biological_Process_2017","inner dynein arm assembly (GO:0036159)",0.00052151741236448,0.0516727428664709,"CCDC39,DNAH1,ZMYND10"
"156","GO_Biological_Process_2017","sarcomere organization (GO:0045214)",0.000559632594221707,0.0516727428664709,"MYBPC1,MYH3,CAPN3,TTN"
"192","GO_Biological_Process_2017","cellular ion homeostasis (GO:0006873)",0.00184612607150778,0.127844230451914,"SLC4A1,RHCG"
"330","GO_Biological_Process_2017","determination of pancreatic left/right asymmetry (GO:0035469)",0.00184612607150778,0.127844230451914,"CCDC39,NPHP3"
"186","GO_Biological_Process_2017","determination of liver left/right asymmetry (GO:0071910)",0.00274397943320348,0.143021726300998,"CCDC39,NPHP3"
"160","GO_Biological_Process_2017","lung development (GO:0030324)",0.00287619185837674,0.143021726300998,"CCDC39,NPHP3,VEGFA"
"162","GO_Biological_Process_2017","striated muscle contraction (GO:0006941)",0.00287619185837674,0.143021726300998,"MYBPC1,TTN,MYH7"
"161","GO_Biological_Process_2017","cardiac conduction (GO:0061337)",0.00312204405707988,0.143021726300998,"CACNB2,KCNE1,KCNIP2,KCNJ14"
"200","GO_Biological_Process_2017","adult heart development (GO:0007512)",0.00380663832859007,0.143021726300998,"SCUBE1,MYH7"
"157","GO_Biological_Process_2017","cornification (GO:0070268)",0.00387014416237153,0.143021726300998,"TGM1,CELA2A,KRT4,KRT2,KRT1,KRT13"
"159","GO_Biological_Process_2017","synaptic transmission, cholinergic (GO:0007271)",0.00424558986059586,0.143021726300998,"CHRNA4,CHRM5,CHRNA10"
"185","GO_Biological_Process_2017","cardiac muscle fiber development (GO:0048739)",0.00502941626188844,0.143021726300998,"TTN,VEGFA"
"165","GO_Biological_Process_2017","regulation of heart contraction (GO:0008016)",0.00534429524081418,0.143021726300998,"DES,KCNIP2,HSPB7"
"158","GO_Biological_Process_2017","membrane repolarization (GO:0086009)",0.00640772388727732,0.143021726300998,"KCNE1,KCNIP2"
"166","GO_Biological_Process_2017","membrane repolarization during cardiac muscle cell action potential (GO:0086013)",0.00640772388727732,0.143021726300998,"KCNE1,KCNIP2"
"167","GO_Biological_Process_2017","potassium ion export (GO:0071435)",0.00640772388727732,0.143021726300998,"KCNE1,KCNIP2"
"168","GO_Biological_Process_2017","epithelial cilium movement involved in determination of left/right asymmetry (GO:0060287)",0.00640772388727732,0.143021726300998,"CCDC39,NPHP3"
"195","GO_Biological_Process_2017","cardiac muscle tissue morphogenesis (GO:0055008)",0.00640772388727732,0.143021726300998,"ACTC1,TTN"
