"","pert_iname","mean","n","median","sd","sRGES"
"189","prochlorperazine",-0.620398773006135,1,-0.620398773006135,NA,-0.620398773006135
"274","ZK-93423",-0.588701431492842,1,-0.588701431492842,NA,-0.588701431492842
"242","torin-2",-0.536042944785276,1,-0.536042944785276,NA,-0.536042944785276
"172","PD-0325901",-0.512014314928425,1,-0.512014314928425,NA,-0.512014314928425
"47","CGS-15943",-0.510864008179959,2,-0.510864008179959,0.115862844258839,-0.510864008179959
"173","perhexiline",-0.491564417177914,1,-0.491564417177914,NA,-0.491564417177914
"250","triciribine",-0.486451942740286,1,-0.486451942740286,NA,-0.486451942740286
"151","neratinib",-0.48159509202454,1,-0.48159509202454,NA,-0.48159509202454
"101","FGIN-1-43",-0.473415132924335,1,-0.473415132924335,NA,-0.473415132924335
"84","enzastaurin",-0.466598500340832,3,-0.471881390593047,0.201227885775092,-0.466598500340832
"44","cediranib",-0.456288343558283,2,-0.456288343558283,0.0643481631141132,-0.456288343558283
"120","KI-8751",-0.453220858895706,1,-0.453220858895706,NA,-0.453220858895706
"68","dequalinium",-0.42101226993865,1,-0.42101226993865,NA,-0.42101226993865
"14","andarine",-0.413343558282209,1,-0.413343558282209,NA,-0.413343558282209
"36","butein",-0.413087934560327,1,-0.413087934560327,NA,-0.413087934560327
"28","BI-2536",-0.406952965235174,1,-0.406952965235174,NA,-0.406952965235174
"88","erythrosine",-0.403629856850716,1,-0.403629856850716,NA,-0.403629856850716
"247","tretinoin",-0.40081799591002,1,-0.40081799591002,NA,-0.40081799591002
"123","L-733060",-0.400306748466258,1,-0.400306748466258,NA,-0.400306748466258
"161","NVP-TAE684",-0.395449897750511,2,-0.395449897750511,0.173523136487496,-0.395449897750511
"117","irinotecan",-0.392382413087935,1,-0.392382413087935,NA,-0.392382413087935
"95","EX-527",-0.382668711656442,1,-0.382668711656442,NA,-0.382668711656442
"58","crizotinib",-0.381901840490798,1,-0.381901840490798,NA,-0.381901840490798
"54","closantel",-0.377556237218814,1,-0.377556237218814,NA,-0.377556237218814
"110","GSK-3-inhibitor-IX",-0.375,1,-0.375,NA,-0.375
"83","enzalutamide",-0.373721881390593,1,-0.373721881390593,NA,-0.373721881390593
"271","YM-155",-0.372443762781186,1,-0.372443762781186,NA,-0.372443762781186
"148","naltrindole",-0.370143149284254,1,-0.370143149284254,NA,-0.370143149284254
"29","bisacodyl",-0.367842535787321,1,-0.367842535787321,NA,-0.367842535787321
"275","ZM-336372",-0.367075664621677,2,-0.367075664621677,0.0285590162135673,-0.367075664621677
"61","CYT387",-0.366564417177914,1,-0.366564417177914,NA,-0.366564417177914
"197","pyrvinium-pamoate",-0.360940695296524,2,-0.360940695296524,0.109897986442081,-0.360940695296524
"224","suloctidil",-0.359023517382413,2,-0.359023517382413,0.000542259801523305,-0.359023517382413
"76","doramapimod",-0.355316973415133,1,-0.355316973415133,NA,-0.355316973415133
"21","auranofin",-0.352505112474438,1,-0.352505112474438,NA,-0.352505112474438
"22","AZ-628",-0.352505112474438,1,-0.352505112474438,NA,-0.352505112474438
"184","pizotifen",-0.350971370143149,2,-0.350971370143149,0.139541522258695,-0.350971370143149
"279","zuclopenthixol",-0.349948875255624,1,-0.349948875255624,NA,-0.349948875255624
"128","loratadine",-0.347648261758691,1,-0.347648261758691,NA,-0.347648261758691
"34","bromperidol",-0.346370143149284,1,-0.346370143149284,NA,-0.346370143149284
"226","talniflumate",-0.345347648261759,1,-0.345347648261759,NA,-0.345347648261759
"237","thiothixene",-0.344580777096115,1,-0.344580777096115,NA,-0.344580777096115
"255","tyrphostin-AG-1478",-0.340618609406953,2,-0.340618609406953,0.0153640277098303,-0.340618609406953
