"","database","category","pval","qval","genes"
"77","GO_Biological_Process_2017","complement activation, classical pathway (GO:0006958)",7.74440511310985e-38,2.71828619470156e-35,"C1QB,IGHM,C1QA,IGHV3-21,IGHV3-23,IGHV4-59,IGHG3,IGLV3-25,IGHG1,IGKC,IGLV6-57,IGKV1-17,IGLV1-44,IGKV3-15,IGLC1,IGKV3-11,IGHV5-51,IGHV3-74,IGHV3-30,IGHV3-11,IGKV1-5,IGHV3-15,IGKV1D-39,IGLV1-51,IGLV2-23,IGKV4-1,IGKV3-20,C1QC"
"78","GO_Biological_Process_2017","complement activation (GO:0006956)",6.79302744332339e-32,1.19217631630326e-29,"C1QB,C1QA,IGHV3-30,IGHV3-11,IGKV1-5,IGHV3-23,IGHV4-59,IGKV1D-39,CFP,IGHG3,IGLV3-25,IGHG1,IGLV1-51,IGKC,IGLV6-57,IGKV1-17,IGLV2-23,IGLV1-44,IGKV4-1,IGKV3-15,IGLC1,IGKV3-11,IGKV3-20,C1QC"
"79","GO_Biological_Process_2017","regulation of complement activation (GO:0030449)",8.50519406196406e-30,9.95107705249795e-28,"C1QB,C1QA,IGHV3-30,IGHV3-11,IGKV1-5,IGHV3-23,IGHV4-59,IGKV1D-39,CFP,IGHG3,IGLV3-25,IGHG1,IGLV1-51,IGKC,IGLV6-57,IGKV1-17,IGLV1-44,IGLV2-23,IGKV4-1,IGKV3-15,IGLC1,IGKV3-11,IGKV3-20,C1QC"
"82","GO_Biological_Process_2017","Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)",1.75748566889277e-21,1.54219367445341e-19,"IGHV3-30,IGHV3-11,IGKV1-5,IGHV3-23,IGHV4-59,IGKV1D-39,IGHG3,IGLV3-25,IGHG1,IGLV1-51,IGKC,IGLV6-57,IGKV1-17,IGLV1-44,IGLV2-23,IGKV4-1,IGKV3-15,IGLC1,IGKV3-11,IGKV3-20"
"83","GO_Biological_Process_2017","receptor-mediated endocytosis (GO:0006898)",3.80907676167557e-21,2.67397188669625e-19,"IGHV3-30,IGHV3-11,IGKV1-5,IGHV3-23,IGHV4-59,IGKV1D-39,MARCO,IGLV3-25,IGLV1-51,IGKC,IGLV6-57,IGKV1-17,IGLV1-44,IGLV2-23,IGKV4-1,IGKV3-15,IGLC1,IGKV3-11,FOLR2,IGKV3-20"
"80","GO_Biological_Process_2017","leukocyte migration (GO:0050900)",1.63840443568553e-20,9.58466594876034e-19,"IGHM,CD74,IGHV3-30,IGHV3-11,IGHV3-23,IGKV1-5,IGHV4-59,FPR3,IGKV1D-39,CD2,IGLV3-25,IGLV1-51,IGKC,IGLV6-57,IGKV1-17,IGLV2-23,IGLV1-44,IGKV4-1,IGKV3-15,IGLC1,IGKV3-11,IGKV3-20"
"81","GO_Biological_Process_2017","regulation of immune response (GO:0050776)",5.79593875866334e-20,2.90624929184405e-18,"HLA-H,IGHV3-30,IGHV3-11,IGKV1-5,TRAC,IGHV3-23,IGHV4-59,IGKV1D-39,CD3D,IGLV3-25,IGLV1-51,IGKC,IGLV6-57,IGKV1-17,IGLV1-44,IGLV2-23,IGKV4-1,IGKV3-15,IGLC1,IGKV3-11,IGKV3-20"
"84","GO_Biological_Process_2017","Fc-epsilon receptor signaling pathway (GO:0038095)",3.63489776509805e-16,1.59481139443677e-14,"IGHV3-30,IGHV3-11,IGKV1-5,IGHV3-23,IGHV4-59,IGKV1D-39,IGLV3-25,IGLV1-51,IGKC,IGLV6-57,IGKV1-17,IGLV1-44,IGLV2-23,IGKV4-1,IGKV3-15,IGLC1,IGKV3-11,IGKV3-20"
"85","GO_Biological_Process_2017","type I interferon signaling pathway (GO:0060337)",1.15244400493733e-14,4.49453161925558e-13,"HLA-H,RSAD2,IFI27,OAS2,OAS3,MX1,IFI6,ISG15,IFIT1,IFIT3,IFIT2,OASL"
"86","GO_Biological_Process_2017","interferon-gamma-mediated signaling pathway (GO:0060333)",2.11152704065432e-14,7.41145991269667e-13,"HLA-DRB5,HLA-H,OAS2,OAS3,PTAFR,HLA-DPB1,HLA-DRA,HLA-DQA2,HLA-DQA1,HLA-DQB1,OASL,HLA-DPA1"
