"","database","category","pval","qval","genes"
"153","GO_Biological_Process_2017","multicellular organismal iron ion homeostasis (GO:0060586)",0.00110532019861431,0.227623049483913,"SLC11A1,HAMP"
"147","GO_Biological_Process_2017","oxygen transport (GO:0015671)",0.00164634772526528,0.227623049483913,"HBB,HBA1"
"148","GO_Biological_Process_2017","positive regulation of protein kinase C signaling (GO:0090037)",0.0022887292934175,0.227623049483913,"ADRA1A,VEGFA"
"149","GO_Biological_Process_2017","positive regulation of cell migration involved in sprouting angiogenesis (GO:0090050)",0.0022887292934175,0.227623049483913,"PTGS2,VEGFA"
"152","GO_Biological_Process_2017","cardiac muscle fiber development (GO:0048739)",0.00303026504134522,0.227623049483913,"TTN,VEGFA"
"158","GO_Biological_Process_2017","positive regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901409)",0.00303026504134522,0.227623049483913,"CCNL2,CCNL1"
"157","GO_Biological_Process_2017","positive regulation of lipid storage (GO:0010884)",0.0038687900876081,0.227623049483913,"HILPDA,PLIN5"
"169","GO_Biological_Process_2017","regulation of catalytic activity (GO:0050790)",0.0038687900876081,0.227623049483913,"CAPN3,TTN"
"159","GO_Biological_Process_2017","positive regulation of mesenchymal cell proliferation (GO:0002053)",0.004802174039745,0.227623049483913,"CHRD,VEGFA"
"160","GO_Biological_Process_2017","induction of positive chemotaxis (GO:0050930)",0.004802174039745,0.227623049483913,"NTF3,VEGFA"
"621","GO_Cellular_Component_2017","endocytic vesicle lumen (GO:0071682)",0.000493045640237975,0.0443741076214177,"SAA1,HBB,HBA1"
"1","KEGG_2016","African trypanosomiasis_Homo sapiens_hsa05143",0.000505497200150442,0.0738025912219646,"HBB,HBA2,HBA1,IDO2"
"3","KEGG_2016","Malaria_Homo sapiens_hsa05144",0.00182124365434111,0.0847339928014857,"TGFB3,HBB,HBA2,HBA1"
"2","KEGG_2016","Ovarian steroidogenesis_Homo sapiens_hsa04913",0.00196330228848335,0.0847339928014857,"PLA2G4B,JMJD7-PLA2G4B,ADCY1,PTGS2"
"4","KEGG_2016","Dilated cardiomyopathy_Homo sapiens_hsa05414",0.00276040996498003,0.0847339928014857,"DES,TGFB3,ITGA10,ADCY1,TTN"
"5","KEGG_2016","Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080",0.00297334802695505,0.0847339928014857,"VIPR1,GABBR1,CHRNA4,GCGR,GLP2R,PTH1R,TRPV1,RXFP1,ADRA1A"
"6","KEGG_2016","Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750",0.00398408183436031,0.0847339928014857,"CALML6,PLA2G4B,JMJD7-PLA2G4B,TRPV1,ADCY1"
"7","KEGG_2016","VEGF signaling pathway_Homo sapiens_hsa04370",0.00406258869596164,0.0847339928014857,"PLA2G4B,JMJD7-PLA2G4B,PTGS2,VEGFA"
"8","KEGG_2016","Vascular smooth muscle contraction_Homo sapiens_hsa04270",0.00927458667156372,0.169261206756038,"CALML6,PLA2G4B,JMJD7-PLA2G4B,ADCY1,ADRA1A"
"9","KEGG_2016","Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410",0.0119425736791583,0.193735084128569,"DES,TGFB3,ITGA10,TTN"
"10","KEGG_2016","GnRH signaling pathway_Homo sapiens_hsa04912",0.0162717537403883,0.237567604609669,"CALML6,PLA2G4B,JMJD7-PLA2G4B,ADCY1"
