"","pert_iname","mean","n","median","sd","sRGES"
"151","neratinib",-1.25782053665489,1,-1.25782053665489,NA,-1.25782053665489
"43","CD-437",-1.11656441717791,1,-1.11656441717791,NA,-1.11656441717791
"18","AT-7519",-1.0738272293487,1,-1.0738272293487,NA,-1.0738272293487
"267","WYE-125132",-1.05984693561381,1,-1.05984693561381,NA,-1.05984693561381
"102","floxuridine",-0.938315672058003,1,-0.938315672058003,NA,-0.938315672058003
"261","vemurafenib",-0.937073185846192,1,-0.937073185846192,NA,-0.937073185846192
"165","OSI-027",-0.919540496994484,2,-0.919540496994484,0.68862612896089,-0.919540496994484
"173","perhexiline",-0.853597322922476,1,-0.853597322922476,NA,-0.853597322922476
"119","kenpaullone",-0.833633884860879,1,-0.833633884860879,NA,-0.833633884860879
"61","CYT387",-0.814764206481998,1,-0.814764206481998,NA,-0.814764206481998
"76","doramapimod",-0.793663630166698,1,-0.793663630166698,NA,-0.793663630166698
"174","PF-04217903",-0.789833922042511,1,-0.789833922042511,NA,-0.789833922042511
"39","camptothecin",-0.788287785833798,1,-0.788287785833798,NA,-0.788287785833798
"169","parbendazole",-0.778846749705645,1,-0.778846749705645,NA,-0.778846749705645
"275","ZM-336372",-0.769427402862985,2,-0.769427402862985,0.097738221195798,-0.769427402862985
"159","nutlin-3",-0.769204313069344,2,-0.769204313069344,0.168409462237979,-0.769204313069344
"110","GSK-3-inhibitor-IX",-0.760085517754229,1,-0.760085517754229,NA,-0.760085517754229
"201","RO-28-1675",-0.75668339840119,1,-0.75668339840119,NA,-0.75668339840119
"126","lasalocid",-0.749953522959658,1,-0.749953522959658,NA,-0.749953522959658
"240","topotecan",-0.743849538328066,3,-0.691931585796616,0.169557697652485,-0.743849538328066
"67","daunorubicin",-0.743353783231084,1,-0.743353783231084,NA,-0.743353783231084
"224","suloctidil",-0.740369957241123,2,-0.740369957241123,0.11004258905582,-0.740369957241123
"58","crizotinib",-0.732571109871723,1,-0.732571109871723,NA,-0.732571109871723
"134","methylene-blue",-0.71881390593047,1,-0.71881390593047,NA,-0.71881390593047
"127","lonidamine",-0.712864844766685,1,-0.712864844766685,NA,-0.712864844766685
"117","irinotecan",-0.711191671314371,1,-0.711191671314371,NA,-0.711191671314371
"176","PHA-793887",-0.708663320319762,1,-0.708663320319762,NA,-0.708663320319762
"6","alvocidib",-0.707938278490426,1,-0.707938278490426,NA,-0.707938278490426
"136","MG-132",-0.704547003780132,2,-0.704547003780132,0.824854936795734,-0.704547003780132
"223","stavudine",-0.703327756088492,1,-0.703327756088492,NA,-0.703327756088492
"86","erlotinib",-0.694054037305571,1,-0.694054037305571,NA,-0.694054037305571
"22","AZ-628",-0.686819111358989,1,-0.686819111358989,NA,-0.686819111358989
"243","tosedostat",-0.678397471649006,1,-0.678397471649006,NA,-0.678397471649006
"77","doxorubicin",-0.675841234430192,2,-0.675841234430192,0.116431395444678,-0.675841234430192
"271","YM-155",-0.671391832434777,1,-0.671391832434777,NA,-0.671391832434777
"128","loratadine",-0.668339840118981,1,-0.668339840118981,NA,-0.668339840118981
"276","zolantidine",-0.66623907789552,1,-0.66623907789552,NA,-0.66623907789552
"109","granisetron",-0.665644171779141,1,-0.665644171779141,NA,-0.665644171779141
"143","mitoxantrone",-0.664686744748094,2,-0.664686744748094,0.0882470314576183,-0.664686744748094
"208","ryuvidine",-0.6640081799591,1,-0.6640081799591,NA,-0.6640081799591
"278","zoxazolamine",-0.663450455474995,1,-0.663450455474995,NA,-0.663450455474995
"96","ezetimibe",-0.662223461609965,1,-0.662223461609965,NA,-0.662223461609965
"54","closantel",-0.658282208588957,1,-0.658282208588957,NA,-0.658282208588957
"167","PAC-1",-0.657947573898494,1,-0.657947573898494,NA,-0.657947573898494
"197","pyrvinium-pamoate",-0.651096858152073,2,-0.651096858152073,0.0526484970933655,-0.651096858152073
"114","IKK-2-inhibitor-V",-0.648466257668712,1,-0.648466257668712,NA,-0.648466257668712
"29","bisacodyl",-0.63868748838074,1,-0.63868748838074,NA,-0.63868748838074
"66","dasatinib",-0.635945343000558,2,-0.635945343000558,0.109464178600862,-0.635945343000558
"82","entinostat",-0.63482059862428,1,-0.63482059862428,NA,-0.63482059862428
"191","promazine",-0.634169920059491,1,-0.634169920059491,NA,-0.634169920059491
